Gene	Chromosome	Start	End	Canonical
ERAP1	5	96098903	96139629	NM_016442
IFRD1	7	112090743	112115574	NM_001007245
DEFB133	6	49913813	49917157	NM_001166478
SUPT16H	14	21820831	21852086	NM_007192
FASTKD2	2	207631417	207656526	NM_001136194
CCDC124	19	18047229	18054524	NM_138442
NCR3	6	31556843	31560498	NM_001145466
THAP4	2	242524020	242576432	NM_015963
CKS2	9	91926207	91931340	NM_001827
CST11	20	23431142	23433448	NM_130794
ADM5	19	50193094	50193750	NM_001101340
C12orf77	12	25147230	25150168	NM_001101339
SBK2	19	56041099	56047661	NM_001101401
PIRT	17	10728548	10728962	NM_001101387
FAM183A	1	43613622	43621984	NM_001101376
IGLON5	19	51815101	51832013	NM_001101372
CCDC160	X	133378830	133379808	NM_001101357
SFTA3	14	36943062	36982358	NM_001101341
ZFP57	6	29640276	29644780	NM_001109809
GLRA1	5	151202233	151304110	NM_001146040
AGFG2	7	100136969	100162614	NM_006076
IER2	19	13264000	13264672	NM_004907
VPS26A	10	70884033	70931025	NM_004896
NDUFB9	8	125551427	125562133	NM_005005
SFT2D3	2	128459102	128459750	NM_032740
DNAJA1	9	33026482	33038901	NM_001539
IFI44L	1	79093600	79107494	NM_006820
PDIA5	3	122786011	122880807	NM_006810
MLLT11	1	151039700	151039973	NM_006818
TMED2	12	124069183	124081276	NM_006815
PNRC1	6	89790613	89793915	NM_006813
SPSB2	12	6980355	6982065	NM_032641
ZNF408	11	46722597	46727413	NM_024741
SLITRK4	X	142716410	142718924	NM_001184749
PGBD1	6	28251590	28270061	NM_001184743
MYO18A	17	27401787	27493958	NM_078471
RPL32	3	12877592	12881736	NM_001007074
ZNF205	16	3163431	3170326	NM_001278158
OR5AP2	11	56408964	56409915	NM_001002925
IGFL4	19	46543149	46544220	NM_001002923
ACTBL2	5	56777403	56778534	NM_001017992
LRRC66	4	52860544	52883779	NM_001024611
EIF2B4	2	27587266	27593181	NM_001034116
HSBP1	16	83841681	83843028	NM_001537
POLI	18	51795916	51820837	NM_007195
SNF8	17	47007836	47022096	NM_007241
UBA7	3	49842740	49851220	NM_003335
CYP27B1	12	58156924	58160824	NM_000785
PLOD2	3	145788503	145878776	NM_182943
MYH6	14	23851248	23876432	NM_002471
ATP6V1G2	6	31513184	31514336	NM_130463
TMEM129	4	1718906	1722564	NM_001127266
MTG1	10	135207724	135233669	NM_138384
MTSS1L	16	70697579	70719694	NM_138383
RIPPLY1	X	106143978	106146517	NM_138382
OXNAD1	3	16312459	16345069	NM_138381
FDXACB1	11	111745645	111749856	NM_138378
TTC5	14	20757785	20774096	NM_138376
ZNF845	19	53844560	53856841	NM_138374
PCED1B	12	47628846	47630145	NM_138371
PKDCC	2	42275339	42284828	NM_138370
AP5B1	11	65545326	65548062	NM_138368
ZNF251	8	145947028	145980113	NM_138367
PRMT10	4	148559682	148605138	NM_138364
CEP95	17	62503215	62533897	NM_138363
LRRC16B	14	24521362	24538613	NM_138360
HERPUD1	16	56966156	56977202	NM_014685
ZNF337	20	25655667	25667053	NM_015655
NAT9	17	72767862	72771837	NM_015654
C10orf12	10	98741147	98744891	NM_015652
IRF2BP1	19	46387277	46389032	NM_015649
GAPVD1	9	128061200	128125025	NM_015635
KIAA1279	10	70748588	70776172	NM_015634
PRPF31	19	54621658	54634863	NM_015629
EPC2	2	149402586	149543946	NM_015630
LDLRAP1	1	25870189	25893483	NM_015627
FCGBP	19	40354126	40440525	NM_003890
CHAF1B	21	37758434	37788664	NM_005441
RND2	17	41177364	41180697	NM_005440
MLF2	12	6857960	6861500	NM_005439
FOSL1	11	65660356	65667810	NM_005438
KDM4E	11	94758721	94760242	NM_001161630
DUS3L	19	5785213	5791152	NM_020175
LZTFL1	3	45867805	45954638	NM_001276378
TRAF3IP2	6	111880607	111913289	NM_147686
TNFRSF1A	12	6438477	6450980	NM_001065
CCNA2	4	122738792	122744783	NM_001237
CCDC38	12	96260853	96330287	NM_182496
NXPE2	11	114549297	114577652	NM_182495
C9orf85	9	74526650	74587758	NM_182505
WBSCR28	7	73275524	73280203	NM_182504
ADAT2	6	143749599	143771795	NM_182503
MYLK3	16	46741615	46782105	NM_182493
TMPRSS11B	4	69093628	69111276	NM_182502
ZFAND2A	7	1192704	1197848	NM_182491
MTERFD2	2	242035412	242041688	NM_182501
STRA8	7	134916730	134943244	NM_182489
ZNF227	19	44721945	44740983	NM_182490
C2orf50	2	11273460	11284237	NM_182500
USP12	13	27643419	27745776	NM_182488
OLFML2A	9	127539549	127572691	NM_182487
GRIK1	21	30909550	31311818	NM_175611
INA	10	105036968	105048426	NM_032727
PLCD4	2	219480462	219501300	NM_032726
FBXL20	17	37417712	37557655	NM_032875
GLP2R	17	9729380	9793022	NM_004246
ILF2	1	153634871	153643398	NM_001267809
HSF1	8	145515439	145537993	NM_005526
CEP85L	6	118786567	118973944	NM_001042475
ZNF565	19	36673367	36692887	NM_001042474
ABHD12	20	25275608	25371339	NM_001042472
MLPH	2	238402069	238462235	NM_024101
PSAP	10	73577197	73610978	NM_001042465
ATG9A	2	220085168	220092746	NM_001077198
MACROD2	20	13976409	16030521	NM_080676
ADORA3	1	112026308	112106574	NM_000677
RGS9	17	63133658	63223525	NM_003835
PIFO	1	111889274	111893949	NM_181643
ZNF706	8	102212229	102213969	NM_001267708
RAB44	6	36672012	36699870	NM_001257357
GPR161	1	168054768	168106659	NM_001267609
GHITM	10	85901256	85912104	NM_014394
UQCRQ	5	132202573	132203274	NM_014402
ANKRD1	10	92672622	92680784	NM_014391
SND1	7	127292427	127732110	NM_014390
GPR82	X	41586279	41587290	NM_080817
SGTA	19	2757340	2769066	NM_003021
SLC35A3	1	100436092	100488032	NM_012243
CYLC1	X	83116190	83141592	NM_021118
LOC441155	6	66012414	66014832	NM_001271675
EPGN	4	75174250	75180354	NM_001270989
EPHA2	1	16451709	16482427	NM_004431
SNRNP27	2	70121116	70131440	NM_006857
RAB31	18	9708402	9859322	NM_006868
LRMP	12	25222341	25260994	NM_006152
NEDD8	14	24686332	24701473	NM_006156
SLK	10	105727503	105785478	NM_014720
DHX15	4	24529546	24586016	NM_001358
REG3A	2	79384351	79386531	NM_138938
XPNPEP3	22	41253185	41322439	NM_022098
LHCGR	2	48914835	48982810	NM_000233
KIT	4	55524181	55604723	NM_000222
ZNF587B	19	58341896	58355710	NM_001204818
KLRC4-KLRK1	12	10525712	10541409	NM_001199805
PHLDA2	11	2950135	2950594	NM_003311
HSP90B1	12	104324293	104341440	NM_003299
TSSC1	2	3193104	3381460	NM_003310
NR2C2	3	15045421	15084515	NM_003298
TRPM2	21	45773583	45861700	NM_003307
SDHB	1	17345375	17380514	NM_003000
TAL2	9	108424777	108425104	NM_005421
SLPI	20	43881055	43883184	NM_003064
NXNL1	19	17566455	17571678	NM_138454
RAB3C	5	57879035	58147178	NM_138453
IQCD	12	113633379	113645971	NM_138451
ARL11	13	50204583	50205174	NM_138450
ACYP2	2	54342835	54531939	NM_138448
ZNF689	16	30615584	30621362	NM_138447
MALSU1	7	23338971	23349162	NM_138446
GPR146	7	1097151	1098153	NM_138445
KCTD12	13	77459305	77460283	NM_138444
HAUS1	18	43684377	43708091	NM_138443
MB21D1	6	74134949	74161904	NM_138441
VASN	16	4430878	4432900	NM_138440
FLYWCH2	16	2946450	2949150	NM_138439
FAM83F	22	40391046	40425569	NM_138435
ZBED6CL	7	150027493	150028204	NM_138434
SDSL	12	113865787	113875884	NM_138432
HENMT1	1	109191187	109202506	NM_144584
CSAG1	X	151904502	151909208	NM_153478
OXTR	3	8794662	8809873	NM_000916
OXT	20	3052301	3053064	NM_000915
PHF15	5	133871547	133915007	NM_015288
SZT2	1	43855639	43916151	NM_015284
RPS6KB2	11	67196016	67202640	NM_003952
NDUFS2	1	161172175	161183983	NM_001166159
MUC6	11	1013455	1036655	NM_005961
MTNR1B	11	92702891	92715478	NM_005959
AKR1A1	1	46027466	46035628	NM_006066
NAB1	2	191523902	191555059	NM_005966
SIRPB1	20	1546800	1600590	NM_006065
RRAGB	X	55744760	55784776	NM_016656
MYH1	17	10395732	10419959	NM_005963
KLHL41	2	170366288	170382206	NM_006063
SMYD5	2	73441394	73453074	NM_006062
MXI1	10	111967566	112044745	NM_130439
MSH4	1	76262670	76378572	NM_002440
GPR32	19	51273857	51274928	NM_001506
IGBP1	X	69353797	69385831	NM_001551
IFIT1	10	91152469	91163469	NM_001270930
IFIT2	10	91061880	91067132	NM_001547
ICT1	17	73008781	73017100	NM_001545
ICAM4	19	10397688	10398860	NM_022377
NDST1	5	149900816	149932894	NM_001543
GALE	1	24122438	24125497	NM_000403
CUBN	10	16866973	17171764	NM_001081
TAB2	6	149691133	149730855	NM_015093
NDUFAF1	15	41679641	41689257	NM_016013
FAM135B	8	139144835	139380226	NM_015912
NBAS	2	15307171	15701428	NM_015909
CRB1	1	197237542	197447009	NM_001257965
C9orf47	9	91605910	91606903	NM_001001938
CTIF	18	46145936	46385930	NM_001142397
NCEH1	3	172351264	172428870	NM_001146276
CXCL10	4	76943082	76944584	NM_001565
IL18	11	112014318	112025776	NM_001562
FGF4	11	69588076	69589852	NM_002007
CTGF	6	132270403	132272312	NM_001901
CST5	20	23856824	23860313	NM_001900
COL9A2	1	40766853	40782869	NM_001852
RFPL4A	19	56273166	56274541	NM_001145014
C16orf96	16	4606490	4650318	NM_001145011
ZNF778	16	89287535	89294970	NM_001201407
LCN1	9	138413343	138418363	NM_002297
OMG	17	29622026	29623349	NM_002544
KRT17	17	39775845	39780761	NM_000422
HARS	5	140053841	140070889	NM_002109
FLG	1	152275175	152287932	NM_002016
GUCA1B	6	42152552	42162558	NM_002098
HAL	12	96368009	96389688	NM_002108
FAU	11	64888152	64889285	NM_001997
H3F3A	1	226252052	226259180	NM_002107
GTF3A	13	27998874	28009734	NM_002097
GTF2F1	19	6380291	6393006	NM_002096
H2AFZ	4	100869618	100871327	NM_002106
ACSL1	4	185678278	185724668	NM_001995
SLC27A1	19	17581349	17615421	NM_198580
TENM2	5	166711842	167689815	NM_001122679
STON2	14	81728125	81864726	NM_033104
ECSIT	19	11616998	11629985	NM_016581
TEX33	22	37387219	37400028	NM_001163857
DHCR7	11	71146420	71155998	NM_001360
SLFNL1	1	41481777	41486332	NM_001168247
MRPL12	17	79670531	79674270	NM_002949
SLC10A1	14	70242998	70263872	NM_003049
RPN1	3	128339253	128369643	NM_002950
TRRAP	7	98478773	98609978	NM_001244580
ZNF728	19	23158269	23185832	NM_001267716
CD274	9	5456113	5467862	NM_014143
BIRC2	11	102220585	102248914	NM_001256163
ARFGEF2	20	47538426	47649736	NM_006420
SPHAR	1	229440881	229441073	NM_006542
SLC43A3	11	57175264	57193645	NM_014096
LSM7	19	2321678	2328565	NM_016199
VPS28	8	145649187	145652328	NM_183057
MCTS1	X	119738091	119746119	NM_014060
ATXN1L	16	71883643	71885713	NM_001137675
C11orf95	11	63530889	63536094	NM_001144936
NCR3LG1	11	17373516	17394059	NM_001202439
C10orf137	10	127408376	127452041	NM_001202438
CCDC85B	11	65658254	65658863	NM_006848
COPZ1	12	54718947	54744307	NM_001271736
UCHL3	13	76123956	76179948	NM_001270952
OVOL3	19	36602104	36604563	NM_001270948
KLF7	2	207945936	208031866	NM_003709
XPO6	16	28109858	28222689	NM_001270940
FLI1	11	128564153	128680883	NM_001271010
TRAPPC6A	19	45666449	45681476	NM_024108
TTC19	17	15903162	15930836	NM_001271420
GNPDA2	4	44705097	44724224	NM_138335
MEAF6	1	37959369	37980347	NM_022756
LIN28A	1	26737382	26752949	NM_024674
AAGAB	15	67495158	67546969	NM_001271886
C14orf169	14	73957722	73959647	NM_024644
FAM117A	17	47788616	47841449	NM_030802
STMN4	8	27094362	27101240	NM_030795
FBXO38	5	147774339	147821710	NM_030793
KCNJ8	12	21918656	21926550	NM_004982
SNX13	7	17833668	17979918	NM_015132
WDR11	10	122610932	122668225	NM_018117
PEX5	12	7342973	7362819	NM_001131025
TAF6	7	99704868	99717369	NM_005641
DNMT3L	21	45666279	45681142	NM_013369
SCYL3	1	169822853	169857981	NM_181093
LYRM1	16	20926877	20935438	NM_001128301
TMX4	20	7962897	8000260	NM_021156
PSAT1	9	80912126	80944002	NM_058179
BTNL2	6	32362512	32374900	NM_019602
FGF23	12	4479508	4488748	NM_020638
HDGF	1	156713240	156722155	NM_004494
HOXB7	17	46685203	46688280	NM_004502
GTF2A2	15	59931330	59944476	NM_004492
ARHGAP35	19	47421932	47503945	NM_004491
HNRNPU	1	245017751	245027609	NM_031844
HNRNPC	14	21679381	21702352	NM_031314
GRB14	2	165349545	165477819	NM_004490
GPS2	17	7216074	7218371	NM_004489
GP5	3	194117328	194119011	NM_004488
GOLGA2	9	131019345	131038255	NM_004486
GCSH	16	81116470	81129883	NM_004483
GALNT3	2	166605290	166627210	NM_004482
GALNT2	1	230203027	230415204	NM_004481
ZNF114	19	48783056	48790135	NM_153608
COG7	16	23400240	23464315	NM_153603
RHOC	1	113244161	113246421	NM_175744
FAM3C	7	120990514	121023023	NM_014888
SWI5	9	131038424	131050995	NM_001040011
SDHAF1	19	36486176	36486524	NM_001042631
TCERG1	5	145826912	145890205	NM_006706
SATB2	2	200136933	200320760	NM_001172509
PALM	19	709146	746814	NM_002579
ZFYVE16	5	79729966	79773196	NM_001105251
NXT1	20	23334678	23335101	NM_013248
CLCF1	11	67132606	67141010	NM_013246
MACF1	1	39549890	39951466	NM_012090
TBC1D13	9	131549632	131570158	NM_018201
APOBEC3G	22	39473366	39483426	NM_021822
NEIL3	4	178231107	178283625	NM_018248
B3GALT1	2	168725549	168726530	NM_020981
AQP9	15	58430764	58476334	NM_020980
SH2B2	7	101928449	101962097	NM_020979
DAB1	1	57476367	57756702	NM_021080
PTGFRN	1	117452825	117529589	NM_020440
PGM5	9	70972043	71144572	NM_021965
GJB3	1	35250363	35251176	NM_024009
FAM21A	10	51827765	51892705	NM_001005751
IRF2	4	185309911	185350218	NM_002199
MAPK10	4	86938380	87115554	NM_138980
ABCC5	3	183639087	183732180	NM_005688
SMARCE1	17	38785036	38802054	NM_003079
TAAR5	6	132909811	132910825	NM_003967
SEMA5A	5	9043008	9380058	NM_003966
SPIN2A	X	57162253	57163030	NM_019003
KLK14	19	51581263	51586004	NM_022046
NCAPG	4	17812700	17845048	NM_022346
C17orf75	17	30658781	30669158	NM_022344
GLIPR2	9	36136775	36162519	NM_022343
PDF	16	69362924	69364473	NM_022341
ZFYVE20	3	15115288	15137627	NM_022340
C11orf24	11	68029112	68031235	NM_022338
RAB38	11	87847155	87908552	NM_022337
PLSCR1	3	146233831	146254339	NM_021105
PC	11	66616369	66639630	NM_001040716
TCTA	3	49449859	49452295	NM_022171
EIF4H	7	73588713	73609638	NM_022170
CLDN1	3	190026065	190039995	NM_021101
XYLT2	17	48423501	48437652	NM_022167
ECI1	16	2289979	2301567	NM_001919
MESP2	15	90319588	90321565	NM_001039958
TXNL4B	16	72120535	72124648	NM_017853
DUSP19	2	183943661	183960386	NM_080876
SYT12	11	66797615	66816228	NM_001177880
TMC6	17	76109228	76122913	NM_001127198
SMARCAL1	2	217279427	217347700	NM_014140
ELF4	X	129200695	129215304	NM_001421
CASP12	11	104757440	104769141	NM_001191016
GSTO2	10	106034673	106059042	NM_183239
SRSF10	1	24294152	24306745	NM_054016
MTRNR2L5	10	57359659	57359734	NM_001190478
AKR1D1	7	137761264	137801408	NM_005989
GPM6B	X	13790999	13956629	NM_001001995
CEACAM7	19	42181339	42192094	NM_006890
MAPRE1	20	31413733	31436534	NM_012325
ZNF10	12	133721078	133733554	NM_015394
PARM1	4	75858537	75971457	NM_015393
NPDC1	9	139934223	139940441	NM_015392
AGAP2	12	58120334	58135854	NM_001122772
YIPF3	6	43479904	43484545	NM_015388
NBPF14	1	148004547	148025831	NM_015383
SPOCK2	10	73822517	73848086	NM_001244950
PCDHAC1	5	140306477	140389522	NM_018898
FZD8	10	35928272	35930357	NM_031866
PCDHA13	5	140261853	140389522	NM_018904
PCDHA12	5	140255057	140389522	NM_018903
NBR1	17	41327816	41362093	NM_031858
HDAC10	22	50683935	50689461	NM_032019
BHLHE40	3	5021403	5025377	NM_003670
MAPKAPK5	12	112280537	112330865	NM_139078
HLA-DMA	6	32916640	32920813	NM_006120
HAX1	1	154245199	154248177	NM_006118
ECI2	6	4116107	4135794	NM_001166010
ACAA2	18	47310216	47339854	NM_006111
POU3F2	6	99282749	99284081	NM_005604
MRE11A	11	94153290	94225967	NM_005590
CD2BP2	16	30364305	30366002	NM_001243646
TSNAX	1	231664556	231700651	NM_005999
LMNB1	5	126113200	126171956	NM_005573
GNB2L1	5	180663976	180670800	NM_006098
VPS72	1	151149119	151162597	NM_001271087
RAPGEF3	12	48131349	48152339	NM_001098531
TBX10	11	67399075	67406943	NM_005995
ATP8A1	4	42414932	42658890	NM_006095
DLC1	8	12943319	13357580	NM_182643
TBX2	17	59477537	59485867	NM_005994
LMAN1	18	56998324	57026476	NM_005570
TBCD	17	80710069	80900339	NM_005993
OR5K1	3	98188420	98189347	NM_001004736
NTSR1	20	61340559	61391619	NM_002531
MAL	2	95691537	95719200	NM_002371
WFDC2	20	44098421	44108733	NM_006103
NOD1	7	30465253	30496537	NM_006092
TMEM117	12	44238454	44782455	NM_032256
LSMD1	17	7760048	7760741	NM_032356
CCDC88B	11	64107738	64124566	NM_032251
ANKRD20A1	9	67926872	67968913	NM_032250
MEX3B	15	82335500	82338046	NM_032246
TXNDC2	18	9886171	9888138	NM_001098529
PLXNA1	3	126707436	126752860	NM_032242
MTX1	1	155178595	155183489	NM_002455
VRK1	14	97299808	97347545	NM_003384
DCUN1D5	11	102933087	102962601	NM_032299
OSTC	4	109571811	109588421	NM_001267818
TTC24	1	156551156	156556342	NM_001105669
PRR3	6	30525121	30530272	NM_025263
ARID5A	2	97202563	97218050	NM_212481
FGF17	8	21900439	21905760	NM_003867
INPP4B	4	142949934	143352412	NM_003866
PPAPDC1B	8	38121961	38126717	NM_001102559
CBWD3	9	70432428	70914503	NM_201453
LRRC31	3	169557769	169587595	NM_001277127
NDFIP2	13	80055338	80125255	NM_019080
UGT1A5	2	234621637	234681205	NM_019078
CPVL	7	29035387	29160677	NM_019029
UGT1A7	2	234590583	234681205	NM_019077
SLC38A2	12	46754893	46765076	NM_018976
UGT1A8	2	234526353	234681205	NM_019076
UGT1A10	2	234545168	234681205	NM_019075
TERF2IP	16	75681780	75690509	NM_018975
SPATA6	1	48764384	48937680	NM_019073
GDAP1	8	75262696	75276602	NM_018972
SGTB	5	64966072	65016634	NM_019072
GPR27	3	71803200	71804328	NM_018971
IGLL1	22	23915452	23922377	NM_020070
OR51F1	11	4790208	4791147	NM_001004752
SEPT11	4	77871056	77955665	NM_018243
TMED8	14	77808113	77843396	NM_213601
PLA2G4F	15	42434181	42448747	NM_213600
PRAMEF9	1	13424002	13648656	NM_001010890
PPP1R16B	20	37464568	37547309	NM_015568
RAI2	X	17818537	17820130	NM_001172743
GOLGA4	3	37285041	37407594	NM_002078
CHRNB1	17	7348446	7360042	NM_000747
CHRNA7	15	32322797	32460659	NM_001190455
APOBEC1	12	7802142	7818468	NM_001644
RNF148	7	122341886	122342804	NM_198085
CDCP2	1	54605192	54618595	NM_201546
CCDC57	17	80059557	80159820	NM_198082
SCML4	6	108026403	108093531	NM_198081
HEMGN	9	100689665	100700418	NM_018437
ZNF189	9	104161438	104171931	NM_197977
C1orf52	1	85718311	85725316	NM_198077
COX20	1	244999016	245006478	NM_198076
LRRC56	11	540684	554276	NM_198075
BTN3A3	6	26443802	26452639	NM_006994
DDX20	1	112298546	112309521	NM_007204
ANXA10	4	169013851	169108585	NM_007193
B3GALT6	1	1167658	1168648	NM_080605
VASH1	14	77229164	77245361	NM_014909
RHOBTB3	5	95067386	95128878	NM_014899
WDR72	15	53809895	54025346	NM_182758
TNK2	3	195591051	195622287	NM_005781
FAM110C	2	41607	46385	NM_001077710
HIVEP3	1	41976121	42050468	NM_024503
TMEM14B	6	10749478	10756751	NM_030969
PMS2	7	6013029	6048650	NM_000535
GPR97	16	57702259	57722373	NM_170776
SRRM5	19	44116273	44118421	NM_001145641
CD5L	1	157801753	157811491	NM_005894
UQCRH	1	46769438	46782256	NM_006004
ANKRD18B	9	33524487	33572358	NM_001244752
USP25	21	17102712	17250794	NM_013396
PTPRE	10	129839145	129881170	NM_006504
WRNIP1	6	2765856	2785516	NM_020135
CD300A	17	72462842	72480265	NM_007261
MYOC	1	171605064	171621751	NM_000261
MAPK11	22	50703376	50708721	NM_002751
AMBN	4	71458075	71472447	NM_016519
TYW1B	7	72023756	72298654	NM_001145440
DCAF7	17	61628038	61666534	NM_005828
INPP5B	1	38327986	38411980	NM_005540
FXR2	17	7495147	7517850	NM_004860
RECQL4	8	145736813	145743168	NM_004260
AP2M1	3	183894781	183901404	NM_004068
SQLE	8	126011645	126034187	NM_003129
UBE2QL1	5	6449006	6491462	NM_001145161
INTS9	8	28625662	28747399	NM_018250
CHD1	5	98192083	98262090	NM_001270
RCBTB2	13	49064246	49096075	NM_001268
CHAD	17	48542658	48546174	NM_001267
CDX2	13	28537251	28543143	NM_001265
CDS1	4	85504554	85569839	NM_001263
KRT9	17	39723524	39728244	NM_000226
BAK1	6	33541579	33545381	NM_001188
AZGP1	7	99564625	99573643	NM_001185
ARNTL	11	13375855	13408303	NM_001030273
SLC6A3	5	1394849	1443312	NM_001044
DRD2	11	113281448	113295373	NM_000795
TUBB2A	6	3154096	3157697	NM_001069
PTGIS	20	48124456	48184653	NM_000961
SLC25A4	4	186064526	186068125	NM_001151
DKC1	X	153991240	154005142	NM_001363
SMPD2	6	109762324	109765108	NM_003080
SBF1	22	50885570	50913269	NM_002972
GMPS	3	155588659	155655481	NM_003875
FANCG	9	35074104	35079521	NM_004629
WNT11	11	75898108	75917451	NM_004626
WNT7A	3	13860440	13921313	NM_004625
MESDC1	15	81294612	81295701	NM_022566
ZNF556	19	2867419	2878327	NM_024967
CFHR5	1	196946794	196977813	NM_030787
RSPH6A	19	46299126	46318434	NM_030785
GPR63	6	97246347	97247607	NM_001143957
PTDSS2	11	450455	490582	NM_030783
CLPTM1L	5	1318483	1344956	NM_030782
TM4SF20	2	228228439	228243984	NM_024795
EPHX3	19	15338247	15343022	NM_024794
ZNF669	1	247263675	247267501	NM_024804
FAM57A	17	635887	644810	NM_024792
TMEM180	10	104228786	104235741	NM_024789
CSPP1	8	67976633	68107828	NM_024790
FAM175A	4	84383621	84406225	NM_139076
TPCN2	11	68816465	68855421	NM_139075
SHH	7	155595593	155604816	NM_000193
RXRA	9	137218477	137328460	NM_002957
PTPRC	1	198608398	198725310	NM_002838
RARRES1	3	158415466	158450204	NM_206963
PTPRM	18	7567816	8406160	NM_001105244
ZNF812	19	9800813	9806794	NM_001199814
CAPN2	1	223889530	223962559	NM_001748
IGFBP6	12	53491501	53495951	NM_002178
IFNA16	9	21216734	21217304	NM_002173
IFNA14	9	21239364	21239934	NM_002172
IFNA10	9	21206526	21207096	NM_002171
IFNA8	9	21409175	21409745	NM_002170
IFNA5	9	21304685	21305255	NM_002169
GNA15	19	3136448	3163017	NM_002068
EIF4A2	3	186501399	186507058	NM_001967
ID3	1	23885450	23885917	NM_002167
ID2	2	8822295	8823029	NM_002166
GLP1R	6	39016616	39053849	NM_002062
IRF8	16	85936621	85954888	NM_002163
IARS	9	94973088	95051701	NM_013417
PRPH2	6	42666032	42690072	NM_000322
RB1	13	48878048	49054207	NM_000321
PPP1R16A	8	145722577	145727286	NM_032902
FRMD5	15	44166082	44487252	NM_032892
FAM71B	5	156589457	156593179	NM_130899
PFN4	2	24338452	24345405	NM_199346
SFT2D2	1	168195317	168211778	NM_199344
CCDC23	1	43273084	43282215	NM_199342
IFNAR1	21	34697360	34727855	NM_000629
ANXA6	5	150481008	150527462	NM_001155
GUCA1C	3	108626868	108672609	NM_005459
GABBR2	9	101052865	101471019	NM_005458
MAPK8IP1	11	45907371	45927272	NM_005456
ZRANB2	1	71530756	71546678	NM_005455
CER1	9	14720087	14722670	NM_005454
ZBTB22	6	33282788	33284693	NM_005453
WDR46	6	33247052	33256947	NM_005452
GSTM3	1	110279692	110282909	NM_000849
GSTA3	6	52761603	52770632	NM_000847
GSTA2	6	52615374	52622745	NM_000846
GRM8	7	126079172	126883258	NM_001127323
SF3B5	6	144416373	144416634	NM_031287
CLEC2B	12	10005898	10015170	NM_005127
CCS	11	66360732	66373326	NM_005125
NUP153	6	17616327	17706618	NM_005124
MED13	17	60023828	60142566	NM_005121
IFNA4	9	21186960	21187530	NM_021068
VIM	10	17271421	17279270	NM_003380
PHOX2B	4	41747823	41750627	NM_003924
FOXH1	8	145699620	145701139	NM_003923
OR4F29	1	367658	180795226	NM_001005221
SRCAP	16	30712145	30751054	NM_006662
PLA2G6	22	38508167	38565433	NM_003560
PIP4K2B	17	36925943	36955677	NM_003559
PIP5K1B	9	71437530	71623365	NM_003558
PIP5K1A	1	151171472	151220341	NM_001135638
CCND3	6	41903677	41909387	NM_001136017
CCDC42B	12	113587662	113595484	NM_001144872
CCNE1	19	30303462	30314684	NM_001238
GUCY2F	X	108619127	108719165	NM_001522
ILVBL	19	15226062	15235870	NM_006844
SDS	12	113830745	113837513	NM_006843
SF3B2	11	65819855	65836216	NM_006842
SLC38A3	3	50251632	50257609	NM_006841
TRIM21	11	4406514	4411639	NM_003141
SRPR	11	126133810	126138699	NM_003139
S100A11	1	152005137	152009391	NM_005620
DLL1	6	170591961	170599227	NM_005618
RPS14	5	149823848	149827296	NM_001025071
RNASE6	14	21249858	21250311	NM_005615
RHEB	7	151164204	151216597	NM_005614
RBL2	16	53468468	53524212	NM_005611
SFT2D1	6	166733704	166755969	NM_145169
C17orf107	17	4803057	4803828	NM_001145536
C7orf71	7	26678763	26686159	NM_001145531
ITGB2	21	46306282	46330697	NM_000211
PP2D1	3	20026871	20053564	NM_001252657
URI1	19	30414598	30506499	NM_003796
ARHGEF11	1	156905791	157014122	NM_198236
ENAH	1	225685476	225840392	NM_001008493
HMOX1	22	35777166	35789591	NM_002133
LIG3	17	33310024	33331525	NM_013975
PSG5	19	43674246	43690557	NM_002781
TFR2	7	100218479	100239132	NM_003227
TFAP2C	20	55204600	55213069	NM_003222
TFAP2B	6	50786604	50811105	NM_003221
CLGN	4	141310377	141334232	NM_001130675
CDH7	18	63430078	63548130	NM_004361
CDH1	16	68771318	68867402	NM_004360
CDC34	19	531931	541552	NM_004359
AP3D1	19	2102171	2151333	NM_001261826
CCNG2	4	78079685	78087077	NM_004354
CBLN1	16	49313314	49315376	NM_004352
GPC5	13	92051300	93518692	NM_004466
BPHL	6	3118974	3152809	NM_004332
BNIP3L	8	26240646	26267928	NM_004331
BMPR1A	10	88635775	88683476	NM_004329
BNIP2	15	59956267	59981639	NM_004330
BCR	22	23523147	23657709	NM_004327
BCL9	1	147083635	147096760	NM_004326
BAX	19	49458185	49464893	NM_004324
MAP3K3	17	61700119	61771137	NM_203351
FOXS1	20	30432352	30433345	NM_004118
FCN3	1	27695726	27701309	NM_003665
FGF14	13	102375180	103054028	NM_175929
NFATC3	16	68119584	68260374	NM_004555
NPAS3	14	33408522	34270315	NM_001164749
BAMBI	10	28966826	28971330	NM_012342
GTPBP4	10	1034419	1063167	NM_012341
TSPAN15	10	71211350	71266734	NM_012339
SYPL1	7	105732250	105752975	NM_006754
KAT5	11	65479738	65486652	NM_182710
DDX53	X	23018174	23020070	NM_182699
GAS2	11	22696415	22833562	NM_001143830
HCAR2	12	123186738	123187830	NM_177551
SELV	19	40005852	40009788	NM_182704
ANKDD1A	15	65204129	65249527	NM_182703
PRSS42	3	46871893	46875585	NM_182702
SRPK2	7	104758284	105029253	NM_182691
EPHA3	3	89156898	89528652	NM_005233
SP8	7	20823908	20826417	NM_198956
