gene	canonical	chrom	start	end
C9orf92	NM_001271829	9	16203932	16253105
PCDHA5	NM_018908	5	140201360	140391929
DNAH7	NM_018897	2	196602426	196933536
ZNF667	NM_022103	19	56950692	56988770
CHTF18	NM_022092	16	838621	848074
TMSB15A	NM_021992	X	101768609	101771699
ATP13A2	NM_022089	1	17312452	17338423
MRPS14	NM_022100	1	174982093	174992591
C5orf54	NM_022090	5	159820154	159827060
GALNT11	NM_022087	7	151722777	151819427
BMP5	NM_021073	6	55620237	55740375
SEC24A	NM_021982	5	133984474	134063601
SLC17A9	NM_022082	20	61583998	61599949
TSSK2	NM_053006	22	19118320	19120136
RNF5	NM_006913	6	32146161	32148570
SNX24	NM_014035	5	122181159	122344902
SCARB2	NM_005506	4	77079891	77135052
SMC4	NM_005496	3	160117429	160152741
MVP	NM_017458	16	29831714	29859360
RANBP9	NM_005493	6	13621729	13711796
APBA2	NM_005503	15	29213839	29410516
MMP9	NM_004994	20	44637546	44645200
KLHL3	NM_001257194	5	136953188	137071779
KLHL24	NM_017644	3	183353410	183402304
SPANXB2	NM_145664	X	140084755	140097876
ZNF770	NM_014106	15	35270541	35280497
RIMBP3	NM_015672	22	20455993	20461786
RFXAP	NM_000538	13	37393338	37403740
CDKL5	NM_003159	X	18443724	18671749
KIAA0368	NM_001080398	9	114122972	114247025
GLB1L3	NM_001080407	11	134146274	134189458
GCG	NM_002054	2	162999378	163008914
E2F3	NM_001949	6	20402136	20493945
PTH1R	NM_000316	3	46919235	46945289
DNAH6	NM_001370	2	84743578	85046713
KIF17	NM_020816	1	20990506	21044317
RBBP5	NM_005057	1	205055269	205091150
APOBEC3A_B	NM_001193289	22	39353526	39388783
TRAFD1	NM_001143906	12	112563348	112591408
MORC1	NM_014429	3	108677086	108836993
OR6K3	NM_001005327	1	158686957	158687905
SREK1IP1	NM_173829	5	64013977	64064496
COX18	NM_173827	4	73920415	73935472
TCAIM	NM_173826	3	44379610	44450940
RABL3	NM_173825	3	120405527	120461384
C3orf38	NM_173824	3	88198892	88207115
FAM126B	NM_173822	2	201838440	201936392
CXXC11	NM_173821	2	242811885	242815482
CES4A	NM_173815	16	67022491	67043659
IL13RA2	NM_000640	X	114238537	114252207
VTN	NM_000638	17	26694298	26697373
GSR	NM_000637	8	30535579	30585486
SAG	NM_000541	2	234216308	234255701
SLC12A1	NM_000338	15	48498497	48596275
CLEC17A	NM_001204118	19	14693895	14721956
POU3F3	NM_006236	2	105471968	105473471
GSTO1	NM_001191003	10	106013951	106027222
GAREML	NM_001191033	2	26395959	26412532
PDYN	NM_024411	20	1959401	1974931
GABRD	NM_000815	1	1950767	1962192
GRM6	NM_000843	5	178405329	178422124
TUB	NM_003320	11	8060179	8127654
ITGB8	NM_002214	7	20370724	20455382
DDIT3	NM_001195056	12	57910370	57914300
MATR3	NM_199189	5	138609440	138667366
NFKB2	NM_001261403	10	104154336	104162286
IL4I1	NM_001258018	19	50392912	50432796
GUCY2C	NM_004963	12	14765567	14849519
LRRCC1	NM_033402	8	86019322	86058314
ABCC10	NM_033450	6	43395291	43418163
NLRP7	NM_001127255	19	55434876	55458873
RNF133	NM_139175	7	122337765	122339208
SLC9B1	NM_139173	4	103806204	103940896
TMEM190	NM_139172	19	55888203	55889612
STARD6	NM_139171	18	51851061	51880943
TRUB1	NM_139169	10	116697951	116737439
KISS1R	NM_032551	19	917341	921015
IMMP2L	NM_032549	7	110303105	111202573
AFAP1L2	NM_001001936	10	116054582	116164515
CASP14	NM_012114	19	15160290	15169103
GLCE	NM_015554	15	69452972	69564544
ZBTB7A	NM_015898	19	4045215	4066816
PIAS4	NM_015897	19	4007748	4038067
LAP3	NM_015907	4	17578926	17609590
ZMYND10	NM_015896	3	50378536	50383156
ABHD5	NM_016006	3	43732374	43764217
HUS1B	NM_148959	6	655938	656964
TRPV2	NM_016113	17	16318855	16340317
PRUNE2	NM_015225	9	79226291	79521003
CCDC41	NM_016122	12	94702055	94853764
KCTD3	NM_016121	1	215740734	215795149
YTHDF3	NM_001277813	8	64081111	64125346
NUP188	NM_015354	9	131709971	131769375
ROPN1	NM_017578	3	123687878	123710199
KIF27	NM_017576	9	86451614	86536380
UNC93A	NM_018974	6	167704802	167729502
CPT2	NM_000098	1	53662100	53679869
ATP2A2	NM_170665	12	110719031	110788897
PTPN1	NM_002827	20	49126890	49201086
QSOX1	NM_002826	1	180123967	180167169
PTN	NM_002825	7	136912091	137028546
PTMS	NM_002824	12	6875540	6880118
COX15	NM_078470	10	101468504	101492423
SLC4A8	NM_001039960	12	51785100	51909547
MPND	NM_032868	19	4343523	4360083
MICALCL	NM_032867	11	12308446	12380691
TNS4	NM_032865	17	38632079	38657854
PRPF38A	NM_032864	1	52870218	52883992
SERAC1	NM_032861	6	158530535	158589312
ABHD13	NM_032859	13	108870762	108886603
LTV1	NM_032860	6	144164507	144184943
MAEL	NM_032858	1	166958518	166991447
WDR73	NM_032856	15	85186011	85197521
NOG	NM_005450	17	54671059	54672951
RASAL1	NM_004658	12	113536623	113574044
CDIP1	NM_001199054	16	4560676	4588816
RNF103-CHMP3	NM_001198954	2	86730552	86948245
ZFYVE21	NM_001198953	14	104182080	104200005
XPA	NM_000380	9	100437190	100459691
GSTM5	NM_000851	1	110254863	110260890
GSTM4	NM_000850	1	110198697	110208123
PLXNA4	NM_020911	7	131808090	132333447
RPS29	NM_001030001	14	50043389	50053134
TMEM202	NM_001080462	15	72690667	72700708
UNCX	NM_001080461	7	1272653	1276613
LRRIQ4	NM_001080460	3	169539709	169555560
EVX2	NM_001080458	2	176944834	176948690
SGSM2	NM_014853	17	2240805	2284348
OST4	NM_001134693	2	27293341	27294567
ANHX	NM_001191054	12	133794897	133812422
HPDL	NM_032756	1	45792544	45794346
CLEC2L	NM_001080511	7	139208673	139229731
METTL23	NM_001206987	17	74722911	74729962
TBX18	NM_001080508	6	85442215	85473954
MAMSTR	NM_182574	19	49216254	49222976
NUDT16L1	NM_001193452	16	4743693	4745860
ZCCHC13	NM_203303	X	73524024	73524869
IRF6	NM_006147	1	209958967	209979520
SP100	NM_001080391	2	231280870	231410317
DGKA	NM_201444	12	56324945	56347807
FAT3	NM_001008781	11	92085261	92629635
SLC35D3	NM_001008783	6	137243401	137246776
RALB	NM_002881	2	121010413	121052286
SERPINF1	NM_002615	17	1665258	1680859
PDPK1	NM_002613	16	2587964	2653191
RAD51C	NM_058216	17	56769962	56811692
RAD51	NM_133487	15	40987326	41024356
RAD23B	NM_002874	9	110045516	110094475
RPL10A	NM_007104	6	35436177	35438558
NPM3	NM_006993	10	103541081	103543170
BEX1	NM_018476	X	102317580	102319168
RNF130	NM_018434	5	179382473	179499109
ACOT13	NM_001160094	6	24667262	24705295
ZC3H15	NM_018471	2	187350884	187374087
TEX2	NM_018469	17	62224794	62340653
TRIB1	NM_025195	8	126442562	126450644
MED28	NM_025205	4	17616272	17626160
TRABD	NM_025204	22	50624359	50638027
ITPKC	NM_025194	19	41223007	41246765
HSD3B7	NM_001142777	16	30996518	31000473
XRN2	NM_012255	20	21283941	21370463
SLFN11	NM_001104587	17	33677328	33700720
GUCY1A3	NM_000856	4	156587861	156658214
C19orf47	NM_001256440	19	40826966	40854434
IGFL3	NM_207393	19	46623327	46627931
C1orf229	NM_207401	1	247273461	247275719
FAM211A	NM_001113567	17	16345318	16395505
SHISA6	NM_207386	17	11144739	11467380
TNFAIP8L3	NM_207381	15	51348798	51397473
TMEM179	NM_207379	14	105060419	105071097
C15orf52	NM_207380	15	40623652	40633168
TOMM20L	NM_207377	14	58862643	58875419
OR10W1	NM_207374	11	58034263	58035732
C10orf99	NM_207373	10	85933553	85945050
SKIDA1	NM_207371	10	21802408	21814611
GPR153	NM_207370	1	6307405	6321035
SEPT14	NM_207366	7	55861236	55930482
AADACL2	NM_207365	3	151451703	151475556
NCKAP5	NM_207363	2	133429371	134326031
KIAA1211L	NM_207362	2	99410308	99552684
FREM2	NM_207361	13	39261172	39461267
ZC3H12D	NM_207360	6	149768765	149806148
GADL1	NM_207359	3	30767691	30936153
C1orf174	NM_207356	1	3805696	3816857
GPLD1	NM_001503	6	24426061	24489850
STAT5A	NM_003152	17	40439564	40463960
KCNK6	NM_004823	19	38810483	38819649
HAND1	NM_004821	5	153854531	153857824
CYP7B1	NM_004820	8	65508528	65711348
SYMPK	NM_004819	19	46318699	46366548
TUBA3C	NM_006001	13	19747909	19755992
ACAT2	NM_005891	6	160182988	160200087
TUBA4A	NM_006000	2	220115000	220118638
SMAD1	NM_005900	4	146402950	146480325
KATNB1	NM_005886	16	57769659	57791162
MARCH6	NM_005885	5	10353750	10440500
APC2	NM_005883	19	1450147	1473243
MAEA	NM_001017405	4	1283671	1333925
BCKDK	NM_001122957	16	31119614	31124112
DNAJA2	NM_005880	16	46989273	47007625
TRAIP	NM_005879	3	49866027	49893992
SF3A1	NM_005877	22	30727976	30752913
SPEG	NM_005876	2	220299699	220358354
EIF1B	NM_005875	3	40351172	40353915
LILRB2	NM_005874	19	54777674	54785033
BCAS2	NM_005872	1	115110180	115124265
KIAA1598	NM_001127211	10	118642887	118886097
CPA5	NM_001127441	7	129984629	130008571
STXBP2	NM_001272034	19	7701986	7712760
TSEN15	NM_052965	1	184020810	184043344
C14orf2	NM_001127393	14	104378624	104387903
RNF125	NM_017831	18	29598444	29653154
C1GALT1	NM_020156	7	7222245	7288280
KHNYN	NM_015299	14	24899140	24910547
FNBP4	NM_015308	11	47738068	47788993
RRP8	NM_015324	11	6621143	6624880
UFL1	NM_015323	6	96969701	97003151
CLSTN3	NM_014718	12	7282966	7311530
ANGEL1	NM_015305	14	77253585	77279283
BEND6	NM_152731	6	56819772	56892142
C6orf170	NM_152730	6	121400626	121655644
NT5DC1	NM_152729	6	116421998	116566853
CPNE2	NM_152727	16	57126454	57181878
MICU2	NM_152726	13	22066827	22178355
SLC39A12	NM_001145195	10	18240767	18332221
RSU1	NM_012425	10	16632616	16859453
CCDC89	NM_152723	11	85394892	85397320
HEPACAM	NM_152722	11	124789145	124806308
DOK6	NM_152721	18	67068283	67516322
SBK1	NM_001024401	16	28303839	28335170
FKBP7	NM_181342	2	179328390	179343355
SCAF4	NM_020706	21	33043312	33104431
PFKFB3	NM_004566	10	6186842	6277507
PDE1B	NM_000924	12	54943176	54973023
PTPRH	NM_002842	19	55692614	55720874
MRPS35	NM_021821	12	27863705	27909237
LYZ	NM_000239	12	69742133	69748013
GPC4	NM_001448	X	132435063	132549205
F3	NM_001993	1	94994731	95007413
PAFAH1B3	NM_001145939	19	42801184	42806952
ADAM11	NM_002390	17	42836567	42859214
PLP1	NM_001128834	X	103031438	103047547
KCNRG	NM_199464	13	50589389	50595058
TLK2	NM_006852	17	60556385	60692841
RPH3AL	NM_006987	17	62179	202633
RPE65	NM_000329	1	68894506	68915642
RPGR	NM_001034853	X	38128422	38186788
ROM1	NM_000327	11	62380212	62382592
VAV1	NM_005428	19	6772678	6857377
CRISP1	NM_001205220	6	49801978	49844809
ARL2	NM_001667	11	64781584	64789657
SAA2-SAA4	NM_001199744	11	18252901	18270221
DCTN5	NM_001199743	16	23652686	23685068
CTSS	NM_004079	1	150702671	150738433
LOC100129636	NM_001195202	6	29003999	29044517
NPY4R	NM_005972	10	47083533	47088320
C8B	NM_000066	1	57394882	57431688
ASIC2	NM_183377	17	31340105	32483825
STMN2	NM_001199214	8	80523048	80578410
HSPA5	NM_005347	9	127997126	128003666
LAMA2	NM_000426	6	129204285	129837710
COL17A1	NM_000494	10	105791045	105845638
YIF1B	NM_033557	19	38794199	38806606
ATN1	NM_001007026	12	7033625	7051484
GOSR1	NM_001007024	17	28804425	28853832
TRAF1	NM_005658	9	123664670	123691451
ERVV-2	NM_001191055	19	53547990	53554380
PHYHD1	NM_001100876	9	131683173	131704320
BPIFC	NM_174932	22	32809833	32853373
GPATCH11	NM_174931	2	37311593	37323738
N6AMT2	NM_174928	13	21303072	21348057
SPATA19	NM_174927	11	133710516	133715392
MAFK	NM_002360	7	1570367	1582679
TRIM6-TRIM34	NM_001003819	11	5617864	5665625
PRR21	NM_001080835	2	240981229	240982399
PRAMEF12	NM_001080830	1	12834983	12838048
TRNP1	NM_001013642	1	27320194	27327377
GNAT3	NM_001102386	7	80087986	80141242
ZNF415	NM_001136038	19	53611131	53636173
BTLA	NM_181780	3	112182812	112218408
CELA2A	NM_033440	1	15783222	15798586
DPH1	NM_001383	17	1933430	1946725
DPAGT1	NM_001382	11	118967212	118972785
DOK1	NM_001381	2	74776146	74784678
ANK3	NM_020987	10	61786055	62493284
MAGOH	NM_002370	1	53692563	53704282
MAGEB2	NM_002364	X	30233674	30238206
MAGEB1	NM_002363	X	30261847	30270155
MAGEA4	NM_002362	X	151081360	151093642
MAG	NM_080600	19	35782988	35804709
GCM1	NM_003643	6	52991759	53013624
HAT1	NM_003642	2	172778934	172848600
IFITM1	NM_003641	11	313990	315272
IKBKAP	NM_003640	9	111629799	111696608
SLC13A5	NM_177550	17	6588038	6616740
OGDHL	NM_018245	10	50942686	50970425
LPXN	NM_004811	11	58294343	58345639
THBS2	NM_003247	6	169615874	169654137
SLC24A3	NM_020689	20	19193289	19703541
EFCAB12	NM_207307	3	129120163	129147494
TUBGCP2	NM_001256617	10	135092133	135122660
LOC149373	NM_001256615	1	231319844	231323373
C8orf22	NM_001256598	8	49966894	49988642
TRIM46	NM_001256599	1	155146262	155157447
MGLL	NM_007283	3	127407904	127542093
RPL10	NM_006013	X	153626570	153630680
CHRNA4	NM_000744	20	61974661	61992748
EIF4A1	NM_001416	17	7476023	7482324
RNASEH2C	NM_032193	11	65485143	65488409
TPI1	NM_001258026	12	6976583	6980110
SLC25A5	NM_001152	X	118602362	118605359
CBR3	NM_001236	21	37507262	37518860
TBC1D3	NM_001123391	17	36283959	36348666
CCDC40	NM_017950	17	78010430	78074412
GIGYF1	NM_022574	7	100277129	100286870
PADI6	NM_207421	1	17698740	17728195
B3GNT6	NM_138706	11	76745434	76753005
DDX26B	NM_182540	X	134654554	134716460
STX3	NM_004177	11	59522531	59573355
PGLYRP2	NM_052890	19	15579456	15590315
ELMO2	NM_133171	20	44994689	45035271
PTPRT	NM_133170	20	40701391	41818557
ADAM17	NM_003183	2	9629410	9695917
SLC7A5	NM_003486	16	87863628	87903100
HIST1H2AE	NM_021052	6	26217147	26217711
DCK	NM_000788	4	71859264	71896629
GMEB1	NM_006582	1	28995239	29042115
FUT9	NM_006581	6	96463844	96663488
EBP	NM_006579	X	48380163	48387104
CLDN16	NM_006580	3	190105660	190129932
UBL5	NM_024292	19	9938555	9940797
ASPG	NM_001080464	14	104552022	104579046
ADAMTS4	NM_005099	1	161159537	161168845
GFPT2	NM_005110	5	179727699	179780315
EMG1	NM_006331	12	7079943	7085165
C4orf36	NM_144645	4	87797357	87813575
SPATA4	NM_144644	4	177105724	177116822
ABCG4	NM_022169	11	119019749	119033374
ZNF780A	NM_001142579	19	40575058	40596845
MTRNR2L6	NM_001190487	7	142374130	142375525
SLC35G2	NM_025246	3	136537860	136574734
LOC653486	NM_001097610	11	193079	194500
XAGE1C	NM_001097597	X	52238809	52546197
ASB15	NM_080928	7	123249111	123277932
SSBP2	NM_001256732	5	80713178	81047072
MAST4	NM_001164664	5	65892175	66465423
DDX46	NM_014829	5	134094460	134166812
ZBTB39	NM_014830	12	57392616	57400297
ZC3H11A	NM_014827	1	203764750	203823256
CDC42BPA	NM_003607	1	227177565	227505826
FBXO32	NM_058229	8	124510126	124553493
H2AFB2	NM_001017991	X	154610435	154689588
AP2B1	NM_001030006	17	33914281	34053436
CPLX3	NM_001030005	15	75118950	75124136
DNMT1	NM_001130823	19	10244021	10305755
MAP3K19	NM_025052	2	135722272	135782248
TRPT1	NM_001160389	11	63991270	63993726
TBC1D2B	NM_144572	15	78287326	78369994
OR5B12	NM_001004733	11	58206592	58207646
OR5AU1	NM_001004731	14	21623095	21624184
NEIL1	NM_024608	15	75639330	75647592
SOHLH2	NM_017826	13	36742344	36788752
ZBTB4	NM_020899	17	7362684	7387568
NMB	NM_021077	15	85198359	85201802
NEFH	NM_021076	22	29876180	29887277
NDUFV3	NM_021075	21	44313377	44329773
NDUFV2	NM_021074	18	9102627	9134343
SCUBE2	NM_020974	11	9041046	9113150
NR0B2	NM_021969	1	27237974	27240567
HEATR6	NM_022070	17	58120551	58156292
RASGRP1	NM_005739	15	38780301	38857007
NDRG1	NM_001135242	8	134249413	134309547
PIP5K1C	NM_012398	19	3630178	3700477
ZMYND8	NM_183047	20	45838380	45985474
PRND	NM_012409	20	4702555	4709106
PITPNB	NM_012399	22	28247656	28315255
SMAD5	NM_001001419	5	135468535	135518422
KRT10	NM_000421	17	38974368	38978863
LOC388813	NM_001256579	21	15964483	16015428
DRAXIN	NM_198545	1	11751780	11780336
SPDYA	NM_182756	2	29033699	29073475
LRRC8A	NM_001127244	9	131644390	131680317
BBC3	NM_014417	19	47724078	47736023
SIGLEC14	NM_001098612	19	52145805	52150132
CD300LD	NM_001115152	17	72576110	72588370
KCNK17	NM_001135111	6	39266776	39282237
SLC15A4	NM_145648	12	129277738	129308541
MRPL35	NM_016622	2	86426555	86440477
APOL3	NM_145641	22	36536370	36562225
OSBPL5	NM_020896	11	3108345	3186582
APOL2	NM_145637	22	36622254	36636000
N4BP2L1	NM_052818	13	32974859	33002315
MID2	NM_012216	X	107069083	107174867
CD28	NM_006139	2	204571197	204603636
PLK5	NM_001243079	19	1524072	1535455
KRTAP9-1	NM_001190460	17	39346138	39346891
CDO1	NM_001801	5	115140429	115152405
CDC25C	NM_001790	5	137620958	137667516
CDC25A	NM_001789	3	48198667	48229801
WAC	NM_016628	10	28822420	28912041
C3orf22	NM_152533	3	126268518	126277758
XXYLT1	NM_152531	3	194789012	194991895
SLC16A14	NM_152527	2	230899689	230933715
PARD3B	NM_152526	2	205410515	206484886
ALS2CR11	NM_001168221	2	202352143	202483905
ARL6IP6	NM_152522	2	153574406	153617767
THOC2	NM_001081550	X	122734411	122866904
SPAG11A	NM_001081552	8	7705401	7721319
NOS3	NM_000603	7	150688143	150711687
DMTN	NM_001978	8	21911080	21940036
FZR1	NM_016263	19	3506294	3536755
SLC50A1	NM_018845	1	155108287	155111334
TTC13	NM_024525	1	231041986	231114618
SLC45A1	NM_001080397	1	8384389	8404227
FAM155A	NM_001080396	13	107820878	108519460
FAM157A	NM_001145248	3	197879236	197907728
WDR76	NM_024908	15	44119111	44160617
STMND1	NM_001190766	6	17102488	17131603
KLRF2	NM_001190765	12	10034087	10048432
TMEM238	NM_001190764	19	55890611	55895627
NFIB	NM_001190737	9	14081841	14398982
RALGPS1	NM_014636	9	129677052	129985445
ISY1-RAB43	NM_001204890	3	128806411	128880073
RRAGA	NM_006570	9	19049371	19051021
SLC34A2	NM_001177999	4	25657434	25680368
CCDC107	NM_174923	9	35658286	35661500
DENND1B	NM_001195215	1	197473878	197744623
ZNF266	NM_006631	19	9523101	9546254
MRC2	NM_006039	17	60704761	60770962
GTDC2	NM_032806	3	43120720	43147575
ZSCAN10	NM_032805	16	3138894	3142861
MAGEB4	NM_002367	X	30260056	30262308
DRP2	NM_001939	X	100474932	100519485
LCP2	NM_005565	5	169675087	169724822
S1PR3	NM_005226	9	91606323	91620069
E2F1	NM_005225	20	32263291	32274210
LAMC2	NM_005562	1	183155173	183214262
ENTHD2	NM_144679	17	79202076	79212891
SMPDL3B	NM_014474	1	28261503	28285663
NHLRC1	NM_198586	6	18120717	18122851
ENTPD8	NM_001033113	9	140328815	140335901
CA13	NM_198584	8	86157715	86196302
KLHL30	NM_198582	2	239047362	239061547
ZC3H6	NM_198581	2	113033177	113097640
ABCC6	NM_001171	16	16243421	16317328
PSMA3	NM_002788	14	58711522	58738727
PSMA2	NM_002787	7	42956461	42971805
NPPB	NM_002521	1	11917520	11918992
NGF	NM_002506	1	115828536	115880857
PSD	NM_002779	10	104162373	104179691
OAS1	NM_016816	12	113344738	113357712
NTRK1	NM_002529	1	156785541	156851642
NTHL1	NM_002528	16	2089815	2097867
NT5E	NM_002526	6	86159301	86205509
AQP8	NM_001169	16	25228284	25240253
AQP7	NM_001170	9	33384947	33402517
GABRB2	NM_021911	5	160715435	160975130
TMEM119	NM_181724	12	108983621	108991894
MICU3	NM_181723	8	16884746	16980148
FOXR1	NM_181721	11	118842416	118851995
TMCO4	NM_181719	1	20008705	20126410
ASPHD1	NM_181718	16	29912146	29917377
CENPV	NM_181716	17	16245847	16256812
COL7A1	NM_000094	3	48601505	48632593
BAZ2A	NM_013449	12	56989379	57030163
BAZ1A	NM_013448	14	35221936	35344853
MYRIP	NM_015460	3	39851302	40301811
DDX56	NM_019082	7	44605015	44614137
YIPF1	NM_018982	1	54317391	54355487
IDO2	NM_194294	8	39792473	39873910
RIC8A	NM_021932	11	208529	215110
CD80	NM_005191	3	119243139	119278481
CRK	NM_016823	17	1324646	1359561
COX6A2	NM_005205	16	31439051	31439749
CDX4	NM_005193	X	72667089	72674421
H2BFWT	NM_001002916	X	103265718	103268256
ZYG11A	NM_001004339	1	53308182	53360247
KRTAP5-11	NM_001005405	11	71292900	71293921
MTFP1	NM_016498	22	30821610	30825041
ENTPD6	NM_001247	20	25176338	25207360
LY6K	NM_001160354	8	143781528	143785584
PLA2G4C	NM_001159323	19	48551099	48614109
MUC12	NM_001164462	7	100612903	100662230
ACTR3C	NM_001164458	7	149944300	150020758
C6orf132	NM_001164446	6	42068856	42110715
CBY3	NM_001164444	5	179105558	179107975
ANKRD31	NM_001164443	5	74364121	74532703
TMEM30A	NM_018247	6	75962637	75994632
FAM212B	NM_019099	1	112264685	112298419
FBXW5	NM_018998	9	139834884	139839206
CNGB3	NM_019098	8	87586162	87755903
SMG9	NM_019108	19	44235300	44259142
C19orf10	NM_019107	19	4657556	4670415
ZNF564	NM_144976	19	12636183	12662356
SLFN5	NM_144975	17	33570085	33594761
HTRA2	NM_013247	2	74756531	74760683
CCDC122	NM_144974	13	44410488	44453826
KIAA1549	NM_001164665	7	138516126	138666064
GGACT	NM_033110	13	101182417	101241046
SHISA5	NM_001272068	3	48509196	48542259
TREM2	NM_018965	6	41126243	41130924
MED8	NM_001001653	1	43849578	43855483
FLJ44313	NM_001272093	18	74207476	74210045
USP10	NM_001272075	16	84733554	84813527
AP1S2	NM_001272071	X	15843928	15873137
ZNF512	NM_001271318	2	27805835	27846082
DLGAP2	NM_004745	8	1449531	1656642
ANXA3	NM_005139	4	79472741	79531605
GIF	NM_005142	11	59596745	59612974
UBQLNL	NM_145053	11	5535622	5537956
APOBEC3C	NM_014508	22	39410264	39414825
ZNF638	NM_001252612	2	71558884	71662191
TM2D3	NM_078474	15	102182048	102192594
HORMAD1	NM_032132	1	150670534	150693364
SGK110	NM_001199824	19	56052022	56056909
CEBPD	NM_005195	8	48649475	48650726
NTN1	NM_004822	17	8924858	9147317
ZFYVE9	NM_004799	1	52607765	52812358
GUCY1A2	NM_001256424	11	106544737	106889171
MAGI2	NM_012301	7	77646373	79082890
LAMP1	NM_005561	13	113951468	113977741
STK10	NM_005990	5	171469073	171615346
GADD45GIP1	NM_052850	19	13064969	13068068
KCNC2	NM_001260497	12	75433857	75603528
PPIL4	NM_139126	6	149825630	149867238
RAC1	NM_018890	7	6414125	6443598
YWHAQ	NM_006826	2	9724105	9771106
CKAP4	NM_006825	12	106631658	106641713
EBNA1BP2	NM_001159936	1	43629844	43638241
GGCX	NM_000821	2	85771977	85788657
NTF3	NM_001102654	12	5541279	5604465
FGF18	NM_003862	5	170846666	170884630
DCAF5	NM_003861	14	69517636	69619914
DPM1	NM_003859	20	49551404	49575060
CAPN3	NM_000070	15	42651697	42704515
HIST1H2BA	NM_170610	6	25727136	25727573
OTX2	NM_001270524	14	57267424	57277194
TMEM45B	NM_138788	11	129685740	129729898
TM4SF18	NM_138786	3	149036284	149051548
CHI3L2	NM_001025199	1	111770280	111786062
AKAP4	NM_003886	X	49955410	49965664
CDK5R1	NM_003885	17	30814104	30818271
KAT2B	NM_003884	3	20081523	20195896
HDAC3	NM_003883	5	141000442	141016423
WISP2	NM_003881	20	43343884	43356452
TNFSF4	NM_003326	1	173152869	173176471
TULP1	NM_003322	6	35465650	35480647
GGH	NM_003878	8	63927638	63951610
FLNC	NM_001458	7	128470482	128499328
TLL1	NM_012464	4	166794409	167025609
FAM46C	NM_017709	1	118148603	118171011
FAM83E	NM_017708	19	49103856	49116694
FEM1B	NM_015322	15	68570140	68583640
CNIH3	NM_152495	1	224804178	224928249
GAGE6	NM_001476	X	49325479	49342356
GAGE5	NM_001475	X	49216656	49223943
GAGE4	NM_001474	X	49216648	49223939
CPB2	NM_001872	13	46627321	46679211
CPB1	NM_001871	3	148545587	148577972
CPA2	NM_001869	7	129906702	129929637
SPATA7	NM_018418	14	88851987	88904804
RAB7L1	NM_001135663	1	205737113	205744610
LOC440563	NM_001136561	1	13182959	13184326
GPR107	NM_001136557	9	132815984	132902448
PALLD	NM_001166108	4	169418216	169849608
MEN1	NM_130803	11	64570985	64578766
NIPBL	NM_015384	5	36876860	37065921
DPYS	NM_001385	8	105391651	105479277
DPH2	NM_001384	1	44435652	44439043
CPA1	NM_001868	7	130020289	130027949
COX7C	NM_001867	5	85913783	85916583
C11orf35	NM_173573	11	554849	560779
PIGC	NM_002642	1	172410596	172413230
DPM3	NM_018973	1	155112366	155112996
CPSF2	NM_017437	14	92588297	92630543
ANO3	NM_031418	11	26353677	26684836
GTF2H3	NM_001516	12	124118285	124147151
ING2	NM_001564	4	184426219	184432249
PRDM10	NM_020228	11	129769600	129872730
MFSD12	NM_021731	19	3538262	3557571
FAM20A	NM_001243746	17	66531256	66597095
MTRNR2L1	NM_001190452	17	22022436	22023991
CPA4	NM_016352	7	129932973	129964020
COPS8	NM_198189	2	237994083	238007489
TTC40	NM_001200049	10	134621895	134756089
FAM173A	NM_023933	16	771141	772590
FBXO16	NM_172366	8	28285925	28347835
MAS1	NM_002377	6	160327973	160329107
TMF1	NM_007114	3	69068977	69101484
ABCD1	NM_000033	X	152990322	153010216
ALAS2	NM_000032	X	55035487	55057497
ALAD	NM_000031	9	116148591	116163618
AGXT	NM_000030	2	241808161	241818536
ADSL	NM_000026	22	40742503	40762575
TGFB2	NM_001135599	1	218518675	218617961
FAM133A	NM_001171110	X	92929011	92967273
TMEM99	NM_001195386	17	38975343	38992526
CGGBP1	NM_001008390	3	88101099	88199016
GRP	NM_002091	18	56887399	56898002
C17orf77	NM_152460	17	72581056	72590348
C16orf89	NM_152459	16	5094122	5116146
ZNF785	NM_152458	16	30591993	30597092
ZNF597	NM_152457	16	3486109	3493490
ZSCAN29	NM_152455	15	43650369	43662258
TMCO5A	NM_152453	15	38227456	38243623
LYSMD4	NM_152449	15	100267611	100273626
FAM81A	NM_152450	15	59730371	59815751
C15orf43	NM_152448	15	45248899	45271421
LRFN5	NM_152447	14	42076763	42373752
CEP128	NM_152446	14	80962820	81405884
PCDH11Y	NM_032973	Y	4868266	5610264
PCDH11X	NM_032968	X	91034259	91878228
DMRTB1	NM_033067	1	53925071	53933158
MPP4	NM_033066	2	202509596	202563417
CCL15	NM_032965	17	34324617	34329084
ATCAY	NM_033064	19	3880617	3928080
CCL14	NM_032962	17	34310691	34313764
RS1	NM_000330	X	18657807	18690223
FJX1	NM_014344	11	35639734	35642421
LTBP4	NM_001042544	19	41099071	41135725
GLRA3	NM_006529	4	175563197	175750465
TEX261	NM_144582	2	71213067	71222001
SLC18B1	NM_052831	6	133090506	133119747
ST7L	NM_017744	1	113066140	113162040
LOC100132146	NM_001195442	3	46653924	46668033
HLA-DOB	NM_002120	6	32780539	32784825
HLA-DMB	NM_002118	6	32902405	32908847
SPANXC	NM_022661	X	140335595	140336646
EBF2	NM_022659	8	25699245	25902640
HOXC8	NM_022658	12	54402889	54406545
