Chromosome	Start	End	Gene	Canonical
11	64318120	64321811	PRDX5	NM_012094
11	64234583	64239264	VEGFB	NM_003377
11	64244478	64246943	PPP1R14B	NM_138689
11	64241094	64244132	LOC114841035	NM_001370414
11	64359161	64372215	RPS6KA4	NM_003942
11	64555940	64572875	SLC22A11	NM_018484
11	64590809	64602353	SLC22A12	NM_001276327
11	64726910	64745456	RASGRP2	NM_153819
11	64764605	64778542	SF1	NM_001378957
11	64803513	64811294	MEN1	NM_130803
11	64851641	64879693	EHD1	NM_001282444
11	64823051	64844653	CDC42BPG	NM_017525
11	64784917	64803214	MAP4K2	NM_004579
11	64894545	64917209	ATG2A	NM_015104
11	64987944	64990277	BATF2	NM_001300807
11	64938229	64972091	MAJIN	NM_001318808
11	64934470	64935893	GPHA2	NM_130769
11	64924688	64934475	PPP2R5B	NM_006244
11	65111871	65116228	TM7SF2	NM_003273
11	65040932	65044828	SAC3D1	NM_001367487
11	65044819	65058553	NAALADL1	NM_005468
11	65116402	65117701	ZNHIT2	NM_014205
11	65127278	65134519	SYVN1	NM_172230
11	65096213	65111862	VPS51	NM_013265
11	65014159	65022184	ARL2	NM_001667
11	65120629	65122134	FAU	NM_001997
11	65122320	65127371	MRPL49	NM_004927
11	65084221	65088396	ZFPL1	NM_006782
11	65088375	65089110	TMEM262	NM_001282448
11	65027438	65040572	SNX15	NM_013306
11	65077452	65084040	CDCA5	NM_080668
11	65181678	65212006	CAPN1	NM_001198869
11	65170153	65173244	SPDYC	NM_001008778
11	65375191	65383701	SLC25A45	NM_001278251
11	65333851	65354262	DPF2	NM_001330308
11	65314865	65322416	CDC42EP2	NM_006779
11	65354750	65357611	TIGD3	NM_145719
11	65576052	65592650	EHBP1L1	NM_001099409
11	65572537	65574190	FAM89B	NM_001098784
11	65592835	65595800	KCNK7	NM_005714
11	65616311	65637439	PCNX3	NM_032223
11	65653600	65662916	RELA	NM_021975
11	65570458	65571888	ZNRD2	NM_001303024
11	65538558	65558359	LTBP3	NM_001130144
11	65597756	65614221	MAP3K11	NM_002419
11	65640120	65650920	SIPA1	NM_153253
11	65712251	65719604	KAT5	NM_182710
11	65787062	65797214	OVOL1	NM_004561
11	65773897	65780976	AP5B1	NM_138368
11	65717672	65720798	RNASEH2C	NM_032193
11	65860432	65866439	MUS81	NM_001350283
11	65892048	65900388	FOSL1	NM_005438
11	65883739	65888471	FIBP	NM_198897
11	65916811	65919062	C11orf68	NM_001135635
11	65890672	65891635	CCDC85B	NM_006848
11	65879836	65883741	CTSW	NM_001335
11	65833962	65853701	SNX32	NM_152760
11	65854672	65858180	CFL1	NM_005507
11	65866440	65872800	EFEMP2	NM_016938
11	65919425	65921563	DRAP1	NM_006442
11	66012007	66013505	CST6	NM_001323
11	66040764	66049161	GAL3ST3	NM_033036
11	65996544	66002157	EIF1AD	NM_001242481
11	66002078	66004146	BANF1	NM_001143985
11	65945643	65959963	TSGA10IP	NM_152762
11	66016751	66026479	CATSPER1	NM_053054
11	65961733	65980137	SART1	NM_005146
11	66314493	66317044	CD248	NM_020404
11	66257293	66267860	KLC2	NM_001134775
11	66278174	66284206	CNIH2	NM_182553
11	66284579	66289143	YIF1A	NM_020470
11	66268638	66277492	RAB1B	NM_030981
11	66291893	66296664	TMEM151A	NM_153266
11	66435074	66438848	MRPL11	NM_170739
11	66345373	66347629	B4GAT1	NM_006876
11	66337338	66345104	BRMS1	NM_015399
11	66330240	66336434	RIN1	NM_004292
11	66421034	66426707	NPAS4	NM_178864
11	66362520	66372476	SLC29A2	NM_001300868
11	66563463	66568606	CTSF	NM_003793
11	66546394	66563329	ACTN3	NM_001258371
11	66466904	66477337	PELI3	NM_145065
11	66535625	66546048	ZDHHC24	NM_207340
11	66480433	66509657	DPP3	NM_130443
11	66510634	66533598	BBS1	NM_024649
11	66616581	66646473	RBM14-RBM4	NM_001198845
11	66590175	66593063	CCDC87	NM_018219
11	66638702	66668379	RBM4	NM_001198844
11	66616629	66629926	RBM14	NM_006328
11	66664998	66677887	RBM4B	NM_031492
11	66593184	66606019	CCS	NM_005125
11	66744735	66843516	C11orf80	NM_024650
11	66843440	66846552	RCE1	NM_005133
11	66848419	66958383	PC	NM_001040716
11	66975303	66977009	C11orf86	NM_001353554
11	66857063	66860475	LRFN4	NM_024036
11	67056846	67072017	RHOD	NM_014578
11	67023133	67050863	SYT12	NM_177963
11	67303529	67312592	SSH3	NM_017857
11	67289302	67302484	ANKRD13D	NM_001347901
11	67350772	67353546	POLD4	NM_021173
11	67266472	67286556	GRK2	NM_001619
11	67483025	67491103	AIP	NM_003977
11	67435509	67443476	CORO1B	NM_020441
11	67391985	67398410	RAD9A	NM_004584
11	67461709	67469251	TMEM134	NM_025124
11	67415677	67425604	CARNS1	NM_001166222
11	67404082	67410089	TBC1D10C	NM_001369498
11	67452402	67461752	CABP4	NM_001379183
11	67428493	67435401	RPS6KB2	NM_003952
11	67398182	67401858	PPP1CA	NM_001008709
11	67435509	67437682	PTPRCAP	NM_005608
11	67451300	67452729	GPR152	NM_206997
11	67606935	67612554	NDUFV1	NM_007103
11	67627937	67629937	NUDT8	NM_181843
11	67506496	67508162	CDK2AP2	NM_001271849
11	67518911	67523446	CABP2	NM_001318496
11	67583811	67586653	GSTP1	NM_000852
11	67662154	67674731	ALDH3B2	NM_001354345
11	67642554	67650730	ACY3	NM_080658
11	67991099	68004097	UNC93B1	NM_030930
11	68052858	68121388	CHKA	NM_001376219
11	68039024	68050895	TCIRG1	NM_001351059
11	68030680	68036644	NDUFS8	NM_002496
11	68261337	68271973	C11orf24	NM_022338
11	68736131	68751520	TESMIN	NM_001039656
11	68684543	68691175	GAL	NM_015973
11	68903890	68940601	IGHMBP2	NM_002180
11	68891277	68903832	MRPL21	NM_181515
11	68980020	68980986	MRGPRD	NM_198923
11	69004393	69013382	MRGPRF	NM_001098515
11	69155934	69159351	SMIM38	NM_001369201
11	69294154	69297287	MYEOV	NM_001293294
11	69425654	69429624	LOC102724265	NM_001319657
11	69698237	69704022	FGF19	NM_005117
11	69641155	69654474	CCND1	NM_053056
11	69665563	69675353	LTO1	NM_153451
11	69809967	69819416	FGF3	NM_005247
11	69771022	69775341	FGF4	NM_002007
11	70203295	70207386	FADD	NM_003824
11	70270689	70384396	PPFIA1	NM_001378006
11	70398528	70436575	CTTN	NM_005231
11	71434410	71448393	DHCR7	NM_001360
11	71548419	71549608	KRTAP5-9	NM_005553
11	71538024	71539209	KRTAP5-8	NM_021046
11	71453202	71501816	NADSYN1	NM_018161
11	71527266	71528669	KRTAP5-7	NM_001012503
11	71581854	71582875	KRTAP5-11	NM_001005405
11	71565562	71566734	KRTAP5-10	NM_001012710
11	71814044	71821547	ZNF705E	NM_001278713
11	71878452	71884561	DEFB131B	NM_001242853
11	71833199	71837708	DEFB108B	NM_001002035
11	71880703	71928459	LOC100133315	NM_001375847
11	72002863	72080693	NUMA1	NM_001286561
11	71999062	72002919	IL18BP	NM_005699
11	72106372	72112695	ANAPC15	NM_001330321
11	72135724	72139892	FOLR3	NM_001318045
11	72097291	72103297	LAMTOR1	NM_017907
11	72189708	72196299	FOLR1	NM_016724
11	72239076	72244176	PHOX2A	NM_005169
11	72224766	72239144	INPPL1	NM_001567
11	72814410	72829635	ATG16L2	NM_001318766
11	72754728	72793705	STARD10	NM_006645
11	73218280	73242427	P2RY2	NM_176072
11	73376667	73397474	RELT	NM_032871
11	73308275	73369388	ARHGEF17	NM_014786
11	73675637	73761074	RAB6A	NM_002869
11	73872667	73876846	COA4	NM_016565
11	73974671	73982843	UCP2	NM_001381943
11	74000276	74009085	UCP3	NM_003356
11	73951025	73970281	DNAJB13	NM_001377263
11	74266656	74311640	P4HA3	NM_182904
11	74330315	74398433	PGM2L1	NM_173582
11	74490518	74493724	LIPT2	NM_001329941
11	74454840	74467549	KCNE3	NM_005472
11	74493384	74498533	LOC100287896	NM_001319240
11	74592581	74643075	POLD3	NM_001363597
11	75088691	75096890	OR2AT4	NM_001005285
11	74988932	75010907	NEU3	NM_001367866
11	75151106	75206549	SLCO2B1	NM_007256
11	75260121	75351661	ARRB1	NM_004041
11	75240773	75243704	TPBGL	NM_001195528
11	75399517	75406906	RPS3	NM_001260506
11	75422393	75430629	KLHL35	NM_001039548
11	75562252	75572811	SERPINH1	NM_001207014
11	75717837	75732952	MOGAT2	NM_025098
11	75768777	75801534	DGAT2	NM_032564
11	76186324	76206502	WNT11	NM_004626
11	76381322	76390092	GVQW3	NM_001305225
11	76349956	76381132	THAP12	NM_004705
11	76657523	76670000	LRRC32	NM_005512
11	76791751	76798154	TSKU	NM_001318477
11	77034397	77041958	B3GNT6	NM_138706
11	77102839	77103331	OMP	NM_006189
11	77216557	77301686	GDPD4	NM_182833
11	77614529	77637794	CLNS1A	NM_001293
11	78015714	78046191	KCTD14	NM_001282406
11	78015714	78079862	NDUFC2-KCTD14	NM_001203260
11	78063860	78068351	THRSP	NM_003251
11	78068296	78079862	NDUFC2	NM_004549
11	78171248	78188626	KCTD21	NM_001029859
11	78188918	78215232	USP35	NM_020798
11	82729939	82733864	FAM181B	NM_175885
11	82901735	82934657	DDIAS	NM_145018
11	82973132	83071897	RAB30	NM_014488
11	83157130	83187451	PCF11	NM_001346413
11	83259092	83286407	CCDC90B	NM_001286117
11	85628572	85635504	TMEM126B	NM_001350396
11	85657990	85665129	CREBZF	NM_001039618
11	85683847	85686195	CCDC89	NM_152723
11	85647966	85656542	TMEM126A	NM_032273
11	85855382	85920013	CCDC83	NM_173556
11	86302239	86345943	HIKESHI	NM_001322407
11	86791070	86811231	PRSS23	NM_001293180
11	86945678	86955395	FZD4	NM_012193
11	88113250	88175443	RAB38	NM_022337
11	88320810	88337736	CTSC	NM_148170
11	89710298	89717872	TRIM77	NM_001146162
11	89659296	89698718	FOLH1B	NM_153696
11	89870586	89876017	TRIM64B	NM_001164397
11	89797654	89808575	TRIM49	NM_020358
11	90031105	90042025	TRIM49C	NM_001195234
11	89966036	89974072	TRIM64	NM_001136486
11	90085949	90087131	UBTFL1	NM_001143975
11	90200429	90223364	CHORDC1	NM_001144073
11	92969650	92982782	MTNR1B	NM_005959
11	93330716	93438471	DEUP1	NM_181645
11	93478472	93543391	SMCO4	NM_020179
11	93741671	93764749	C11orf54	NM_001351985
11	93784281	93814963	MED17	NM_004268
11	93735566	93741495	TAF1D	NM_024116
11	94128840	94181968	PANX1	NM_015368
11	94304738	94308146	IZUMO1R	NM_001199206
11	94493983	94499578	ANKRD49	NM_017704
11	94415570	94493844	MRE11	NM_005590
11	94377315	94401419	GPR83	NM_016540
11	94512460	94532123	C11orf97	NM_001190462
11	94567367	94621421	PIWIL4	NM_152431
11	94543850	94549898	FUT4	NM_002033
11	94768355	94876748	AMOTL1	NM_130847
11	94962621	94973612	CWC15	NM_001363371
11	94973708	94999519	KDM4D	NM_018039
11	95089845	95132645	ENDOD1	NM_015036
11	95066876	95071224	SRSF8	NM_032102
11	95165512	95231202	SESN3	NM_144665
11	95768952	95789782	FAM76B	NM_144664
11	95832879	95924107	MTMR2	NM_001243571
11	96380534	96389912	CCDC82	NM_001318737
11	96390012	96393561	JRKL	NM_003772
11	101890673	101916522	ANGPTL5	NM_178127
11	102047436	102084554	CFAP300	NM_032930
11	102110446	102233424	YAP1	NM_001130145
11	102317483	102339403	BIRC3	NM_001165
11	102396333	102452765	TMEM123	NM_052932
11	102576833	102625332	MMP20	NM_004771
11	102520507	102530747	MMP7	NM_002423
11	102711795	102724954	MMP8	NM_001304441
11	102691486	102705769	MMP27	NM_022122
11	102789918	102798160	MMP1	NM_002421
11	102862742	102874982	MMP12	NM_002426
11	102770501	102780628	MMP10	NM_002425
11	102835800	102843609	MMP3	NM_002422
11	102942994	102955732	MMP13	NM_002427
11	103050685	103092160	DCUN1D5	NM_001318739
11	104036639	104039196	DDI1	NM_001001711
11	104885717	104898670	CASP12	NM_001191016
11	104942865	104968574	CASP4	NM_033306
11	105025509	105035144	CASP1	NM_001257118
11	104994234	105023168	CASP5	NM_001136112
11	105092468	105101431	CARD17	NM_001007232
11	105041325	105045324	CARD16	NM_052889
11	105137714	105139769	CARD18	NM_021571
11	106007898	106022240	MSANTD4	NM_032424
11	106051097	106077738	KBTBD3	NM_152433
11	106077661	106098695	AASDHPPT	NM_015423
11	107502726	107565735	ALKBH8	NM_138775
11	107707380	107712056	SLN	NM_003063
11	107790990	107858787	SLC35F2	NM_017515
11	107928447	107963482	RAB39A	NM_017516
11	108008897	108107759	CUL5	NM_003478
11	108157214	108222638	NPAT	NM_001321307
11	108472115	108498384	POGLUT3	NM_153705
11	109422189	109429167	C11orf87	NM_207645
11	110429947	110464884	FDX1	NM_004109
11	111299308	111308735	COLCA2	NM_001370484
11	111352255	111379275	POU2AF1	NM_006235
11	111496511	111512386	BTG4	NM_001367976
11	111514784	111537031	HOATZ	NM_207430
11	111737877	111766389	PPP2R1B	NM_002716
11	111908563	111913161	CRYAB	NM_001885
11	111912733	111914093	HSPB2	NM_001541
11	111879540	111885975	C11orf1	NM_022761
11	111874055	111879165	FDXACB1	NM_138378
11	111918912	111926871	C11orf52	NM_080659
11	112025407	112064404	DLAT	NM_001372031
11	112074298	112085150	NKAPD1	NM_018195
11	112086872	112095794	SDHD	NM_001276506
11	112143259	112164094	IL18	NM_001562
11	112167371	112172556	TEX12	NM_031275
11	112084810	112086756	TIMM8B	NM_012459
11	112226427	112233972	PTS	NM_000317
11	112248152	112260860	PLET1	NM_001145024
11	113314582	113366387	TTC12	NM_001378064
11	113409604	113475398	DRD2	NM_000795
11	113387778	113400416	ANKK1	NM_178510
11	113687545	113706373	TMPRSS5	NM_001288751
11	113797874	113875572	USP28	NM_001346270
11	113779795	113780485	CLDN25	NM_001101389
11	113908840	113946561	HTR3B	NM_001363563
11	113975107	113990312	HTR3A	NM_213621
11	114400665	114410607	RBM7	NM_001286045
11	114398533	114400511	C11orf71	NM_001271562
11	114439466	114450278	REXO2	NM_015523
11	114570590	114595786	NXPE4	NM_001077639
11	116748174	116772987	BUD13	NM_032725
11	116820699	116823304	APOA4	NM_000482
11	116789366	116792420	APOA5	NM_052968
11	116829906	116833072	APOC3	NM_000040
11	116835750	116837950	APOA1	NM_001318021
11	117144286	117171045	PAFAH1B2	NM_002572
11	117178742	117197442	SIDT2	NM_001040455
11	117199293	117207465	TAGLN	NM_001001522
11	117204336	117232073	PCSK7	NM_004716
11	117232670	117286454	RNF214	NM_207343
11	117327853	117413266	CEP164	NM_014956
11	117820056	117828089	FXYD2	NM_021603
11	117836975	117877031	FXYD6	NM_001164837
11	117900640	117929402	TMPRSS13	NM_001077263
11	118013747	118086963	SMIM35	NM_001354434
11	117986393	118001483	IL10RA	NM_001558
11	118133376	118152823	SCN4B	NM_174934
11	118193724	118225011	JAML	NM_001098526
11	118162805	118176639	SCN2B	NM_004588
11	118304729	118316173	CD3E	NM_000733
11	118339074	118342705	CD3D	NM_000732
11	118344343	118355161	CD3G	NM_000073
11	118253415	118264297	MPZL2	NM_005797
11	118401605	118409847	ATP5MG	NM_006476
11	118359599	118399211	UBE4A	NM_004788
11	118531191	118535829	TMEM25	NM_032780
11	118527473	118530993	TTC36	NM_001346096
11	118544527	118566076	IFT46	NM_020153
11	118572408	118603032	ARCN1	NM_001655
11	118657315	118679650	TREH	NM_007180
11	118956297	118958559	UPK2	NM_006760
11	118896135	118925926	BCL9L	NM_001378213
11	118971760	118981287	FOXR1	NM_181721
11	118883891	118897787	CXCR5	NM_001716
11	119093874	119095465	H2AX	NM_002105
11	119106749	119118544	C2CD2L	NM_001382613
11	119121579	119136056	HINFP	NM_001351971
11	119096509	119101853	DPAGT1	NM_001382
11	119067817	119081972	VPS11	NM_001290185
11	119044187	119057205	HYOU1	NM_006389
11	119018765	119024134	TRAPPC4	NM_001318492
11	119024350	119030906	SLC37A4	NM_001164277
11	119084880	119093549	HMBS	NM_000190
11	119015717	119018343	RPS25	NM_001028
11	119149051	119162653	ABCG4	NM_022169
11	119168724	119184016	NLRX1	NM_001282144
11	119189637	119195841	CCDC153	NM_001145018
11	119185474	119190213	PDZD3	NM_001168468
11	119338941	119346705	C1QTNF5	NM_015645
11	119355214	119381690	USP2	NM_004205
11	119334526	119337309	RNF26	NM_032015
11	119338941	119346705	MFRP	NM_031433
11	119308529	119317130	MCAM	NM_006500
11	119415475	119422562	THY1	NM_001311160
11	120111285	120138113	TRIM29	NM_012101
11	120240139	120319945	POU2F3	NM_014352
11	120211031	120230334	OAF	NM_178507
11	120325298	120333686	TLCD5	NM_001198670
11	121024101	121090776	TBCEL	NM_001363644
11	121292867	121313410	SC5D	NM_001024956
11	122115340	122116215	BLID	NM_001001786
11	122838499	122872643	CRTAM	NM_019604
11	122977569	122981834	BSX	NM_001098169
11	123057488	123062136	HSPA8	NM_006597
11	123629187	123654624	SCN3B	NM_018400
11	123805407	123806349	OR6M1	NM_001005325
11	123753579	123754518	OR6X1	NM_001005188
11	123942866	123943838	OR6T1	NM_001005187
11	123976695	123977691	OR10S1	NM_001004474
11	123882919	123885670	TMEM225	NM_001013743
11	123939616	123940573	OR4D5	NM_001001965
11	123906431	123907376	OR8D4	NM_001005197
11	123994162	123995161	OR10G6	NM_001355219
11	124023012	124023948	OR10G9	NM_001001953
11	124038065	124039001	OR10G7	NM_001004463
11	124015574	124016510	OR10G4	NM_001004462
11	124026797	124030634	OR10G8	NM_001004464
11	124224638	124225663	OR8G2P	NM_001291438
11	124249675	124250611	OR8G1	NM_001002905
11	124183218	124188780	OR10D3	NM_001355213
11	124319261	124320197	OR8D2	NM_001002918
11	124309839	124310766	OR8D1	NM_001002917
11	124382401	124383343	OR8B2	NM_001005468
11	124256375	124266224	OR8G5	NM_001005198
11	124423941	124424871	OR8B4	NM_001005196
11	124440149	124441085	OR8B8	NM_012378
11	124395533	124399024	OR8B3	NM_001005467
11	124622863	124635926	TBRG1	NM_032811
11	124569996	124571374	OR8A1	NM_001005194
11	124542721	124543654	OR8B12	NM_001005195
11	124611427	124620355	PANX3	NM_052959
11	124748105	124752255	VSIG2	NM_001329920
11	124739941	124747210	NRGN	NM_001126181
11	124673903	124697518	SPA17	NM_017425
11	124753125	124762290	ESAM	NM_138961
11	124883690	124897865	ROBO4	NM_019055
11	124865431	124881471	ROBO3	NM_022370
11	124919249	124920677	HEPN1	NM_001037558
11	124919204	124936047	HEPACAM	NM_152722
11	124954201	125041489	CCDC15	NM_025004
11	125094388	125111626	TMEM218	NM_001258243
11	125063304	125090516	SLC37A2	NM_198277
11	125442880	125496265	FEZ1	NM_005103
11	125671521	125680847	ACRV1	NM_001612
11	125625135	125657147	CHEK1	NM_001114122
11	125569476	125584683	EI24	NM_004879
11	125592851	125623070	STT3A	NM_001278503
11	125776113	125778828	PATE2	NM_212555
11	125788126	125791600	PATE3	NM_001129883
11	125746278	125749866	PATE1	NM_138294
11	125833315	125840072	PATE4	NM_001144874
11	125903327	125928843	DDX25	NM_001330438
11	125893484	125903206	PUS3	NM_031307
11	125883613	125900646	HYLS1	NM_145014
11	125946055	125956319	VSIG10L2	NM_001365077
11	126202095	126211650	RPUSD4	NM_032795
11	126283086	126294933	TIRAP	NM_001039661
11	126262918	126268982	SRPRA	NM_001177842
11	126304059	126350005	DCPS	NM_001350236
11	126269153	126278126	FOXRED1	NM_017547
11	126356011	126414638	ST3GAL4	NM_001348397
11	128935370	128943399	TP53AIP1	NM_001251964
11	128891355	128921163	KCNJ5	NM_001354169
11	129375847	129452279	BARX2	NM_003658
11	129815847	129860003	TMEM45B	NM_138788
11	129899710	130002835	PRDM10	NM_020228
11	130069893	130144805	APLP2	NM_001642
11	130159781	130210362	ST14	NM_021978
11	130448973	130476645	ADAMTS15	NM_139055
11	130866249	130916479	SNX19	NM_001347920
11	133840630	133845513	SPATA19	NM_174927
11	134248281	134253352	THYN1	NM_014174
11	134253567	134265852	ACAD8	NM_014384
11	134276378	134319564	GLB1L3	NM_001080407
11	134224670	134247788	VPS26B	NM_052875
11	134378507	134412242	B3GAT1	NM_054025
12	50327308	50396609	FAM186A	NM_001145475
12	25108288	25195160	CFAP94	NM_001319978
12	75490862	75511609	KRR1	NM_007043
12	109023088	109088026	USP30	NM_001301175
12	75480754	75503861	GLIPR1	NM_006851
12	2052986	2697950	CACNA1C	NM_001129827
12	3077378	3286559	TSPAN9	NM_006675
12	991222	1495931	ERC1	NM_178040
12	14612633	14696599	GUCY2C	NM_004963
12	15620135	15789388	EPS8	NM_004447
12	13537336	13981602	GRIN2B	NM_000834
12	23529503	24562491	SOX5	NM_152989
12	20815673	21091222	SLCO1B3-SLCO1B7	NM_001371097
12	27244285	27325957	STK38L	NM_015000
12	28190455	28550166	CCDC91	NM_001352086
12	32502042	32646051	FGD4	NM_001304484
12	29337352	29381172	ERGIC2	NM_016570
12	31382225	31591136	DENND5B	NM_144973
12	26195572	26234775	SSPN	NM_005086
12	39755024	40106081	SLC2A13	NM_052885
12	40692438	41072415	CNTN1	NM_001843
12	38652202	38905591	CPNE8	NM_153634
12	47079620	47236660	PCED1B	NM_138371
12	43835860	44389762	TMEM117	NM_001286212
12	53452101	53481162	PCBP2	NM_005016
12	56595595	56636359	BAZ2A	NM_001351156
12	54497751	54548243	NCKAP1L	NM_005337
12	51351251	51391406	GALNT6	NM_007210
12	52424069	52434371	KRT75	NM_004693
12	55574414	55575344	OR2AP1	NM_001258285
12	63844699	64162217	SRGAP1	NM_020762
12	59596028	59789840	SLC16A7	NM_001270623
12	62643993	62935150	PPM1H	NM_020700
12	61708247	62192839	TAFA2	NM_178539
12	70243713	70354993	CNOT2	NM_001199303
12	72272369	72670758	TRHDE	NM_013381
12	68154767	68159740	IFNG	NM_000619
12	76351797	76423285	OSBPL8	NM_001319655
12	82686905	83134865	TMTC2	NM_152588
12	85955667	86256391	MGAT4C	NM_001351291
12	88049015	88142088	CEP290	NM_025114
12	98743973	99984654	ANKS1B	NM_001352186
12	94307699	94459867	CEP83	NM_016122
12	104802552	104958290	SLC41A2	NM_032148
12	103772309	103841234	NT5DC3	NM_001031701
12	101697639	101729074	CHPT1	NM_020244
12	112160194	112382431	HECTD4	NM_001109662
12	113221463	113298584	TPCN1	NM_001351346
12	111100003	111350554	CUX2	NM_001370598
12	124776855	124863864	SCARB1	NM_001367981
12	121626549	121642040	ORAI1	NM_032790
12	123712352	123761754	ATP6V0A2	NM_012463
12	119334728	119541040	CCDC60	NM_178499
12	128853477	128984966	GLT1D1	NM_001366889
12	130953906	131141468	ADGRD1	NM_001330497
12	752922	911452	WNK1	NM_001184985
12	911735	990041	RAD52	NM_001297419
12	66766	178455	IQSEC3	NM_001170738
12	389349	442640	CCDC77	NM_001130147
12	220621	262836	SLC6A13	NM_016615
12	459938	563500	B4GALNT3	NM_173593
12	564295	643636	NINJ2	NM_001367996
12	1565992	1594581	FBXL14	NM_152441
12	1820266	1836752	LRTM2	NM_001163925
12	1991455	2004457	DCP1B	NM_001319292
12	1691069	1788673	ADIPOR2	NM_001375364
12	1791962	1918652	CACNA2D4	NM_172364
12	2959396	3040676	TEAD4	NM_003213
12	2877198	2889525	RHNO1	NM_001257097
12	3491202	3593972	PRMT8	NM_019854
12	3615327	3753109	CRACR2A	NM_001144958
12	4321212	4360024	TIGAR	NM_020375
12	4809175	4851112	KCNA6	NM_002235
12	4562207	4615302	DYRK4	NM_001371301
12	5562655	5946232	ANO2	NM_001278597
12	5948878	6124670	VWF	NM_000552
12	6538960	6556042	IFFO1	NM_001039670
12	6666476	6689572	ZNF384	NM_001135734
12	7189685	7211459	PEX5	NM_001374647
12	6789527	6820799	CD4	NM_001382706
12	6951270	6961316	PTPN6	NM_080549
12	7470815	7503818	CD163	NM_004244
12	7729444	7749541	CLEC4C	NM_130441
12	7812513	7872915	SLC2A14	NM_001286233
12	8123631	8138607	CLEC4A	NM_016184
12	8645942	8662826	MFAP5	NM_003480
12	9148839	9208395	PZP	NM_002864
12	8513502	8522364	CLEC4D	NM_080387
12	9827480	9845004	KLRF1	NM_016523
12	9669712	9699552	CLEC2D	NM_001004419
12	10069553	10098985	CLEC1A	NM_001297750
12	9971408	9985595	CLEC12A	NM_138337
12	10880964	11171611	PRH1	NM_001291314
12	10937409	11171611	PRH1-TAS2R14	NM_001316893
12	12049860	12099693	BCL2L14	NM_001370269
12	12357077	12471232	BORCS5	NM_058169
12	12116025	12267044	LRP6	NM_002336
12	11649673	11895377	ETV6	NM_001987
12	12974869	13000265	HEBP1	NM_015987
12	14365631	14502935	ATF7IP	NM_018179
12	14503660	14567883	PLBD1	NM_024829
12	15322507	15598331	PTPRO	NM_030667
12	14942014	14951151	ARHGDIB	NM_001321422
12	14804649	14814182	SMCO3	NM_001013698
12	15107782	15221417	RERG	NM_032918
12	14803669	14824415	C12orf60	NM_175874
12	15911331	16037381	DERA	NM_015954
12	16188484	16277685	SLC15A5	NM_001170798
12	18080868	18090193	RERGL	NM_024730
12	18261517	18648416	PIK3C2G	NM_001288772
12	19129732	19373670	PLEKHA5	NM_001143821
12	20368536	20688583	PDE3A	NM_001378408
12	20810704	20916909	SLCO1B3	NM_019844
12	20695331	20753386	SLCO1C1	NM_017435
12	21797389	21941426	ABCC9	NM_005691
12	21468909	21501635	RECQL	NM_002907
12	21372901	21379980	IAPP	NM_000415
12	21131193	21239796	SLCO1B1	NM_006446
12	21264599	21395437	SLCO1A2	NM_134431
12	22625170	22690665	ETNK1	NM_018638
12	22448583	22544542	C2CD5	NM_001385322
12	22193390	22334714	ST8SIA1	NM_003034
12	24810023	24902222	BCAT1	NM_001178094
12	24997574	25052448	LOC645177	NM_001321724
12	25496315	25648578	LMNTD1	NM_001352232
12	26335351	26833194	ITPR2	NM_002223
12	26971583	27014384	TM7SF3	NM_016551
12	27332835	27425813	ARNTL2	NM_020183
12	27524205	27695564	PPFIBP1	NM_177444
12	27780232	27803040	KLHL42	NM_020782
12	29223665	29335616	FAR2	NM_018099
12	29500839	29783942	TMTC1	NM_001367875
12	29438025	29499693	OVCH1	NM_001353179
12	30628987	30695869	IPO8	NM_006390
12	30926903	30996602	TSPAN11	NM_001080509
12	32106846	32383633	BICD1	NM_001354186
12	31959414	31993107	RESF1	NM_018169
12	31671136	31729174	AMN1	NM_001278412
12	33374237	33439819	SYT10	NM_198992
12	39550032	39619803	ABCD2	NM_005164
12	39293227	39443120	KIF21A	NM_001378439
12	39626182	39721914	C12orf40	NM_001031748
12	40393393	40570755	MUC19	NM_173600
12	40224996	40369284	LRRK2	NM_198578
12	41188319	41574745	PDZRN4	NM_001164595
12	42326166	42448621	PPHLN1	NM_001364827
12	42231223	42238368	YAF2	NM_001190980
12	42456756	42589746	PRICKLE1	NM_153026
12	43758943	43789543	IRAK4	NM_001351338
12	43353865	43552203	ADAMTS20	NM_025003
12	44508277	44876315	NELL2	NM_001145108
12	45216094	45432349	ANO6	NM_001204803
12	45729705	45908037	ARID2	NM_152641
12	46183062	46269043	SLC38A1	NM_001278387
12	46764760	46825997	SLC38A4	NM_018018
12	47709734	47725490	ENDOU	NM_001172439
12	48042896	48105855	SENP1	NM_001267595
12	48727434	48765788	TEX49	NM_001351125
12	49018977	49060794	KMT2D	NM_003482
12	50175787	50283520	LIMA1	NM_001113546
12	49539029	49558334	KCNH3	NM_012284
12	50057595	50083611	ASIC1	NM_020039
12	49791151	49828413	NCKAP5L	NM_001368048
12	49367461	49527425	SPATS2	NM_001293285
12	49636498	49707405	FMNL3	NM_001367835
12	50400884	50480004	LARP4	NM_001352311
12	50985991	51028886	SLC11A2	NM_001379455
12	50842925	50887880	TMPRSS12	NM_182559
12	51093655	51173135	TFCP2	NM_005653
12	50504984	50748657	DIP2B	NM_173602
12	51244557	51270415	SMAGP	NM_001031628
12	52274644	52309163	KRT86	NM_001320198
12	52037714	52059507	NR4A1	NM_001202234
