Gene	Chromosome	Start	End	Canonical
POLR3F	20	18467506	18483558	NM_001282526
NPHP1	2	110123790	110204968	NM_000272
CYP3A43	7	99828115	99866001	NM_022820
FLVCR1	1	212858452	212895290	NM_014053
TTC7A	2	46917195	47073923	NM_001288951
METAP2	12	95474179	95513904	NM_006838
OCIAD2	4	48885483	48904549	NM_001014446
KCNK12	2	47520906	47570331	NM_022055
FBXO11	2	47808117	47905720	NM_001190274
CKLF-CMTM1	16	66552715	66579001	NM_001204099
MUM1L1	X	106205432	106207523	NM_152423
MGAT4D	4	140443435	140498222	NM_001277353
MAPK3	16	30116667	30123209	NM_002746
NAP1L1	12	76048428	76074219	NM_004537
CXCL8	4	73740658	73742464	NM_000584
SIT1	9	35649847	35650853	NM_014450
SERP1	3	150544457	150546135	NM_014445
SIGLEC8	19	51452378	51458387	NM_014442
NAAA	4	75911350	75940949	NM_014435
MTMR12	5	32229777	32312838	NM_001040446
TSPYL6	2	54254918	54256151	NM_001003937
C2orf73	2	54330975	54360562	NM_001100396
SLC10A2	13	103046132	103066249	NM_000452
SPATA4	4	176184779	176195562	NM_144644
TMEM42	3	44861924	44865180	NM_144638
JPT2	16	1678312	1698998	NM_144570
IL1R1	2	102157724	102176759	NM_001320980
OSBPL2	20	62256184	62293957	NM_144498
ZNF888	19	52906164	52917873	NM_001310127
CRNDE	16	54919086	54925136	NM_001308963
MTPN	7	135929925	135977100	NM_145808
FAM198B	4	158127406	158171375	NM_016613
TP53BP2	1	223780852	223845680	NM_005426
PABPC1	8	100704297	100721583	NM_002568
CCDC88A	2	55291710	55419079	NM_001135597
CFAP36	2	55519801	55545008	NM_001282761
HERPUD1	16	56932244	56943290	NM_014685
ULK2	17	19776348	19867417	NM_014683
RPAP3	12	47663504	47702840	NM_024604
YWHAE	17	287472	1400110	NM_006761
PHLDB2	3	111845868	111974563	NM_001134438
LRPPRC	2	43888599	43995947	NM_133259
ANAPC1	2	111769290	111880825	NM_022662
CNPPD1	2	219172585	219176828	NM_001321389
C2orf74	2	61162493	61164527	NM_001143960
ZFP28	19	56539018	56555392	NM_020828
GJA8	1	147907955	147909257	NM_005267
GFRA1	10	116064397	116272029	NM_005264
MSTN	2	190057257	190062596	NM_005259
GATA6	18	22171144	22200823	NM_005257
GAK	4	849672	932187	NM_005255
KCNAB1	3	156120611	156536747	NM_172159
COMMD1	2	61905678	62135941	NM_152516
SLC10A6	4	86823687	86849115	NM_197965
EDEM2	20	35115432	35147258	NM_018217
HSPE1	2	197500436	197503259	NM_002157
COL3A1	2	188974489	189011774	NM_000090
GALR2	17	76074883	76077431	NM_003857
SERPINE1	7	101128393	101137442	NM_000602
PDZRN4	12	41188455	41573890	NM_001164595
SERTAD2	2	64635926	64636871	NM_014755
SPEN	1	15848067	15939427	NM_015001
ARHGEF3	3	56729269	57035149	NM_001128616
FXR2	17	7591829	7614532	NM_004860
OR10A5	11	6845682	6846636	NM_178168
KLHDC1	14	49693194	49751772	NM_172193
ARHGAP25	2	68735199	68826194	NM_001007231
ADH7	4	99413147	99435269	NM_000673
PSG3	19	42723981	42740384	NM_021016
ANKRD26	10	27005589	27100326	NM_014915
ZNF806	2	132309308	132318736	NM_001304449
CD38	4	15778414	15848602	NM_001775
RAPH1	2	203439436	203495353	NM_213589
GMCL1	2	69829892	69879004	NM_178439
ERVV-1	19	53014090	53015524	NM_152473
NCS1	9	130172663	130226487	NM_014286
FAF2	5	176448407	176506950	NM_014613
LOXL4	10	98248920	98263019	NM_032211
FIGLA	2	70777366	70790638	NM_001004311
ZFYVE9	1	52233206	52346221	NM_004799
ZDHHC13	11	19117249	19175960	NM_019028
TMPRSS2	21	41466141	41508004	NM_001135099
SOX13	1	204112915	204126134	NM_005686
GPR52	1	174448111	174449197	NM_005684
TXNL1	18	56603026	56638440	NM_004786
MEP1A	6	46793398	46839136	NM_005588
EPCAM	2	47369505	47386613	NM_002354
TACSTD2	1	58576184	58577156	NM_002353
NDST3	4	118053910	118255712	NM_004784
SNAP29	22	20859110	20887836	NM_004782
LRP1	12	57128964	57212555	NM_002332
GPR55	2	230910002	230910962	NM_005683
COLQ	3	15451643	15521625	NM_080538
DGCR6	22	131645	18911689	NM_005675
TAF7	5	141318994	141320044	NM_005642
PLEK	2	68365351	68395816	NM_002664
MAPK11	22	50264947	50270292	NM_002751
COX17	3	119675148	119677310	NM_005694
CTCF	16	67610832	67637872	NM_006565
INSL6	9	5163912	5185602	NM_007179
NHLH1	1	160370731	160371133	NM_005598
LGMN	14	92704318	92732786	NM_001008530
TAF13	1	109064522	109075947	NM_005645
MYF5	12	80717063	80719051	NM_005593
IDH3A	15	78149403	78169005	NM_005530
HSPA1L	6	3057825	31811972	NM_005527
MAB21L1	13	35475058	35476138	NM_005584
GJB5	1	34757330	34758152	NM_005268
MGAT5	2	134254403	134448847	NM_002410
KRT16	17	41609934	41612688	NM_005557
GTF2E1	3	120750552	120781470	NM_005513
PDE6D	2	231732951	231781114	NM_002601
F2	11	46719235	46739408	NM_000506
GMFB	14	54478087	54488927	NM_004124
NOTO	2	73202666	73210929	NM_001134462
NIT1	1	161118176	161124155	NM_001185092
IGF2	11	2132986	2140296	NM_000612
OGDH	7	44624343	44707999	NM_002541
NEO1	15	73052675	73302696	NM_002499
NAT8B	2	73700621	73701305	NM_016347
TFF1	21	42362478	42366495	NM_003225
C2orf78	2	73784309	73816992	NM_001080474
MCM9	6	118814823	118931723	NM_017696
CT47A2	X	120930288	120985529	NM_001080145
UXS1	2	106094025	106194241	NM_001253876
ELL3	15	43773115	43776901	NM_025165
CXorf21	X	30559449	30560355	NM_025159
SYT15	10	46579168	47762640	NM_031912
ZNF430	19	21020800	21058021	NM_025189
TARS2	1	150487450	150507064	NM_025150
CACNG7	19	53912831	53942293	NM_031896
ACAD10	12	111692709	111756473	NM_001136538
UBXN6	19	4445497	4457697	NM_025241
CECR6	22	17119390	17121127	NM_031890
H2BFM	X	104039976	104040864	NM_001164416
LONP2	16	48244388	48361596	NM_031490
CBSL	21	6445557	43072193	NM_001321073
ADAMTSL2	9	133536712	133574864	NM_001145320
GCNT3	15	59618238	59619555	NM_004751
CCDC142	2	74474545	74482837	NM_032779
LBX2	2	74497926	74502859	NM_001009812
MMP20	11	102577325	102625319	NM_004771
THAP11	16	67842554	67843499	NM_020457
COX6C	8	99887504	99892021	NM_004374
SARS2	19	38915605	38930736	NM_001145901
GCFC2	2	75664665	75710855	NM_003203
VDAC1	5	133972770	133993012	NM_003374
REG1B	2	79085215	79087612	NM_006507
SSFA2	2	181892066	181929656	NM_001130445
MYLPF	16	30374857	30377900	NM_001324459
GLT8D1	3	52694844	52700460	NM_001010983
SUSD2	22	24181519	24188436	NM_019601
MSX2	5	174724659	174729583	NM_002449
VGLL1	X	136536020	136556539	NM_016267
TUBE1	6	112071411	112087434	NM_016262
FAM8A1	6	17600409	17608339	NM_016255
POLR2A	17	7484764	7514179	NM_000937
SH2D6	2	85434070	85436582	NM_201594
PHKA2	X	18893484	18983932	NM_000292
RBCK1	20	408738	430430	NM_031229
P3H4	17	41802956	41811915	NM_006455
WDR89	14	63598778	63599942	NM_001258272
ZNF501	3	44734421	44735237	NM_001258280
TMEM200A	6	130440422	130441898	NM_052913
SLC25A17	22	40770833	40819248	NM_001282726
KANK3	19	8322838	8337828	NM_198471
AFAP1L2	10	114296041	114404455	NM_001351071
ATOH8	2	85754189	85786890	NM_032827
PPP2R5B	11	64925734	64933844	NM_006244
POLE	12	132624696	132687315	NM_006231
TINF2	14	24239796	24242332	NM_012461
POC5	5	75674434	75712937	NM_001099271
TIMP1	X	47583415	47586691	NM_003254
CXorf57	X	106612080	106678258	NM_018015
PRODH2	19	35800037	35813281	NM_021232
GPATCH3	1	26891009	26900442	NM_022078
ADPRHL2	1	36088904	36093386	NM_017825
WRAP73	1	3630974	3649999	NM_017818
YTHDF1	20	63196707	63215892	NM_017798
LAMTOR3	4	99881993	99893963	NM_021970
KCNN4	19	43767542	43780861	NM_002250
AHR	7	17299264	17343064	NM_001621
TXNDC11	16	11679194	11742730	NM_001303447
ZNF469	16	88427470	88439332	NM_001127464
ACVRL1	12	51912474	51920893	NM_000020
PLGLB2	2	87016302	87753633	NM_002665
UCN2	3	48562785	48563124	NM_033199
CRYZL1	21	33589821	33631551	NM_145858
FLNC	7	128830637	128858523	NM_001458
BPIFB6	20	33031647	33044047	NM_174897
THNSL2	2	88173150	88186123	NM_001244676
TEX37	2	88525644	88529474	NM_152670
PAPD5	16	50152952	50229328	NM_001040284
TEKT4	2	94871579	94876769	NM_001286559
MAL	2	95025792	95053455	NM_002371
PACSIN1	6	34526305	34532530	NM_020804
DNASE1	16	3655373	3657953	NM_005223
KMT2D	12	49021779	49055324	NM_003482
ANKRD36C	2	95851171	95991708	NM_001310154
CD163L1	12	7357403	7444127	NM_001297650
FKBP11	12	48921983	48925428	NM_001143782
ATP5I	4	672499	674247	NM_007100
FSTL1	3	120396951	120450746	NM_007085
FAM155A	13	107170496	107866596	NM_001080396
NCAPH	2	96335829	96373351	NM_015341
VTCN1	1	117147657	117210855	NM_001253849
DEFA1B	8	6977769	6998242	NM_001302265
ANKDD1A	15	64911930	64957188	NM_182703
VGLL3	3	86947023	86990743	NM_016206
NELL1	11	20669723	21575022	NM_001288713
ZNF658	9	66903561	66920746	NM_001317916
TTC29	4	146707157	146942655	NM_001300761
FHOD1	16	67229635	67247410	NM_001318202
ANKRD23	2	96839548	96843992	NM_144994
TBX22	X	65971	80031111	NM_001109878
FAM178B	2	96876275	96986313	NM_001122646
FAHD2B	2	97083754	97091706	NM_001320848
RHEB	7	151467118	151519511	NM_005614
OMP	11	77102839	77103331	NM_006189
OCM2	7	97984957	97990104	NM_006188
DNASE1L1	X	154402706	154405568	NM_006730
GINS4	8	41530202	41542087	NM_032336
TEX261	2	70988599	70994757	NM_144582
SPESP1	15	68930653	68946587	NM_145658
KLHL23	2	169735014	169749732	NM_144711
CYP24A1	20	54157178	54173579	NM_000782
CYP2C18	10	94683819	94735444	NM_000772
CSF3	17	40015474	40016959	NM_000759
CHRNA5	15	78565719	78593253	NM_000745
CGB3	19	49022885	49023971	NM_000737
SNAPC1	14	61762460	61794983	NM_003082
OLR1	12	10159879	10172077	NM_002543
NPIPB13	16	30223028	30245573	NM_001321892
FCN3	1	27369235	27374818	NM_003665
WTIP	19	34481974	34500269	NM_001080436
ATAT1	6_GL000252v2_alt	1881973	30646643	NM_001190724
AKAP4	X	50190959	50200889	NM_003886
RPIA	2	88691698	88750078	NM_144563
MITD1	2	99169374	99180981	NM_001320417
RHOV	15	40873057	40874139	NM_133639
LYG2	2	99242363	99254260	NM_175735
LYG1	2	99284392	99295670	NM_174898
SPATA31A7	9	60914435	61196130	NM_015667
MTG2	20	62193420	62201077	NM_015666
REV1	2	99401240	99464975	NM_001321459
PTGER3	1	70852838	71047577	NM_198715
SLC1A1	9	4490679	4585558	NM_004170
FSHB	11	30231902	30233800	NM_000510
KCNJ6	21	37625158	37840682	NM_002240
GLTP	12	109852554	109880374	NM_016433
RFX8	2	101397547	101466848	NM_001145664
HELZ	17	67078251	67218804	NM_001330447
GYPE	4	143876754	143905507	NM_198682
FZD8	10	35639344	35641429	NM_031866
PCDHA11	5	140869103	141009937	NM_018902
PCDHA10	5	140856048	141009937	NM_018901
MS4A8	11	60700860	60715414	NM_031457
TEKT3	17	15303935	15331585	NM_031898
PCDHGB7	5	141417859	141511173	NM_018927
TXNDC5	6	7883143	7910776	NM_030810
ZNF600	19	52765586	52778888	NM_001321866
NEK11	3	131029708	131349776	NM_001321221
RWDD4	4	183641435	183658952	NM_152682
SLC9A4	2	102473759	102532688	NM_001011552
MFSD9	2	102718419	102736810	NM_001322080
POU3F3	2	104855510	104857013	NM_006236
APEH	3	49674401	49683342	NM_001640
USP3	15	63504739	63590826	NM_006537
DCAF17	2	171434577	171481114	NM_025000
EDEM3	1	184694062	184754646	NM_001319960
ZNF121	19	9565939	9568097	NM_001308269
STAT3	17	42315744	42348516	NM_139276
GCC2	2	108449274	108507630	NM_181453
DEFB4B	8	98013	7416827	NM_001205266
TNFSF15	9	114790451	114806012	NM_005118
RBM8A	1	145925881	145927426	NM_005105
FEZ2	2	36553162	36598142	NM_001042548
CCRL2	3	46407670	46409114	NM_003965
APLN	X	129648625	129654630	NM_017413
SEPSECS	4	25123930	25160369	NM_016955
EDAR	2	108896906	108931014	NM_022336
SH3RF3	2	109129540	109501671	NM_001099289
ZNF679	7	64249117	64266869	NM_153363
NIM1K	5	43245775	43280729	NM_153361
SOWAHC	2	109614489	109616067	NM_023016
ISCA1	9	86266042	86282458	NM_030940
TRMT1L	1	185120018	185156712	NM_030934
DSN1	20	36752787	36771458	NM_001145316
CCND3	6	41935939	41941649	NM_001287427
LIMS4	2	109898728	110472778	NM_001205288
MALL	2	110085694	110115792	NM_005434
UBE2J2	1	1255202	1267992	NM_194458
KRIT1	7	92200735	92242135	NM_004912
CORO6	17	29615731	29621421	NM_032854
MUM1	19	1356389	1376576	NM_032853
RUNX1	21	34792134	35048899	NM_001001890
CAT	11	34439013	34471433	NM_001752
PPP1R14C	6	150143192	150248820	NM_030949
AMN	14	102922688	102930680	NM_030943
GPR32	19	50770600	50771671	NM_001506
GPLD1	6	24429031	24489511	NM_001503
HCRTR1	1	31619192	31626980	NM_001525
FAM49A	2	16552935	16588119	NM_030797
CABLES2	20	62390970	62407276	NM_031215
BORCS8-MEF2B	19	19145693	19150735	NM_005919
TCIRG1	11	68041271	68050819	NM_001351059
BRCA2	13	32316460	32398770	NM_000059
KIF26B	1	245155424	245702606	NM_018012
SLC38A5	X	48458932	48467924	NM_033518
FGF7	15	49424297	49484504	NM_002009
FES	15	90885045	90895558	NM_002005
CCND2	12	4274040	4300009	NM_001759
ADGRF3	2	26309085	26346234	NM_001321971
RNF13	3	149846026	149961104	NM_007282
U2AF2	19	55655104	55674068	NM_007279
DCHS1	11	6621778	6641613	NM_003737
POF1B	X	85279420	85379454	NM_024921
ZFP2	5	178931313	178932699	NM_030613
NSUN7	4	40750693	40808939	NM_024677
LRRC2	3	46519013	46551591	NM_024512
ZFHX4	8	76704088	76864565	NM_024721
TMEM156	4	38971069	39032313	NM_024943
TMOD4	1	151170080	151174875	NM_013353
SEC61A1	3	128052552	128069662	NM_013336
HILPDA	7	128457268	128457460	NM_013332
POLR1C	6	43517109	43529355	NM_203290
DRAXIN	1	11706258	11719696	NM_198545
GIPR	19	45669520	45681935	NM_000164
ARPC5	1	183627531	183635659	NM_001270439
EDIL3	5	83943418	84384374	NM_005711
FAM231C	1	35406	16734461	NM_001310138
RBBP9	20	18489763	18497167	NM_006606
CCDC93	2	117920342	118013995	NM_019044
FBXL18	7	5481774	5513674	NM_024963
SQSTM1	5	179820936	179836593	NM_001142298
C1QL2	2	119156801	119158269	NM_182528
GNMT	6	42960767	42963706	NM_018960
C2orf76	2	119302471	119339959	NM_001017927
TRIM74	7	72959881	75405208	NM_198853
LRFN5	14	41886625	41904175	NM_152447
MBL2	10	52768136	52771635	NM_000242
IL21R	16	27403170	27449283	NM_181079
TMEM185B	2	120221923	120222976	NM_024121
RFC3	13	33818178	33966125	NM_002915
ZNF592	15	84782675	84802393	NM_014630
CPEB3	10	92052211	92240350	NM_014912
MDH2	7	76048160	76066410	NM_005918
PTPN11	12	112419111	112504764	NM_001330437
MARVELD1	10	97713876	97714398	NM_031484
ATG10	5	81987570	82253425	NM_001131028
AMY2A	1	103617440	103625746	NM_000699
ADORA2B	17	15945248	15975342	NM_000676
TIGAR	12	4321271	4352691	NM_020375
NUP107	12	68687065	68742462	NM_001330192
KRT84	12	52378033	52385585	NM_033045
PTGES3L-AARSD1	17	42950592	42980182	NM_001136042
OR2B2	6	27911245	27912319	NM_033057
DMRTC1	X	72845135	72875694	NM_033053
NTN4	12	95659085	95790309	NM_021229
CDH19	18	66504811	66572204	NM_021153
ERMN	2	157321270	157327479	NM_020711
SPA17	11	124675264	124694446	NM_017425
DEC1	9	115376702	115402125	NM_017418
DHX38	16	72096157	72112497	NM_014003
IKBKE	1	206473227	206496145	NM_014002
PARD6A	16	67661038	67662647	NM_016948
DLL3	19	39498974	39508257	NM_016941
SAP130	2	127942005	128027163	NM_001145928
TOMM7	7	22813169	22822779	NM_019059
CYCS	7	25123700	25124119	NM_018947
TMCO3	13	113495581	113549552	NM_017905
E2F7	12	77024014	77064635	NM_203394
LURAP1L	9	12775715	12821760	NM_203403
TUBA3E	2	130191830	130198360	NM_207312
MYEF2	15	48142907	48178237	NM_016132
GJD2	15	34752477	34754488	NM_020660
PTPN18	2	130356107	130373224	NM_014369
AMACR	5	33988307	34008019	NM_014324
GPR148	2	130729151	130730195	NM_207364
AMER3	2	130762072	130764658	NM_152698
HAX1	1	154272723	154275701	NM_006118
SYT17	16	19168646	19267076	NM_016524
GOLIM4	3	168010268	168095285	NM_014498
PCNX4	14	60107638	60134221	NM_001330177
L3MBTL4	18	5956219	6311625	NM_173464
ERCC6L	X	72205013	72238911	NM_017669
GATAD2A	19	19465345	19505474	NM_017660
DYM	18	49044054	49430394	NM_017653
WTH3DI	2	131362955	131363720	NM_001077637
TUBA3D	2	131476199	131482848	NM_080386
ZDHHC23	3	113948802	113960733	NM_001320466
KCTD20	6	36470097	36487175	NM_173562
FRG2	4	363091	190027204	NM_001286820
MAP3K19	2	134964849	135024647	NM_025052
PTGR1	9	111549772	111597422	NM_001146108
CLCN5	X	49925298	50092219	NM_001127899
PIP4K2A	10	22537200	22714326	NM_005028
ORM2	9	114329904	114333134	NM_000608
KHDC1L	6	73223747	73225408	NM_001126063
VEZF1	17	57974472	57988111	NM_001330393
ZNF146	19	36236440	36237319	NM_007145
HIST3H3	1	228424914	228425325	NM_003493
ACOX2	3	58505223	58535106	NM_003500
OLFM4	13	53028836	53050771	NM_006418
MCM3AP	21	46235267	46285286	NM_003906
RPL18A	19	17859956	17863263	NM_000980
RIOK3	18	23453439	23481279	NM_003831
LRRC19	9	26995520	26999694	NM_022901
IDS	X	149482745	149505137	NM_000202
ROCK1	18	20951383	21110910	NM_005406
ACVR2B	3	38454322	38483332	NM_001106
DIRAS1	19	2717209	2717806	NM_145173
MBD5	2	148458758	148512941	NM_018328
MAST1	19	12838572	12874870	NM_014975
GZMK	5	55024322	55033926	NM_002104
TNFAIP6	2	151357666	151379533	NM_007115
ATP8B3	19	1783027	1811736	NM_138813
TRPC5	X	111776312	111952420	NM_012471
ATP6V0A2	12	123712565	123758032	NM_012463
TIMM8B	11	112085294	112086768	NM_012459
SYNGR4	19	48365842	48376318	NM_012451
BORCS5	12	12357117	12465776	NM_058169
NLRC4	2	32224472	32256775	NM_021209
SCML4	6	107705199	107772327	NM_198081
CEBPA	19	33301337	33302519	NM_004364
C9orf131	9	35041144	35045869	NM_203299
ABCA4	1	93993236	94121045	NM_000350
XRCC4	5	83104919	83353242	NM_001318012
CDKN1B	12	12717839	12718946	NM_004064
RAB22A	20	58309976	58359703	NM_020673
CNTN3	3	74264400	74521112	NM_020872
SELL	1	169691783	169711537	NM_000655
RFX2	19	5994834	6047496	NM_000635
ADAMDEC1	8	24384504	24405298	NM_001145271
SYDE2	1	85158749	85200996	NM_032184
CCDC148	2	158172112	158456439	NM_138803
DAPL1	2	158795372	158815821	NM_001017920
FBXL17	5	107861719	108381691	NM_001163315
ACOXL	2	110768389	111117816	NM_001142807
FNBP1L	1	93448281	93552416	NM_001024948
BAZ2B	2	159320264	159478719	NM_013450
NFATC1	18	79396224	79527577	NM_001278669
ASB4	7	95485971	95537759	NM_016116
AKAP2	9	110048699	110168497	NM_001198656
TTC4	1	54715908	54741513	NM_004623
NFIL3	9	91409345	91410734	NM_001289999
CEP162	6	84125069	84226393	NM_014895
HBB	11	5225597	5227021	NM_000518
SUPV3L1	10	69180291	69209035	NM_001323585
ABHD5	3	43690992	43718532	NM_016006
NRSN1	6	24134327	24145946	NM_080723
SMAD4	18	51047046	51078467	NM_005359
LATS2	13	20974869	21046026	NM_014572
PXDN	2	1634203	1744455	NM_012293
ARHGAP8	22	44786527	44862595	NM_001017526
COCH	14	30874938	30889791	NM_001347720
BBOX1	11	27055430	27127453	NM_003986
SFRP4	7	37907478	37916537	NM_003014
TRIM14	9	98087469	98119188	NM_014788
SLC25A21	14	36678483	37172350	NM_030631
COPS5	8	67043232	67061996	NM_006837
C8G	9	136945320	136946781	NM_000606
MAT1A	10	80273780	80289423	NM_000429
XIRP2	2	166903482	167259363	NM_152381
EFCAB6	22	43528852	43782318	NM_022785
HNRNPAB	5	178204837	178210623	NM_031266
TIGD3	11	65355808	65357224	NM_145719
NUF2	1	163326051	163355469	NM_145697
SOX21	13	94711218	94712049	NM_007084
DDX60L	4	168358146	168472699	NM_001345927
CCDC173	2	169645840	169694327	NM_001085447
RNFT2	12	116740497	116852712	NM_001109903
TAF9	5	148137	69365737	NM_001015892
GP9	3	129061739	129062273	NM_000174
GCGR	17	81809018	81813689	NM_000160
MED22	9	133341504	133346662	NM_181491
ERICH2	2	170770681	170798894	NM_001290030
LHFPL2	5	78488896	78510213	NM_005779
MOS	8	56112941	56113982	NM_005372
EPYC	12	90964155	91002565	NM_004950
RAD51D	17	35100952	35119613	NM_001142571
TNFSF4	1	173186515	173207176	NM_003326
SCAND1	20	35953744	35954581	NM_016558
CYBRD1	2	171522272	171554827	NM_024843
SP4	7	21428251	21511269	NM_003112
ADAMTS18	16	77283955	77434695	NM_001326358
ADAMTS12	5	33527187	33891856	NM_030955
GNL2	1	37566854	37595822	NM_001323623
CENPS-CORT	1	10430517	10451595	NM_001270517
TRPC3	4	121879735	121951680	NM_001130698
LEP	7	128252018	128254763	NM_000230
LCAT	16	67939903	67944101	NM_000229
CLDN5	22	19523598	19524510	NM_001130861
RARRES3	11	63536868	63546256	NM_004585
CYP2F1	19	41116188	41128082	NM_000774
CS	12	56273083	56300201	NM_004077
APH1B	15	63277623	63305781	NM_031301
MANSC1	12	12330026	12343314	NM_018050
RAX2	19	3770620	3771880	NM_001319074
SYMPK	19	45815559	45854495	NM_004819
TMEM237	2	201624254	201643400	NM_152388
WIPF1	2	174562546	174585573	NM_001077269
CIITA	16	10877330	10923303	NM_001286402
MSANTD3-TMEFF1	9	100441938	100576600	NM_001198812
HSD11B1	1	209704942	209734521	NM_001206741
CYTH1	17	78676090	78782223	NM_001292018
EVX2	2	176080106	176083776	NM_001080458
HOXD13	2	176092890	176094730	NM_000523
HOXD12	2	176099801	176100760	NM_021193
HOXD11	2	176107355	176109142	NM_021192
C8orf89	8	73241456	73259458	NM_001243237
UPK1B	3	119186741	119203967	NM_006952
EIF4EBP3	5	140547737	140549262	NM_003732
TTC30B	2	177550765	177552763	NM_152517
TTC30A	2	177616703	177618701	NM_152275
PDE11A	2	177629406	178104463	NM_016953
CDHR2	5	176565352	176595672	NM_001171976
CASP4	11	104944752	104968525	NM_033306
RAB3A	19	18197469	18202740	NM_002866
ACO1	9	32405506	32450111	NM_001278352
TMEM110-MUSTN1	3	52833323	52897450	NM_001198974
TXN	9	110244156	110256435	NM_003329
IL1R2	2	102008575	102028392	NM_004633
ENKUR	10	24984369	25061148	NM_145010
DYDC2	10	80344782	80366951	NM_032372
ZC3HC1	7	130018663	130051366	NM_001282190
PLAC9	10	80132762	80145001	NM_001012973
RPE65	1	68429775	68449905	NM_000329
PNPT1	2	55636236	55693823	NM_033109
BARX1	9	93952163	93955146	NM_021570
IFNA17	9	21227603	21228173	NM_021268
B3GALT1	2	167869039	167870020	NM_020981
SRR	17	2315560	2323873	NM_021947
LRRN1	3	3844641	3846792	NM_001324188
PHF14	7	10974323	11102498	NM_014660
MAP3K21	1	233328028	233382711	NM_032435
DNAH7	2	195737920	196068711	NM_018897
WSCD2	12	108195832	108248343	NM_014653
LENEP	1	154993607	154993793	NM_018655
H2AFY2	10	70075658	70111683	NM_018649
PLXDC1	17	39067839	39151437	NM_020405
GORASP1	3	39098235	39107541	NM_031899
CARD16	11	105041399	105045297	NM_052889
MAL2	8	119208472	119243488	NM_052886
PRRX1	1	170664218	170736186	NM_006902
TRMT2A	22	20112562	20116906	NM_001331039
TP53INP1	8	94930478	94940941	NM_001135733
C9orf64	9	83939510	83956500	NM_032307
MARK4	19	45251588	45302710	NM_031417
WIPI1	17	68421772	68457421	NM_017983
CAAP1	9	26842300	26892715	NM_001167575
FCRL4	1	157575523	157597944	NM_031282
TMEM260	14	56579914	56647497	NM_017799
ZXDC	3	126438374	126475865	NM_001040653
AKIRIN1	1	38991380	39004055	NM_024595
RTP3	3	46498062	46500899	NM_031440
RTBDN	19	12825705	12835098	NM_001270440
NXNL1	19	17455646	17460869	NM_138454
THAP6	4	75515452	75527214	NM_144721
KCTD12	13	76885170	76886148	NM_138444
MB21D1	6	73425226	73452181	NM_138441
ADPRHL1	13	113422821	113453437	NM_138430
MCRIP2	16	641991	648190	NM_138418
TAAR6	6	132570321	132571359	NM_175067
DDX51	12	132139271	132144296	NM_175066
AARS2	6	44300546	44313323	NM_020745
LYRM2	6	89637272	89638716	NM_020466
PAIP2B	2	71188478	71202589	NM_020459
TBCEL	11	121045690	121087096	NM_152715
NEIL2	8	11771447	11786273	NM_001349440
HOXC4	12	54053922	54055205	NM_014620
ITGA4	2	181457654	181535527	NM_000885
TOP1	20	41029067	41123297	NM_003286
APCS	1	159587921	159588708	NM_001639
COX6B1	19	35651243	35658647	NM_001863
SLC31A1	9	113256148	113260473	NM_001859
INVS	9	100104521	100300674	NM_001318381
KCNC4	1	110211499	110232972	NM_004978
GFAP	17	44907346	44915486	NM_002055
AGBL1	15	86079972	87028840	NM_152336
NEGR1	1	71407445	72282494	NM_173808
TMEM94	17	75471905	75499334	NM_001321149
ANGEL1	14	76789227	76812827	NM_015305
NDUFV3	21	42893333	42909021	NM_021075
SGIP1	1	66534358	66743095	NM_001350217
PRTN3	19_KI270868v1_alt	19851	847969	NM_002777
TSPAN31	12	57745154	57747290	NM_001330169
SYAP1	X	16719724	16760359	NM_032796
RPUSD4	11	126203417	126211638	NM_032795
POLDIP3	22	42585790	42614857	NM_001278657
C5orf52	5	157671614	157679999	NM_001145132
IQCF5	3	51873732	51875531	NM_001145059
SWAP70	11	9664179	9749970	NM_015055
SNRPA	19	40751408	40765167	NM_004596
RABGGTB	1	75786271	75794650	NM_004582
ARRB1	11	75266162	75351607	NM_004041
AKT1S1	19	49869916	49876655	NM_032375
PIM2	X	48914130	48918834	NM_006875
KDELR3	22	38468233	38482536	NM_006855
ZNF804A	2	184598959	184939026	NM_194250
NEIL3	4	177309953	177362471	NM_018248
CCDC150	2	196639766	196732562	NM_001080539
METTL16	17	2419969	2502331	NM_024086
C8orf46	8	66493648	66516076	NM_152765
CDHR3	7	105963318	106032697	NM_152750
SPARCL1	4	87473774	87499574	NM_001291976
COQ10B	2	197453560	197473924	NM_001320820
UBALD2	17	76265505	76270505	NM_182565
NSUN6	10	18545932	18655063	NM_182543
GLI4	8	143269396	143276804	NM_138465
OR14J1	6	572291	29307655	NM_030946
PPM1A	14	60245847	60292482	NM_021003
LANCL3	X	37571870	37675813	NM_198511
SLC26A11	17	80221560	80252716	NM_001166347
POU4F3	5	146339112	146340444	NM_002700
SENP7	3	101325942	101513130	NM_020654
ST8SIA2	15	92394064	92464385	NM_006011
STARD4	5	111499885	111507433	NM_001308059
BEND2	X	18165008	18220750	NM_153346
BBS2	16	56484760	56519862	NM_031885
PI4KA	22	20708046	20858725	NM_058004
FAM126B	2	200981269	201024009	NM_001321628
RNF121	11	71929061	71996315	NM_018320
CHPT1	12	101697861	101728945	NM_020244
IFNA6	9	21350317	21350887	NM_021002
MC3R	20	56248843	56249815	NM_019888
SH3RF1	4	169096518	169269212	NM_020870
OPN1LW	X	154144283	154158926	NM_020061
