name	name2	chrom	cdsStart	cdsEnd
NM_001178020	BEAN1	chr16	66437676	66480925
NM_001166422	HDAC8	chrX	72567756	72572761
NM_001242861	PRKACB	chr1	84165006	84235305
NM_001205255	OCLN	chr5	69513971	69553671
NM_001205254	OCLN	chr5	69504244	69553671
NM_001195254	APTX	chr9	32973497	32989891
NM_005861	STUB1	chr16	680525	682489
NM_001256674	STOML1	chr15	73983936	73992223
NM_001256672	STOML1	chr15	73983936	73992223
NM_001267617	ARPP21	chr3	35681751	35793958
NM_016300	ARPP21	chr3	35681751	35793958
NM_001256328	CACNA1G	chr17	50561459	50626751
NM_001042497	SLC12A6	chr15	34233880	34336680
NM_001042510	ZNF706	chr8	101200001	101201741
NM_198399	ARPP21	chr3	35681751	35684029
NM_001304963	NUDT10	chrX	51332965	51336239
NM_001323987	CTNNA1	chr5	138886259	138934089
NM_033403	DCLK3	chr3	36715327	36738659
NM_005422	TECTA	chr11	121102665	121190806
NM_004695	SLC16A5	chr17	75093636	75106033
NM_004644	AP3B2	chr15	82659559	82709706
NM_006260	DNAJC3	chr13	95677255	95791030
NM_001625	AK2	chr1	33013180	33036828
NM_001563	IMPG1	chr6	75922088	76072488
NM_001377	DYNC2H1	chr11	103109574	103479253
NM_001402	EEF1A1	chr6	73517809	73520026
NM_001511	CXCL1	chr4	73869470	73870536
NM_001668	ARNT	chr1	150812020	150876567
NM_005531	IFI16	chr1	159014680	159054901
NM_001321904	RTN4	chr2	54973155	55027480
NM_001321863	RTN4	chr2	54973155	55027480
NM_001321862	RTN4	chr2	54973155	55027480
NM_001321861	RTN4	chr2	54973155	55027480
NM_006206	PDGFRA	chr4	54258768	54295272
NM_001166395	CHST4	chr16	71536677	71537838
NM_001282956	PRMT5	chr14	22920903	22929225
NM_178342	C3orf35	chr3	37417266	37417626
NM_178339	C3orf35	chr3	37417266	37435130
NM_001302832	C3orf35	chr3	37417266	37417626
NM_001288710	METTL26	chr16	634596	636290
NM_001287244	RALYL	chr8	84706023	84920911
NM_006336	ZER1	chr9	128731336	128755565
NM_006337	MCRS1	chr12	49558642	49566731
NM_198510	ITIH6	chrX	54749894	54798210
NM_197972	NME7	chr1	169132784	169324395
NM_001305564	TXNL4A	chr18	79973684	79977641
NM_001305563	TXNL4A	chr18	79973684	79977641
NM_001305557	TXNL4A	chr18	79973684	79988392
NM_001306137	TDRD15	chr2	21137467	21143272
NM_001306135	DLEU7	chr13	50823313	50843646
NM_002049	GATA1	chrX	48791109	48794164
NM_001948	DUT	chr15	48332251	48342078
NM_005202	COL8A2	chr1	36097568	36100242
NM_005813	PRKD3	chr2	37253176	37316524
NM_002048	GAS1	chr9	86945741	86946779
NM_001134418	P3H2	chr3	189957911	189995379
NM_000812	GABRB1	chr4	47031651	47426018
NM_001165937	STARD3	chr17	39653531	39662908
NM_001308217	KCNAB1	chr3	156120611	156536747
NM_001308164	GFM1	chr3	158644634	158691467
NM_001329616	ZBED9	chr6	28571910	28579386
NM_002294	LAMP2	chrX	120431322	120469169
NM_001282434	HES6	chr2	238239122	238239905
NM_001282414	PPP1R7	chr2	241149704	241167068
NM_001319209	PPY	chr17	43940927	43942204
NM_001321214	B9D1	chr17	19343458	19362569
NM_001319232	RPL34	chr4	108621959	108625212
NM_001481	GAS8	chr16	90022721	90043345
NM_000462	UBE3A	chr15	25339136	25408648
NM_001277223	TAGLN2	chr1	159918799	159920509
NM_001282863	RSPO2	chr8	107901074	108082638
NM_001282857	XRN1	chr3	142311510	142447944
NM_178312	GGTLC1	chr20	23985215	23986611
NM_178311	GGTLC1	chr20	23985215	23986611
NM_175748	UBR7	chr14	93207291	93227035
NM_175747	OLIG3	chr6	137493351	137494170
NM_175744	RHOC	chr1	112701539	112703799
NM_001288782	TTC8	chr14	88841527	88877410
NM_001288781	TTC8	chr14	88824707	88877410
NM_001288786	TOM1L2	chr17	17847634	17972313
NM_001288783	TTC8	chr14	88857196	88877410
NM_003107	SOX4	chr6	21594534	21595959
NM_003106	SOX2	chr3	181712360	181713314
NM_003105	SORL1	chr11	121452331	121629563
NM_015199	ANKRD28	chr3	15670269	15859403
NM_001040716	PC	chr11	66848898	66872159
NM_001301289	TPM1	chr15	63048575	63071172
NM_001319109	NEPRO	chr3	113005535	113019647
NM_001319110	NEPRO	chr3	113005535	113014002
NM_001307986	ST8SIA5	chr18	46680041	46756508
NM_001308081	DTWD2	chr5	118840916	118988149
NM_018146	MRM3	chr17	782378	792069
NM_017988	SCYL2	chr12	100282970	100339172
NM_001242416	WDR20	chr14	102139923	102222883
NM_144654	C9orf116	chr9	135495512	135499851
NM_144651	PXDNL	chr8	51319890	51809344
NM_014476	PDLIM3	chr4	185502293	185535434
NM_001278510	ZNF229	chr19	44428302	44442847
NM_016354	SLCO4A1	chr20	62656454	62671893
NM_001290263	DOCK10	chr2	224765720	224946951
NM_001278322	MOBP	chr3	39502069	39513383
NM_152458	ZNF785	chr16	30582559	30585611
NM_001281838	GCSAML	chr1	247563596	247574382
NM_001281836	GCSAML	chr1	247563596	247574382
NM_001278553	GRIN2C	chr17	74844236	74855092
NM_001278557	WSB2	chr12	118034195	118062162
NM_001278556	ARPC3	chr12	110435154	110450260
NM_006298	ZKSCAN8	chr6	28148407	28154017
NM_001278558	WSB2	chr12	118034195	118038317
NM_005875	EIF1B	chr3	40309941	40312014
NM_001329642	SPDL1	chr5	169591101	169601824
NM_001324304	RPN2	chr20	37179356	37241315
NM_001324303	RPN2	chr20	37179356	37241341
NM_001146016	TJAP1	chr6	43499001	43505855
NM_001252052	PCMT1	chr6	149749727	149810628
NM_173589	DNHD1	chr11	6498215	6520111
NM_001282796	ZNF7	chr8	144829087	144846178
NM_001282694	FMO1	chr1	171258087	171285544
NM_001135772	LRP5L	chr22	25351798	25360092
NM_001135751	DERL3	chr22	23834826	23838987
NM_001135745	ALS2	chr2	201760802	201768885
NM_001346463	ANO10	chr3	43366905	43605852
NM_001322349	DIS3	chr13	72759794	72778280
NM_001322348	DIS3	chr13	72759794	72781621
NM_002990	CCL22	chr16	57358816	57363588
NM_002951	RPN2	chr20	37179356	37241315
NM_014164	FXYD5	chr19	35155550	35169615
NM_001256213	ATP1A3	chr19	41966936	41993431
NM_001257072	C4orf26	chr4	75556082	75564439
NM_001256959	CLCN6	chr1	11806262	11840223
NM_005727	TSPAN1	chr1	46181107	46185533
NM_001174138	CCK	chr3	42258097	42263630
NM_000729	CCK	chr3	42258097	42263630
NM_001289038	PLAGL1	chr6	143941423	143942659
NM_001204864	ELOC	chr8	73946629	73956010
NM_001204863	ELOC	chr8	73946629	73956010
NM_001198759	LY75-CD302	chr2	159771850	159904682
NM_001199329	FPGT	chr1	74198239	74205374
NM_001199328	FPGT	chr1	74198239	74205832
NM_001199327	FPGT-TNNI3K	chr1	74198239	74464742
NM_001330277	WDSUB1	chr2	159236032	159282808
NM_003477	PDHX	chr11	34916655	34995172
NM_020807	ZNF319	chr16	57996516	57998265
NM_001201572	SEC22C	chr3	42548615	42569046
NM_030968	C1QTNF1	chr17	79043968	79048088
NM_144620	LRRC39	chr1	100149041	100168516
NM_144719	CCDC13	chr3	42708979	42758345
NM_001127207	SMARCAL1	chr2	216414704	216482977
NM_001127212	GAGE2A	chrX	49590650	49596733
NM_013246	CLCF1	chr11	67365135	67373539
NM_001205272	KRBOX1	chr3	42938895	42942647
NM_001135216	ZSCAN31	chr6	28326165	28329683
NM_032689	ZNF607	chr19	37698039	37711618
NM_016647	THEM6	chr8	142727346	142735439
NM_016641	GDE1	chr16	19503469	19521964
NM_001184904	CARD8	chr19	48238378	48241020
NM_001184903	CARD8	chr19	48215366	48241020
NM_001174125	SLC11A2	chr12	50988324	51028225
NM_003705	SLC25A12	chr2	171785273	171894214
NM_006930	SKP1	chr5	134158427	134174022
NM_001145030	TOPAZ1	chr3	44242053	44332011
NM_001282905	ZFAND4	chr10	45616435	45653021
NM_001282913	TCAIM	chr3	44354782	44407682
NM_001282906	ZFAND4	chr10	45616435	45653021
NM_173084	TRIM59	chr3	160437971	160439183
NM_173074	PIGF	chr2	46588104	46615164
NM_033300	LRP8	chr1	53247017	53327912
NM_007333	KLRC3	chr12	10415607	10420550
NM_001136157	OTUD5	chrX	48923173	48957570
NM_001282876	TMEM139	chr7	143285957	143286829
NM_032641	SPSB2	chr12	6871191	6872901
NM_001320334	KIAA1143	chr3	44753548	44761602
NM_020242	KIF15	chr3	44761865	44852735
NM_001308954	ACSM2A	chr16	20460114	20486678
NM_001323505	OSMR	chr5	38869044	38933444
NM_000784	CYP27A1	chr2	218782182	218815030
NM_022842	CDCP1	chr3	45085637	45146287
NM_178181	CDCP1	chr3	45110464	45146287
NM_006303	AIMP2	chr7	6009363	6023691
NM_002861	PCYT2	chr17	81904832	81911355
NM_007062	PWP1	chr12	107685899	107712220
NM_001320214	SRSF5	chr14	69768156	69771461
NM_001302999	LIPI	chr21	14108992	14210845
NM_001322955	TMEM183A	chr1	203007465	203022949
NM_001320436	TMEM95	chr17	7355204	7356632
NM_006661	PDE10A	chr6	165333024	165576448
NM_001251977	RCAN3	chr1	24514372	24535277
NM_001251971	SPAG9	chr17	50966271	51046660
NM_024513	FYCO1	chr3	45921764	45984910
NM_002476	MYL4	chr17	47209422	47223042
NM_002463	MX2	chr21	41376906	41408233
NM_001161473	ALDH3B1	chr11	68015297	68027939
NM_001135924	VWDE	chr7	12331182	12403716
NM_001942	DSG1	chr18	31318300	31355346
NM_003503	CDC7	chr1	91501716	91524435
NM_001324285	STAM	chr10	17684699	17714780
NM_001329634	FBXO46	chr19	45711683	45713495
NM_001330633	CAST	chr5	96722677	96771679
NM_000185	SERPIND1	chr22	20779312	20787066
NM_001190707	ALS2CL	chr3	46670983	46689440
NM_147129	ALS2CL	chr3	46670983	46689440
NM_013270	PRSS50	chr3	46712245	46717824
NM_001039661	TIRAP	chr11	126290894	126293687
NM_199183	PRSS45	chr3	46742349	46744755
NM_182702	PRSS42	chr3	46830403	46834095
NM_001271825	SERPINB6	chr6	2948297	2959332
NM_001276506	SDHD	chr11	112086907	112093197
NM_001276495	PSG4	chr19	43193371	43205536
NM_001276504	SDHD	chr11	112086907	112094970
NM_001277952	ZNF83	chr19	52613013	52614564
NM_014479	ADAMDEC1	chr8	24384504	24405298
NM_014470	RND1	chr12	48857995	48865767
NM_005040	PRCP	chr11	82824905	82900402
NM_014463	LSM3	chr3	14178860	14198116
NM_014462	LSM1	chr8	38163669	38176320
NM_021183	RAP2C	chrX	132214167	132217268
NM_001134878	KIF9	chr3	47228651	47277374
NM_022342	KIF9	chr3	47228651	47277374
NM_182902	KIF9	chr3	47228651	47277374
NM_024415	DDX4	chr5	55738963	55816540
NM_001308152	ARHGEF10	chr8	1843399	1957263
NM_006951	TAF5	chr10	103367989	103388223
NM_000589	IL4	chr5	132674050	132682587
NM_000600	IL6	chr7	22727262	22731573
NM_000587	C7	chr5	40909610	40981573
NM_004136	IREB2	chr15	78438337	78498143
NM_001048174	MUTYH	chr1	45329305	45334505
NM_001079858	ADGRG2	chrX	18990863	19068834
NM_003128	SPTBN1	chr2	54526418	54668569
NM_001143759	LRRC27	chr10	132333524	132351737
NM_001161565	TNIK	chr3	171063880	171460063
NM_001289405	MMS19	chr10	97458691	97498384
NM_016298	FBXO40	chr3	121620575	121626910
NM_016304	RSL24D1	chr15	55182151	55196890
NM_016303	TCEAL9	chrX	103357684	103357999
NM_147130	NCR3	chr6	31589066	31592721
NM_001301188	TRIB3	chr20	388010	396690
NM_001301193	TRIB3	chr20	388010	396690
NM_001301272	MT1F	chr16	56658058	56658781
NM_001301267	MT1G	chr16	56666878	56667993
NM_001080525	SPINK8	chr3	48306991	48328341
NM_001159927	FBXW12	chr3	48372767	48394659
NM_001159929	FBXW12	chr3	48372287	48394659
NM_207102	FBXW12	chr3	48372767	48394659
NM_001331008	ITSN1	chr21	33718828	33836988
NM_001329906	NODAL	chr10	70432935	70435777
NM_001329872	AQP1	chr7	30911909	30924009
NM_001329863	TRUB2	chr9	128309549	128315825
NM_001329862	TRUB2	chr9	128309549	128321671
NM_001256965	CCDC51	chr3	48432407	48433856
NM_001270990	EPGN	chr4	74308533	74314637
NM_001271156	ZFP41	chr8	143249840	143250440
NM_001256969	CCDC51	chr3	48432407	48433856
NM_024661	CCDC51	chr3	48432407	48435128
NM_001256614	HTR3E	chr3	184100372	184106693
NM_001256613	HTR3E	chr3	184097529	184106693
NM_020647	JPH1	chr8	74237222	74321287
NM_018266	TMEM39A	chr3	119431980	119462074
NM_052940	LRRC42	chr1	53951999	53967939
NM_001256619	R3HCC1L	chr10	98208114	98244158
NM_007248	TREX1	chr3	48466685	48467600
NM_016381	TREX1	chr3	48466490	48467600
NM_001276457	ELF2	chr4	139058982	139084190
NM_001272068	SHISA5	chr3	48469106	48501276
NM_001276311	NOL3	chr16	67174169	67175097
NM_016056	TMBIM4	chr12	66137959	66169951
NM_015953	NOSIP	chr19	49555750	49560691
NM_015945	SLC35C2	chr20	46350393	46358506
NM_001270531	WTAP	chr6	159736265	159755611
NM_001318315	HSCB	chr22	28742095	28751244
NM_001329849	MYT1L	chr2	1791235	1979777
NM_001329848	MYT1L	chr2	1791866	1979777
NM_016429	COPZ2	chr17	48026427	48037777
NM_014938	MLXIP	chr12	122078853	122141812
NM_019006	ZFAND6	chr15	80120344	80137628
NM_019071	ING3	chr7	120950896	120974844
NM_020641	EQTN	chr9	27284722	27297055
NM_014961	RUFY3	chr4	70722573	70791297
NM_020633	VN1R1	chr19	57455424	57456486
NM_020062	SLC2A4RG	chr20	63739912	63742990
NM_001313964	DNAJB1	chr19	14515939	14516957
NM_001313959	AFF1	chr4	87007407	87135701
NM_001008269	TMEM89	chr3	48620841	48621756
NM_001112736	FAM208A	chr3	56623787	56683006
NM_001199463	PDCD2	chr6	170583027	170584581
NM_001199461	PDCD2	chr6	170582257	170584581
NM_001199456	BRD2	chr6	32974573	32980718
NM_014756	CKAP5	chr11	46744022	46821231
NM_030665	RAI1	chr17	17792948	17809981
NM_001517	GTF2H4	chr6	30909036	30913983
NM_001080485	ZNF275	chrX	153336679	153347773
NM_015553	IPCEF1	chr6	154159827	154265947
NM_001178107	ZNF185	chrX	152914489	152970541
NM_001173463	KIF21A	chr12	39294423	39442970
NM_000677	ADORA3	chr1	111499949	111503354
NM_001171	ABCC6	chr16	16150132	16223434
NM_001348325	TRIP12	chr2	229767553	229880079
NM_001322211	RMDN2	chr2	37929277	38017239
NM_001321961	LRRC6	chr8	132572305	132675493
NM_001330556	DOK4	chr16	57473376	57479507
NM_001330553	AKAIN1	chr18	5145561	5197488
NM_001291717	PRAME	chr22	22548066	22551062
NM_001320592	ADD3	chr10	110100653	110133618
NM_000954	PTGDS	chr9	136977578	136980855
NM_174929	ZMIZ2	chr7	44756249	44767623
NM_001293286	SPATS2	chr12	49461012	49526255
NM_001320863	IAH1	chr2	9481341	9488329
NM_001144876	DOK3	chr5	177503044	177509540
NM_001257967	CCDC129	chr7	31549492	31652829
NM_018114	DALRD3	chr3	49015587	49017829
NM_198896	RAB6A	chr11	73677897	73760635
NM_199004	ARRB2	chr17	4710721	4721039
NM_198904	GABRG2	chr5	162067999	162153368
NM_001320580	QRICH1	chr3	49030451	49077017
NM_001320581	QRICH1	chr3	49030451	49077017
NM_001320582	QRICH1	chr3	49030451	49077017
NM_001320583	QRICH1	chr3	49030451	49077017
NM_001320584	QRICH1	chr3	49030451	49077017
NM_001320585	QRICH1	chr3	49030451	49077017
NM_017730	QRICH1	chr3	49030451	49077017
NM_198880	QRICH1	chr3	49030451	49077017
NM_001276418	SEC16A	chr9	136441754	136477615
NM_005031	FXYD1	chr19	35140079	35142742
NM_004930	CAPZB	chr1	19339529	19485438
NM_001198810	SLC43A1	chr11	57485095	57514111
NM_001198855	CYP2C8	chr10	95037127	95067649
NM_001198854	CYP2C8	chr10	95037127	95069221
NM_001198853	CYP2C8	chr10	95037127	95067649
NM_001198843	RBM4	chr11	66639711	66646046
NM_001198842	CCT2	chr12	69586815	69601325
NM_005726	TSFM	chr12	57782801	57796583
NM_001289174	VPS52	chr6	33250840	33270225
NM_174855	IDH3B	chr20	2658441	2664188
NM_022903	CCDC71	chr3	49162804	49164208
NM_172213	CD8B	chr2	86815606	86861865
NM_001080528	C3orf84	chr3	49177635	49191771
NM_145687	MAP4K4	chr2	101698080	101891249
NM_198562	C3orf62	chr3	49271179	49276872
NM_000911	OPRD1	chr1	28812383	28863283
NM_001011	RPS7	chr2	3575609	3580882
NM_153456	HS6ST3	chr13	96090862	96833198
NM_153362	PRSS35	chr6	83523441	83524683
NM_153262	SYT14	chr1	209938264	210161042
NM_001317768	RIPPLY3	chr21	37017886	37018207
NM_001317777	RIPPLY3	chr21	37017886	37018207
NM_001291230	ESR1	chr6	151807912	152098966
NM_001330993	GRIK1	chr21	29537229	29939500
NM_001304461	SERPINA12	chr14	94487302	94498397
NM_001184819	GNL3L	chrX	54532566	54560602
NM_032316	NICN1	chr3	49424832	49429239
NM_001168482	ARMCX5	chrX	102602141	102603818
NM_001170535	ATAD3A	chr1	1512268	1534072
NM_001168465	MAP7D2	chrX	20010802	20116879
NM_001172111	SENP8	chr15	72139623	72140262
NM_001172110	SENP8	chr15	72139623	72140262
NM_001172087	PEX2	chr8	76983260	76984178
NM_001172086	PEX2	chr8	76983260	76984178
NM_001277198	CNIH4	chr1	224356924	224371423
NM_001171949	KXD1	chr19	18562056	18568631
NM_001277197	CNIH4	chr1	224356924	224375822
NM_001168478	ARMCX5	chrX	102602141	102603818
NM_003550	MAD1L1	chr7	1816069	2230133
NM_001322797	IDE	chr10	92454443	92483328
NM_001322796	IDE	chr10	92454443	92537525
NM_006194	PAX9	chr14	36662089	36676452
NM_006151	LPO	chr17	58242979	58267994
NM_177543	PLPP2	chr19	281387	291066
NM_177533	NUDT14	chr14	105173020	105181209
NM_001199816	GGCT	chr7	30497177	30504709
NM_001031854	ACCSL	chr11	44048036	44059920
NM_152528	WDSUB1	chr2	159236032	159283069
NM_173557	RNF152	chr18	61815851	61816463
NM_173540	FUT11	chr10	73772333	73775685
NM_001320600	CEP70	chr3	138537173	138572927
NM_024046	CAMKV	chr3	49859317	49862388
NM_001301251	ACBD5	chr10	27197429	27231795
NM_001302823	GHRL	chr3	10285874	10290180
NM_001320132	DFFB	chr1	3865717	3883741
NM_001164106	MOV10L1	chr22	50147141	50161449
NM_001164546	DISC1	chr1	231626867	231958873
NM_000051	ATM	chr11	108227624	108365508
NM_001324257	ZNF37A	chr10	38096617	38146820
NM_001260	CDK8	chr13	26254641	26404081
NM_001324258	ZNF37A	chr10	38096617	38146820
NM_001330766	ZNF415	chr19	53108376	53116386
NM_001329766	HKR1	chr19	37324921	37363775
NM_001330765	DEDD	chr1	161122146	161124462
NM_020209	SHD	chr19	4280063	4290633
NM_001282636	DBI	chr2	119368250	119372318
NM_001282634	DBI	chr2	119367584	119372318
NM_001282619	GNAI2	chr3	50251673	50257690
NM_001167582	RBM6	chr3	50048253	50077133
NM_001101311	TMEM176B	chr7	150791530	150796569
NM_003921	BCL10	chr1	85267626	85276352
NM_000553	WRN	chr8	31058447	31173102
NM_000945	PPP3R1	chr2	68180962	68252127
NM_033159	HYAL1	chr3	50300482	50302956
NM_153282	HYAL1	chr3	50300482	50302956
NM_153283	HYAL1	chr3	50300482	50302410
NM_148842	RCC1L	chr7	75028031	75073737
NM_153281	HYAL1	chr3	50300482	50302956
NM_018973	DPM3	chr1	155139961	155140330
NM_001297559	HTRA3	chr4	8269968	8295717
NM_001291937	NTRK2	chr9	84670748	84810579
NM_001271889	CIB2	chr15	78105310	78131215
NM_001286474	C6orf10	chr6	32292980	32371706
NM_004157	PRKAR2A	chr3	48751584	48847596
NM_004152	OAZ1	chr19	2269598	2273108
NM_004121	GGT5	chr22	24219969	24244725
NM_004365	CETN3	chr5	90394063	90409661
NM_004309	ARHGDIA	chr17	81868875	81869930
NM_000789	ACE	chr17	63477094	63497366
NM_003990	PAX2	chr10	100746260	100827683
NM_003989	PAX2	chr10	100746260	100827683
NM_001171111	FAM133A	chrX	93709419	93710166
NM_001171166	CAMTA2	chr17	4968755	4987629
NM_004906	WTAP	chr6	159736265	159755611
NM_001382	DPAGT1	chr11	119096997	119101655
NM_001253698	ERBIN	chr5	65992718	66078530
NM_001329191	RLN2	chr9	5300097	5300400
NM_001322220	DHX8	chr17	43484037	43526233
NM_001227	CASP7	chr10	113697493	113729540
NM_003988	PAX2	chr10	100746260	100827095
NM_001201352	ASGR2	chr17	7101574	7114240
NM_001190997	SLC6A13	chr12	220947	260052
NM_014055	IFT81	chr12	110127380	110218226
NM_001313972	TXNIP	chr1	145993850	145995561
NM_001316323	POLR2E	chr19	1089485	1091860
NM_001316346	RECK	chr9	36036998	36085375
NM_006004	UQCRH	chr1	46303766	46316584
NM_001199802	RPL11	chr1	23691823	23696373
NM_001346941	EGFR	chr7	55019277	55205617
NM_006830	UQCR11	chr19	1599439	1605409
NM_001243750	NUDT8	chr11	67627945	67629911
NM_053025	MYLK	chr3	123614104	123793841
NM_001122634	CPS1	chr2	210595576	210677985
NM_005843	STAM2	chr2	152120573	152175642
NM_017615	NSMCE4A	chr10	121959335	121975165
NM_017613	DONSON	chr21	33578306	33588641
NM_017646	TRIT1	chr1	39841743	39883491
NM_001281299	EDF1	chr9	136862283	136866258
NM_001280798	GLS2	chr12	56471486	56477701
NM_001271876	ESR2	chr14	64228026	64282985
NM_001164160	PPP6R3	chr11	68537664	68613117
NM_001281426	DCTN3	chr9	34614078	34620464
NM_001281302	GFM2	chr5	74721654	74765106
NM_001297659	TSSC4	chr11	2402633	2403623
NM_178128	FADS6	chr17	74878330	74893595
NM_177537	MAGED4B	chrX	52185922	52191865
NM_138769	RHOT2	chr16	668199	673606
NM_181741	ORC4	chr2	147935509	147975958
NM_182485	CPEB2	chr4	15002673	15066380
NM_199357	ARHGAP11A	chr15	32616211	32635938
NM_182802	MCM8	chr20	5952015	5994391
NM_014925	R3HDM2	chr12	57254772	57310428
NM_014921	ADGRL1	chr19	14150872	14183602
NM_006142	SFN	chr1	26863212	26863959
NM_006147	IRF6	chr1	209788419	209801413
NM_006133	DAGLA	chr11	61720155	61744489
NM_006123	IDS	chrX	149487287	149505137
NM_006116	TAB1	chr22	39399802	39430222
NM_001277176	WDR72	chr15	53517698	53541080
NM_001276294	NISCH	chr3	52455641	52480898
NM_004484	GPC3	chrX	133536123	133985449
NM_001167	XIAP	chrX	123885662	123907181
NM_015492	C15orf39	chr15	75206048	75211116
NM_018324	OLAH	chr10	15047288	15073229
NM_015168	ZC3H4	chr19	47066355	47112584
NM_001136042	PTGES3L-AARSD1	chr17	42950592	42980182
NM_022066	UBE2O	chr17	76390942	76453141
NM_001144027	NDOR1	chr9	137205777	137216312
NM_007227	GPR45	chr2	105241858	105242977
NM_007334	KLRD1	chr12	10308077	10314793
NM_203330	CD59	chr11	33710125	33722445
NM_203327	SLC23A2	chr20	4856971	4932562
NM_203331	CD59	chr11	33710125	33722445
NM_203329	CD59	chr11	33710125	33722445
NM_152932	GLT8D1	chr3	52694844	52700460
NM_001010983	GLT8D1	chr3	52694844	52700460
NM_001278297	FAM131B	chr7	143356549	143359010
NM_001278281	GLT8D1	chr3	52694844	52700460
NM_017909	RMND1	chr6	151405234	151445811
NM_002215	ITIH1	chr3	52777615	52791911
NM_001166434	ITIH1	chr3	52779447	52791911
NM_001166435	ITIH1	chr3	52782201	52791911
NM_001166436	ITIH1	chr3	52782201	52791911
NM_002217	ITIH3	chr3	52794803	52808681
NM_001166449	ITIH4	chr3	52813420	52830642
NM_002218	ITIH4	chr3	52813420	52830642
NM_001204303	APP	chr21	25881669	26170620
NM_152278	TCEAL7	chrX	103331403	103331706
NM_006928	PMEL	chr12	55954213	55966011
NM_007011	ABHD2	chr15	89116327	89195423
NM_006899	IDH3B	chr20	2658750	2664188
NM_033031	CCNB3	chrX	50285163	50351703
NM_182984	TRMT2A	chr22	20112562	20116906
NM_001318022	OR2H1	chr6	29461769	29462720
NM_001143841	TMEM106C	chr12	47964236	47968229
NM_001282468	GOLGA8M	chr15	28701953	28712323
NM_001286173	C2CD5	chr12	22449759	22544150
NM_001286174	C2CD5	chr12	22449759	22544150
NM_014039	C11orf54	chr11	93747393	93761688
NM_001281736	ENOX2	chrX	130625313	130703216
NM_001281733	SLC26A6	chr3	48625985	48635393
NM_001281732	SLC26A6	chr3	48625985	48635393
NM_001281728	DYNLRB1	chr20	34534647	34540624
NM_001281727	DYNLRB1	chr20	34534647	34540624
NM_001281729	DYNLRB1	chr20	34530134	34540624
NM_001281726	BTD	chr3	15601850	15642138
NM_001281719	UBB	chr17	16381907	16382597
NM_001281718	UBB	chr17	16381907	16382597
NM_001281534	EPB41L3	chr18	5394682	5489183
NM_017411	SMN2	chr5	70049685	70076571
NM_018189	DPPA4	chr3	109327987	109337517
NM_014750	DLGAP5	chr14	55148350	55189179
NM_006667	PGRMC1	chrX	119236363	119243254
NM_007075	WDR45	chrX	49074802	49078095
NM_007076	FICD	chr12	108516972	108519475
NM_020678	LRTM1	chr3	54918458	54927911
NM_001304389	LRTM1	chr3	54918458	54924994
NM_001205315	STEAP4	chr7	88279397	88284269
NM_001323084	PHYH	chr10	13278300	13294541
NM_014712	SETD1A	chr16	30958731	30984023
NM_001128916	TOMM40	chr19	44891415	44903169
NM_005271	GLUD1	chr10	87051750	87094769
NM_005269	GLI1	chr12	57463691	57472061
NM_012421	RLF	chr1	40161399	40240447
NM_001131035	ZCCHC9	chr5	81304757	81312662
NM_019555	ARHGEF3	chr3	56729269	56801798
NM_001286274	KIAA1586	chr6	57046755	57054863
NM_001130929	C7orf73	chr7	135662579	135674165
NM_001131028	ATG10	chr5	81987570	82253425
NM_181727	SPATA12	chr3	57073694	57074267
NM_006639	CYSLTR1	chrX	78272732	78273746
NM_013251	TAC3	chr12	57012378	57015797
NM_004349	RUNX1T1	chr8	91960241	92062552
NM_007272	CTRC	chr1	15438464	15446589
NM_007268	VSIG4	chrX	66022262	66039998
NM_001286781	ANTXR2	chr4	79907428	80069500
NM_001286780	ANTXR2	chr4	79907428	80069500
NM_001286779	GARNL3	chr9	127263991	127393254
NM_001322347	LMAN2L	chr2	96707255	96734418
NM_177966	PDE12	chr3	57556379	57560004
NM_001322176	PDE12	chr3	57556379	57654793
NM_001848	COL6A1	chr21	45981850	46004013
NM_152678	DENND6A	chr3	57628213	57693018
NM_001164317	FLNB	chr3	58008564	58170762
NM_001164318	FLNB	chr3	58008564	58170762
NM_001164319	FLNB	chr3	58008564	58170762
NM_001457	FLNB	chr3	58008564	58170762
NM_001256560	DNASE1L3	chr3	58192686	58210906
NM_005008	SNU13	chr22	41674932	41682358
NM_001320537	SLC37A1	chr21	42518454	42580360
NM_020676	ABHD6	chr3	58256586	58293765
NM_001349181	RNF144A	chr2	6996926	7073371
NM_001282612	OLFM1	chr9	135087373	135120178
NM_001282611	OLFM1	chr9	135087989	135120178
NM_014841	SNAP91	chr6	83556152	83707927
NM_001318715	KIFC3	chr16	57759148	57771650
NM_001303134	ZDHHC6	chr10	112430803	112445436
NM_153331	KCTD6	chr3	58498755	58501632
NM_000018	ACADVL	chr17	7219984	7225097
NM_004746	DLGAP1	chr18	3499184	3880068
NM_173526	FAM71D	chr14	67198161	67225197
NM_001100393	RALYL	chr8	84529321	84920911
NM_001294345	NINJ2	chr12	565234	610357
NM_001304941	GPATCH8	chr17	44397567	44436504
NM_001321086	NPAS1	chr19	47035969	47042872
NM_001330364	SMYD1	chr2	88067864	88110512
NM_000559	HBG1	chr11	5248358	5249804
NM_001322219	DHX8	chr17	43484037	43536478
NM_002890	RASA1	chr5	87268451	87390883
NM_182563	BRICD5	chr16	2209361	2210833
NM_182533	FAAP20	chr1	2189708	2194749
