name	name2	chrom	cdsStart	cdsEnd
NM_001256412	RAB18	chr10	27793298	27826980
NM_001256411	RAB18	chr10	27793298	27827020
NM_001256409	LRRC42	chr1	54417672	54433612
NM_001256410	RAB18	chr10	27793298	27826980
NM_001256399	ELOVL1	chr1	43829586	43831280
NM_001256408	LOC158434	chr9	98871028	98876950
NM_001256398	BCO2	chr11	112046324	112088597
NM_001256397	BCO2	chr11	112050014	112088597
NM_001256396	RHBG	chr1	156339203	156354637
NM_001256405	KDM2A	chr11	67007678	67022526
NM_001256395	RHBG	chr1	156347111	156354637
NM_001080449	DNA2	chr10	70174795	70231621
NM_001080436	WTIP	chr19	34972879	34991174
NM_001014835	PAK4	chr19	39660193	39669219
NM_001033714	NOP2	chr12	6666158	6677084
NM_001142782	MAGI3	chr1	113933655	114226636
NM_001142778	HSD3B7	chr16	30996979	30999148
NM_021167	GATAD1	chr7	92077043	92085876
NM_001206627	TRIM49D1	chr11	89659929	89666053
NM_024027	COLEC11	chr2	3651930	3691708
NM_024013	IFNA1	chr9	21440506	21441076
NM_023110	FGFR1	chr8	38271145	38314964
NM_024081	PRRG4	chr11	32852075	32875073
NM_024076	KCTD15	chr19	34291359	34302707
NM_024295	DERL1	chr8	124027686	124054362
NM_000044	AR	chrX	66764988	66943683
NM_013432	TONSL	chr8	145654525	145669797
NM_013403	STRN4	chr19	47223858	47249687
NM_020770	CGN	chr1	151490995	151509822
NM_020768	KCTD16	chr5	143586277	143853677
NM_020765	UBR4	chr1	19401325	19536742
NM_020660	GJD2	chr15	35044678	35046689
NM_020648	TWSG1	chr18	9337227	9399525
NM_021220	OVOL2	chr20	18005279	18038278
NM_021218	INIP	chr9	115449817	115478765
NM_021217	ZNF77	chr19	2933486	2944838
NM_021216	ZNF71	chr19	57132655	57134125
NM_021215	RPRD1B	chr20	36662349	36718277
NM_021214	ABHD17C	chr15	80987770	81046711
NM_021213	PCTP	chr17	53828464	53853461
NM_021211	ZBED5	chr11	10874410	10876492
NM_021199	SQRDL	chr15	45951121	45983228
NM_021209	NLRC4	chr2	32449541	32481844
NM_021210	TRAPPC1	chr17	7833923	7835147
NM_021198	CTDSP1	chr2	219264813	219269148
NM_021197	WFDC1	chr16	84328577	84360546
NM_021196	SLC4A5	chr2	74448593	74542150
NM_021205	RHOU	chr1	228871489	228879487
NM_021195	CLDN6	chr16	3065359	3066022
NM_021204	ENOPH1	chr4	83351982	83381273
NM_021194	SLC30A1	chr1	211748729	211751954
NM_021192	HOXD11	chr2	176972083	176973870
NM_021202	TP53INP2	chr20	33296543	33298111
NM_021201	MS4A7	chr11	60150614	60161334
NM_021187	CYP4F11	chr19	16024541	16045218
NM_021200	PLEKHB1	chr11	73357653	73372647
NM_021190	PTBP2	chr1	97187420	97278961
NM_021188	ZNF410	chr14	74358878	74398244
NM_021083	XK	chrX	37545214	37587715
NM_020975	RET	chr10	43572706	43623717
NM_021185	CATSPERG	chr19	38827874	38861432
NM_021183	RAP2C	chrX	131348195	131351296
NM_021182	HMHB1	chr5	143191832	143200133
NM_020525	IL22	chr12	68642578	68647228
NM_021179	CCDC181	chr1	169364284	169394165
NM_021178	CCNB1IP1	chr14	20779708	20784682
NM_021177	LSM2	chr6	31765533	31774534
NM_001242909	RSPO1	chr1	38078426	38095573
NM_001005362	DNM2	chr19	10828918	10941723
NM_001010867	IBA57	chr1	228353517	228363214
NM_001010866	TMEM201	chr1	9648988	9662349
NM_001261382	UEVLD	chr11	18553866	18610201
NM_001031696	PLD3	chr19	40872390	40884080
NM_001040662	METTL21D	chr14	50576416	50583270
NM_001080143	CT47A4	chrX	120103049	120104803
NM_001040661	SLC29A4	chr7	5327447	5342570
NM_001159597	SH3YL1	chr2	218810	263984
NM_001159596	BIVM	chr13	103473468	103492215
NM_001199038	SERINC2	chr1	31882684	31907046
NM_001199853	AK3	chr9	4712975	4722566
NM_001198938	DTNA	chr18	32335940	32470404
NM_001199233	LOC100505478	chr9	117428922	117434003
NM_001199219	INMT	chr7	30791766	30795467
NM_001848	COL6A1	chr21	47401764	47423927
NM_006174	NPY5R	chr4	164271425	164272763
NM_006170	NOP2	chr12	6666158	6677084
NM_006169	NNMT	chr11	114167278	114183199
NM_006168	NKX6-1	chr4	85414441	85419381
NM_006167	NKX3-1	chr8	23538733	23540402
NM_006166	NFYB	chr12	104513514	104529231
NM_006165	NFRKB	chr11	129734619	129762783
NM_019111	HLA-DRA	chr6	32407727	32411687
NM_001166435	ITIH1	chr3	52816217	52825927
NM_001184991	NDUFC1	chr4	140213703	140216952
NM_000898	MAOB	chrX	43626712	43741545
NM_001971	CELA1	chr12	51722360	51740422
NM_001903	CTNNA1	chr5	138117613	138269778
NM_001970	EIF5A	chr17	7212954	7214959
NM_002003	FCN1	chr9	137801643	137809717
NM_001968	EIF4E	chr4	99802178	99850263
NM_024494	WNT2B	chr1	113051884	113063131
NM_052963	TOP1MT	chr8	144391610	144417031
NM_052962	IL22RA2	chr6	137466760	137482886
NM_213620	ATP6V1H	chr8	54628523	54754250
NM_001001575	PDE9A	chr21	44073976	44195403
NM_001272049	TRAP1	chr16	3708129	3767509
NM_001007074	RPL32	chr3	12877592	12881736
NM_001010986	ATP11C	chrX	138811058	138914348
NM_001008274	TRIM72	chr16	31226059	31236076
NM_001018053	PFKFB2	chr1	207228062	207252364
NM_001039584	PICK1	chr22	38453816	38471139
NM_001105533	CPED1	chr7	120629675	120901727
NM_001160113	C15orf40	chr15	83677161	83680359
NM_001160109	NOS3	chr7	150690891	150700783
NM_001160042	IQCC	chr1	32671282	32673683
NM_001160036	RHOBTB2	chr8	22852096	22874982
NM_001160031	FLT1	chr13	28973180	29068980
NM_001160094	ACOT13	chr6	24687909	24701843
NM_001160104	ZC3H14	chr14	89029477	89078095
NM_007102	GUCA2B	chr1	42619121	42621267
NM_024730	RERGL	chr12	18234124	18242217
NM_001080138	CT47A9	chrX	120112769	120114523
NM_000533	PLP1	chrX	103031923	103045526
NM_000532	PCCB	chr3	135969217	136048868
NM_001934	DLX4	chr17	48050369	48051307
NM_002034	FUT5	chr19	5866611	5867736
NM_001933	DLST	chr14	75348656	75369033
NM_001932	MPP3	chr17	41879068	41909274
NM_002053	GBP1	chr1	89519037	89528917
NM_170741	KCNJ16	chr17	68128228	68129485
NM_170740	ALDH5A1	chr6	24495224	24533940
NM_177552	SULT1A3	chr16	29472706	29475896
NM_177552	SULT1A3	chr16	30212049	30215241
NM_177550	SLC13A5	chr17	6589525	6616652
NM_177543	PPAP2C	chr19	281387	291066
NM_177542	SNRPD2	chr19	46190810	46191796
NM_177540	TAS1R1	chr1	6615433	6639644
NM_177538	CYP20A1	chr2	204103785	204161631
NM_177537	MAGED4B	chrX	51805325	51811268
NM_177537	MAGED4B	chrX	51929018	51934961
NM_177536	SULT1A1	chr16	28617141	28634518
NM_177535	MAGED4B	chrX	51805124	51811268
NM_177535	MAGED4B	chrX	51929018	51935162
NM_177534	SULT1A1	chr16	28617141	28620176
NM_177533	NUDT14	chr14	105639357	105647546
NM_177532	RASSF6	chr4	74441951	74477512
NM_177531	PKHD1L1	chr8	110374809	110542319
NM_002940	ABCE1	chr4	146025564	146048725
NM_002585	PBX1	chr1	164529059	164815913
NM_001199356	RPL17-C18orf32	chr18	47009961	47017264
NM_001199355	RPL17-C18orf32	chr18	47009961	47017941
NM_001199346	C18orf32	chr18	47008714	47010118
NM_001199345	RPL17	chr18	47014888	47017264
NM_001166113	PNPLA6	chr19	7600436	7626448
NM_004643	PABPN1	chr14	23790678	23794495
NM_004854	CHST10	chr2	101009706	101023137
NM_004853	STX8	chr17	9153894	9479125
NM_004852	ONECUT2	chr18	55102948	55143955
NM_004851	NAPSA	chr19	50861809	50868878
NM_001002245	ANAPC11	chr17	79852353	79857941
NM_001002244	ANAPC11	chr17	79852353	79857976
NM_001112707	TLK2	chr17	60558486	60689926
NM_001112706	SCIN	chr7	12610412	12692340
NM_001199241	KYNU	chr2	143642936	143799741
NM_001199240	GPANK1	chr6	31630042	31632255
NM_052925	LENG8	chr19	54962521	54972108
NM_053024	PFN2	chr3	149684275	149688643
NM_052924	RHPN1	chr8	144451157	144464821
NM_053023	ZFP91	chr11	58346754	58385179
NM_052923	SCAND3	chr6	28539687	28554494
NM_052920	KLHL29	chr2	23785066	23929534
NM_052918	SORCS1	chr10	108337177	108924284
NM_052917	GALNT13	chr2	154801010	155307063
NM_053017	ART5	chr11	3659967	3663092
NM_053016	PALM2	chr9	112542768	112705705
NM_001144756	NPFFR2	chr4	72934738	73013529
NM_001145306	CDK6	chr7	92244453	92462637
NM_001080480	MBOAT1	chr6	20102516	20212465
NM_001145645	TNFSF13B	chr13	108922243	108959286
NM_001039660	IL18BP	chr11	71711030	71712907
NM_001039659	IL18BP	chr11	71711030	71712907
NM_001278119	ZKSCAN8	chr6	28116185	28121795
NM_001079675	ETV4	chr17	41605886	41622985
NM_001161465	JMJD4	chr1	227920092	227923112
NM_001077654	TNFAIP8	chr5	118604601	118729076
NM_001077653	TBX20	chr7	35242041	35293231
NM_001145095	HHLA1	chr8	133076241	133117512
NM_001142766	PCDH15	chr10	55581617	56424022
NM_001077491	KLK5	chr19	51446886	51455913
NM_001079809	TMEM183B	chr1	202976593	202992168
NM_001080779	MYO1C	chr17	1369019	1395781
NM_001083956	ZNF655	chr7	99158182	99171207
NM_001083953	THADA	chr2	43458086	43819531
NM_001040630	NCALD	chr8	102701536	102731857
NM_001040628	NCALD	chr8	102701536	102731857
NM_001040627	NCALD	chr8	102701536	102731857
NM_001099408	EIF4E1B	chr5	176069788	176072981
NM_001014794	ILK	chr11	6625501	6631842
NM_001014765	FBXO44	chr1	11715892	11721330
NM_001014764	EMC6	chr17	3572440	3572773
NM_001014763	ETFB	chr19	51848464	51857892
NM_001014451	DDX19B	chr16	70333200	70367485
NM_001243996	RYR3	chr15	33603246	34157427
NM_001130405	PRR20C	chr13	57735152	57736839
NM_001130091	LRRC48	chr17	17880912	17910759
NM_001010868	C6orf163	chr6	88054817	88075114
NM_001099790	PRAMEF19	chr1	13474688	13477522
NM_001099790	PRAMEF19	chr1	13695524	13698358
NM_001008410	STEAP3	chr2	120003072	120020914
NM_001130960	PLCH1	chr3	155198756	155393828
NM_001130958	FABP6	chr5	159626113	159665666
NM_001080115	LDB3	chr10	88428448	88459131
NM_001012416	KRTAP5-6	chr11	1718475	1718865
NM_181644	MFSD4	chr1	205538197	205569589
NM_001003694	BRPF1	chr3	9775824	9789033
NM_002699	POU3F1	chr1	38511059	38512415
NM_001177663	RIF1	chr2	152266937	152331585
NM_001178091	BCAT1	chr12	24970941	25101866
NM_001178101	ZNF37A	chr10	38385545	38407765
NM_001178090	ZNF454	chr5	178369792	178392974
NM_001880	ATF2	chr2	175939336	176001171
NM_004968	ICA1	chr7	8153552	8275556
NM_005067	SIAH2	chr3	150459927	150480636
NM_001004195	OR4F4	chr15	102462344	102463262
NM_001007075	KLHL5	chr4	39064272	39122686
NM_001004749	OR51A7	chr11	4928599	4929538
NM_001013630	AADACL4	chr1	12704565	12726746
NM_172130	KCNAB2	chr1	6100628	6158634
NM_153432	ODF2	chr9	131218370	131257010
NM_000854	GSTT2	chr22	24299909	24303318
NM_018679	TCP11	chr6	35086045	35107846
NM_003846	PEX11B	chr1	145516400	145522919
NM_003845	DYRK4	chr12	4700346	4722919
NM_003844	TNFRSF10A	chr8	23049206	23082574
NM_003843	SCEL	chr13	78130010	78218409
NM_014840	NUAK1	chr12	106460579	106532431
NM_014839	LPPR4	chr1	99730005	99772566
NM_014838	ZBED4	chr22	50277310	50280826
NM_014836	RHOBTB1	chr10	62631239	62671300
NM_014835	OSBPL2	chr20	60831240	60868943
NM_014834	LRRC37A	chr17	44372499	44415089
NM_014832	TBC1D4	chr13	75860927	76055903
NM_014831	TRANK1	chr3	36869765	36986300
NM_001142429	MORF4L2	chrX	102931088	102931955
NM_003682	MADD	chr11	47295465	47350701
NM_003681	PDXK	chr21	45139175	45175944
NM_003679	KMO	chr1	241695744	241755455
NM_213647	FGFR4	chr5	176516603	176524677
NM_001242338	ATAD2B	chr2	23974915	24149640
NM_001135055	TKT	chr3	53259771	53289958
NM_001080463	DYNC2H1	chr11	102980303	103349981
NM_001099218	RAD51AP2	chr2	17692070	17699682
NM_001199583	PACSIN1	chr6	34494082	34500307
NM_001143987	NBPF6	chr1	108993223	109013260
NM_001146288	AIFM3	chr22	21322232	21335320
NM_001166264	LTBP1	chr2	33359804	33623612
NM_001166534	DDX4	chr5	55062757	55112368
NM_001166533	DDX4	chr5	55034791	55112368
NM_001166448	HDAC8	chrX	71694545	71792611
NM_003764	STX11	chr6	144507764	144508628
NM_003763	STX16	chr20	57227062	57251347
NM_003762	VAMP4	chr1	171673645	171707554
NM_003761	VAMP8	chr2	85804769	85808839
NM_003759	SLC4A4	chr4	72204965	72432764
NM_003760	EIF4G3	chr1	21133811	21329235
NM_018837	SULF2	chr20	46287105	46386107
NM_003548	HIST2H4A	chr1	149804248	149804560
NM_003548	HIST2H4A	chr1	149832385	149832697
NM_003546	HIST1H4L	chr6	27840976	27841288
NM_003544	HIST1H4B	chr6	26027168	26027480
NM_003543	HIST1H4H	chr6	26285415	26285727
NM_003541	HIST1H4K	chr6	27798993	27799305
NM_001606	ABCA2	chr9	139902380	139922592
NM_001142364	ALG5	chr13	37524078	37573437
NM_001130067	TRIM2	chr4	154191537	154256118
NM_201269	ZNF644	chr1	91382354	91447910
NM_201267	NRP2	chr2	206548014	206641250
NM_201266	NRP2	chr2	206548014	206659782
NM_201265	UBL7	chr15	74738430	74751208
NM_201264	NRP2	chr2	206548014	206608303
NM_201263	WARS2	chr1	119575982	119683267
NM_201262	DNAJC12	chr10	69571254	69597769
NM_178849	HNF4A	chr20	43030012	43058305
NM_201224	DDX47	chr12	12966301	12982488
NM_201222	MAGED2	chrX	54835764	54842115
NM_187841	TRIM54	chr2	27505599	27529409
NM_184234	RBM39	chr20	34292402	34328796
NM_184231	NCKIPSD	chr3	48711976	48723240
NM_184087	TRIM55	chr8	67039503	67086828
NM_184086	TRIM55	chr8	67039503	67086828
NM_184085	TRIM55	chr8	67039503	67086828
NM_005380	NBL1	chr1	19981523	19983622
NM_021145	DMTF1	chr7	86794257	86824456
NM_021144	PSIP1	chr9	15471204	15510186
NM_001276251	LDLRAD4	chr18	13642714	13645656
NM_001276249	LDLRAD4	chr18	13621165	13645656
NM_001272103	HERPUD1	chr16	56966156	56976123
NM_001272102	CLCN5	chrX	49689908	49807103
NM_001271329	MARVELD3	chr16	71660132	71674307
NM_001271318	ZNF512	chr2	27821075	27844328
NM_031414	STK31	chr7	23749904	23871985
NM_001243312	SMCR9	chr17	17322657	17326728
NM_001195035	MR1	chr1	181003143	181024401
NM_001205029	MDM1	chr12	68721213	68726025
NM_001205028	MDM1	chr12	68689033	68726025
NM_001205019	GK	chrX	30671654	30746859
NM_001204213	NOS1	chr12	117653113	117725997
NM_000757	CSF1	chr1	110453645	110467811
NM_001199050	LEMD1	chr1	205350785	205389664
NM_001199156	KAT7	chr17	47866196	47904864
NM_001199155	KAT7	chr17	47866196	47904864
NM_001199149	LTF	chr3	46477685	46501220
NM_001204127	LRMP	chr12	25222341	25260994
NM_001204126	LRMP	chr12	25222341	25260994
NM_001199208	CYP4F3	chr19	15752225	15770195
NM_001199252	SGOL1	chr3	20202596	20225519
NM_001199209	CYP4F3	chr19	15752225	15770195
NM_001199254	SGOL1	chr3	20202596	20225519
NM_004992	MECP2	chrX	153295817	153357667
NM_005100	AKAP12	chr6	151561697	151674875
NM_001077702	MIER1	chr1	67394586	67452156
NM_000451	SHOX	chrX	591632	605371
NM_002114	HIVEP1	chr6	12015861	12164694
NM_007337	DLEC1	chr3	38080716	38164096
NM_013320	HCFC2	chr12	104458338	104497051
NM_016044	FAHD2A	chr2	96071306	96078705
NM_024699	ZFAND1	chr8	82614929	82633516
NM_203497	COMMD6	chr13	76100724	76111941
NM_181801	UBE2C	chr20	44442091	44445406
NM_203505	G3BP2	chr4	76570613	76587209
NM_203495	COMMD6	chr13	76100724	76111941
NM_203494	USP50	chr15	50792965	50838722
NM_203504	G3BP2	chr4	76570613	76587209
NM_203503	CLEC4C	chr12	7882191	7899944
NM_203500	KEAP1	chr19	10597327	10610709
NM_203488	ACYP1	chr14	75520357	75530256
NM_203487	PCDH9	chr13	66878786	67802572
NM_203486	DLL3	chr19	39989614	39998897
NM_203475	PORCN	chrX	48368208	48378864
NM_203474	PORCN	chrX	48368208	48378864
NM_203473	PORCN	chrX	48368208	48378864
NM_006653	FRS3	chr6	41738356	41744725
NM_000825	GNRH1	chr8	25276934	25280858
NM_001257973	CTSL1	chr9	90343649	90346022
NM_001257968	CCDC129	chr7	31569382	31698006
NM_001257967	CCDC129	chr7	31589106	31692443
NM_001257965	CRB1	chr1	197297688	197447009
NM_001257963	PDLIM3	chr4	186423447	186456588
NM_001257962	PDLIM3	chr4	186423447	186456588
NM_001257414	IKZF3	chr17	37922042	38020379
NM_001257413	IKZF3	chr17	37922042	38020379
NM_001257412	IKZF3	chr17	37922042	38020379
NM_001031847	CPT1A	chr11	68522283	68582942
NM_001166393	MTUS1	chr8	17503434	17573294
NM_001201481	OSBPL6	chr2	179170911	179260286
NM_002793	PSMB1	chr6	170844307	170862330
NM_002792	PSMA7	chr20	60711912	60718359
NM_003985	TNK1	chr17	7286245	7292403
NM_006637	OR5I1	chr11	55702931	55703876
NM_006636	MTHFD2	chr2	74425768	74441369
NM_014703	VPRBP	chr3	51436199	51517844
NM_176887	TAS2R46	chr12	11213963	11214893
NM_017522	LRP8	chr1	53712689	53793584
NM_018695	ERBB2IP	chr5	65288546	65374358
NM_015720	PODXL2	chr3	127348062	127391323
NM_016818	ABCG1	chr21	43639372	43716502
NM_177560	CSNK2A1	chr20	464604	478382
NM_014267	C11orf58	chr11	16760325	16776651
NM_017434	DUOX1	chr15	45424164	45457099
NM_017436	A4GALT	chr22	43088895	43089957
NM_017435	SLCO1C1	chr12	20852510	20905462
NM_007355	HSP90AB1	chr6	44216366	44221335
NM_007354	C3orf27	chr3	128292122	128292572
NM_000877	IL1R1	chr2	102774184	102793219
NM_001122962	SIRPB2	chr20	1456811	1472005
NM_001123387	KRTAP2-1	chr17	39203132	39203519
NM_001008697	TFIP11	chr22	26887978	26906238
NM_001014977	BANF2	chr20	17705670	17716456
NM_001042545	LTBP4	chr19	41107293	41135455
NM_001080145	CT47A2	chrX	120098189	120099943
NM_001080145	CT47A2	chrX	120103049	120104803
NM_001113494	SEPT9	chr17	75398556	75494740
NM_001082969	C11orf57	chr11	111946298	111953696
NM_001101802	PHF21A	chr11	45955518	46105770
NM_001099667	ARMS2	chr10	124214243	124216449
NM_001110503	TMEM87A	chr15	42551146	42565596
NM_001098418	GAGE12E	chrX	49297934	49304050
NM_001001396	ATP2B4	chr1	203652333	203708699
NM_001101800	FAM13B	chr5	137275913	137354800
NM_001101677	SOHLH1	chr9	138585442	138591313
NM_001173542	BANP	chr16	88008721	88110267
NM_001256888	FAM26D	chr6	116864976	116879374
NM_001166265	LTBP1	chr2	33359804	33623612
NM_002712	PPP1R7	chr2	242089910	242122238
NM_002711	PPP1R3A	chr7	113517777	113559051
NM_002710	PPP1CC	chr12	111158880	111180512
NM_002708	PPP1CA	chr11	67166005	67169253
NM_002697	POU2F1	chr1	167190134	167385047
NM_003116	SPAG4	chr20	34203925	34208944
NM_003115	UAP1	chr1	162535858	162569153
NM_020155	GPR137	chr11	64053996	64056837
NM_133178	PTPRU	chr1	29563156	29652173
NM_001166058	RXFP2	chr13	32313749	32376542
NM_001184775	SEZ6L	chr22	26565635	26776261
NM_001184776	SEZ6L	chr22	26565635	26776261
NM_001201359	CCL25	chr19	8117933	8127109
NM_001258441	BLNK	chr10	97951728	98031155
NM_001258440	BLNK	chr10	97951728	98031155
NM_032850	ZFYVE19	chr15	41099486	41106424
NM_031917	ANGPTL6	chr19	10203264	10207239
NM_032017	STK40	chr1	36807355	36826933
NM_031916	ROPN1L	chr5	10442279	10465059
NM_025240	CD276	chr15	73991980	74005297
NM_031915	SETDB2	chr13	50026029	50065985
NM_031914	SYT16	chr14	62462737	62567425
NM_032014	MRPS24	chr7	43906297	43909094
NM_031913	ESYT3	chr3	138153640	138195696
NM_172084	CAMK2B	chr7	44259660	44365020
NM_172087	TNFSF13	chr17	7462356	7464150
NM_001004	RPLP2	chr11	810234	812836
NM_000894	LHB	chr19	49519324	49520338
NM_001144027	NDOR1	chr9	140100229	140110764
NM_001160419	ZBP1	chr20	56188141	56195351
NM_001159560	BEX5	chrX	101408901	101409237
NM_001159554	P2RX6	chr22	21369463	21380906
NM_001159547	BEND4	chr4	42119742	42154160
NM_001253909	AKR1C3	chr10	5136636	5139790
NM_001005463	EBF3	chr10	131636192	131762032
NM_001010847	LRRC38	chr1	13802313	13840088
NM_207034	EDN3	chr20	57875867	57899514
NM_206933	USH2A	chr1	215799122	216595678
NM_015027	PDXDC1	chr16	15069056	15130132
NM_014139	SCN11A	chr3	38888184	38991853
NM_014910	ZNF507	chr19	32843736	32873989
NM_014898	ZFP30	chr19	38125881	38138723
NM_014897	ZNF652	chr17	47375774	47395087
NM_014907	FRMPD1	chr9	37692638	37746766
NM_144565	DUOXA1	chr15	45409712	45415212
NM_015424	CHRDL2	chr11	74407542	74441933
NM_015423	AASDHPPT	chr11	105948437	105967634
NM_015421	TMEM186	chr16	8889808	8891471
NM_015419	MXRA5	chrX	3227756	3261874
NM_015420	DCAF13	chr8	104427218	104455110
NM_015417	SPEF1	chr20	3758858	3761934
NM_015416	LETMD1	chr12	51442139	51453214
NM_015415	MPC2	chr1	167887560	167905079
NM_015414	RPL36	chr19	5690518	5691632
NM_015892	CHST15	chr10	125769664	125805728
NM_170745	HIST1H2AA	chr6	25726359	25726755
NM_170735	BDNF	chr11	27679367	27680111
NM_170734	BDNF	chr11	27679367	27720952
NM_020651	PELI1	chr2	64321835	64335444
NM_020650	RCN3	chr19	50031729	50046470
NM_001003675	LDLRAD4	chr18	13612703	13645656
NM_001003674	LDLRAD4	chr18	13612703	13645656
NM_001003665	C1orf95	chr1	226736605	226789741
NM_005800	USPL1	chr13	31195277	31233493
NM_005788	PRMT3	chr11	20409292	20529959
NM_005787	ALG3	chr3	183960301	183966728
NM_005786	TSHZ1	chr18	72997497	73000596
NM_005785	RNF41	chr12	56600230	56607831
NM_005783	TXNDC9	chr2	99936144	99949673
NM_183404	RBL1	chr20	35632095	35724331
NM_004374	COX6C	chr8	100899732	100904249
NM_004373	COX6A1	chr12	120875929	120878340
NM_004371	COPA	chr1	160259946	160312960
NM_001253827	GALNT14	chr2	31133766	31337677
NM_001276506	SDHD	chr11	111957631	111963921
NM_001017398	TRIM36	chr5	114513446	114515734
NM_001017397	TRIM36	chr5	114506799	114515734
NM_001017396	ZNF2	chr2	95843320	95847854
NM_001017405	MAEA	chr4	1283701	1332957
NM_001135599	TGFB2	chr1	218520043	218614704
NM_001134433	AZI2	chr3	28373389	28382108
NM_001145121	TCP10L2	chr6	167585632	167595404
NM_001145404	ZNF506	chr19	19905360	19932412
NM_001145393	TSEN2	chr3	12531299	12574220
NM_001166050	APBB2	chr4	40818108	41035271
NM_001195296	MIPOL1	chr14	37717093	38016176
NM_001198549	NOL4	chr18	31432805	31599482
NM_018083	ZNF358	chr19	7584128	7585835
NM_021045	ZNF248	chr10	38120542	38145238
NM_001136022	NFATC4	chr14	24836260	24846149
NM_183236	RAB27A	chr15	55497704	55527132
NM_183235	RAB27A	chr15	55497704	55527132
NM_183234	RAB27A	chr15	55497704	55527132
NM_005756	GPR64	chrX	19008981	19086952
NM_006419	CXCL13	chr4	78527019	78532193
NM_006887	ZFP36L2	chr2	43451457	43453454
NM_006886	ATP5E	chr20	57605360	57607306
NM_016156	MTMR2	chr11	95568453	95657118
NM_018649	H2AFY2	chr10	71835414	71871439
NM_181690	AKT3	chr1	243663044	244006472
NM_020140	ANKS1B	chr12	99129337	99548270
NM_020139	BDH2	chr4	104000858	104017411
NM_001135655	LY6H	chr8	144239666	144241616
NM_001135654	PABPC4	chr1	40027369	40041623
NM_001135653	PABPC4	chr1	40027369	40041623
NM_001098408	GAGE12C	chrX	49326599	49332717
NM_001114137	DMTN	chr8	21924386	21938974
NM_001098199	GPR1	chr2	207040903	207041971
NM_001098208	HNRNPF	chr10	43882084	43883332
NM_001098207	HNRNPF	chr10	43882084	43883332
NM_001098206	HNRNPF	chr10	43882084	43883332
NM_001142557	HMMR	chr5	162887732	162918170
NM_001142553	DCHS2	chr4	155407594	155412507
NM_001142552	DCHS2	chr4	155244389	155412507
NM_001142548	RAD54L	chr1	46714077	46743954
NM_001178112	SCAMP5	chr15	75304180	75311324
NM_001198618	MAP7	chr6	136665365	136709618
NM_001130105	COL4A3BP	chr5	74675170	74807669
NM_001130103	COL13A1	chr10	71562179	71718457
NM_203351	MAP3K3	chr17	61700119	61771137
NM_203350	ZRANB2	chr1	71530756	71546678
NM_203349	SHC4	chr15	49118167	49255212
NM_203347	LCN15	chr9	139656270	139658940
NM_203346	HDLBP	chr2	242169015	242206284
NM_203344	SERTAD3	chr19	40947396	40947987
NM_203343	EPB41	chr1	29313949	29442309
NM_203342	EPB41	chr1	29320000	29442309
NM_203341	SEP15	chr1	87329229	87379794
NM_203331	CD59	chr11	33731671	33743991
NM_203330	CD59	chr11	33731671	33743991
NM_203329	CD59	chr11	33731671	33743991
NM_203327	SLC23A2	chr20	4837617	4913208
NM_001205301	EGFLAM	chr5	38258856	38464088
NM_203284	RBPJ	chr4	26364233	26432629
NM_203288	RP9	chr7	33134845	33148984
NM_203286	PVRL1	chr11	119545301	119599263
NM_203285	PVRL1	chr11	119508807	119599263
NM_001030048	KLK3	chr19	51358211	51363383
NM_001099733	ADCYAP1	chr18	905387	909636
NM_001099697	RSPH10B2	chr7	5965998	6006747
NM_213605	ZNF517	chr8	146028299	146033780
NM_001118888	ANGPT2	chr8	6360621	6420455
NM_001113512	ARHGEF7	chr13	111767873	111944679
NM_001172632	OLR1	chr12	10312614	10324676
NM_004214	FIBP	chr11	65651444	65655889
NM_014375	FETUB	chr3	186358249	186370420
NM_014374	REPIN1	chr7	150068330	150070034
NM_014373	GPR160	chr3	169801760	169802777
NM_014372	RNF11	chr1	51702428	51736994
NM_032167	SNX29	chr16	12070663	12662486
NM_032298	SYT3	chr19	51125946	51140668
NM_032307	C9orf64	chr9	86554425	86571415
NM_032296	FLYWCH1	chr16	2979686	2998728
NM_032306	ALKBH7	chr19	6372831	6374984
NM_032304	HAGHL	chr16	777509	779456
NM_032294	CAMKK1	chr17	3765504	3788981
NM_001042439	BPIFA3	chr20	31805342	31815423
NM_001042437	ST3GAL5	chr2	86067266	86094740
NM_003587	DHX16	chr6	30621018	30640618
NM_174924	PDILT	chr16	20370640	20410622
NM_174923	CCDC107	chr9	35658376	35661184
NM_174922	ADCK5	chr8	145597784	145618289
NM_174921	SMIM14	chr4	39553745	39606765
NM_174919	ARHGAP27	chr17	43506853	43507645
NM_174920	SAMD14	chr17	48190256	48202323
NM_174918	C19orf59	chr19	7741967	7744000
NM_174917	ACSF3	chr16	89167089	89220615
NM_174916	UBR1	chr15	43237526	43398220
NM_001167600	NEU4	chr2	242755681	242758374
NM_001167601	NEU4	chr2	242755681	242758374
NM_001686	ATP5B	chr12	57032106	57039747
NM_001685	ATP5J	chr21	27096950	27102105
NM_002141	HOXA4	chr7	27168843	27170352
NM_002140	HNRNPK	chr9	86584321	86593167
NM_002139	RBMX	chrX	135956300	135961586
NM_002138	HNRNPD	chr4	83276486	83294831
NM_001136538	ACAD10	chr12	112130513	112194277
NM_001048174	MUTYH	chr1	45794977	45800177
NM_001142617	STRA6	chr15	74472420	74494608
NM_001042490	GTF2H2D	chr5	68860959	68888025
