gene	canonical	chrom	start	end
ATXN2	NM_002973	12	111452213	111599676
MAML1	NM_014757	5	179732849	179777286
SLC2A1	NM_006516	1	42925374	42959176
TRIM27	NM_006510	6	28903001	28923991
SPINK2	NM_001271718	4	56809859	56821869
IZUMO3	NM_001271706	9	24543214	24545676
ANKRD61	NM_001271700	7	6031375	6036552
TBC1D30	NM_015279	12	64759496	64881018
MBIP	NM_016586	14	36298557	36320676
CRTAP	NM_006371	3	33113957	33147773
UBIAD1	NM_001330349	1	11273197	11299571
SNX15	NM_013306	11	65027407	65040572
CLP1	NM_006831	11	57657743	57661865
HK3	NM_002115	5	176880868	176899332
GPAA1	NM_003801	8	144082620	144086216
SERPINB3	NM_006919	18	63655196	63661963
MYO15A	NM_016239	17	18108705	18179802
CYP2D6	NM_000106	22	42126498	42144554
XCL2	NM_003175	1	168540764	168543997
FAM180A	NM_205855	7	135729597	135748846
ENOPH1	NM_021204	4	82430479	82461175
MUSTN1	NM_205853	3	52833114	52835219
DMXL2	NM_001174116	15	51447723	51622770
SPATA31A3	NM_001083124	9	66986303	66992550
DTWD1	NM_020234	15	49621028	49645136
COQ3	NM_017421	6	99369471	99394206
SIX4	NM_017420	14	60709537	60724134
DPH1	NM_001383	17	2030111	2043431
SKA1	NM_001039535	18	50375021	50394168
LPIN2	NM_014646	18	2916993	3011947
SUCLA2	NM_003850	13	47942655	48001326
RIPK2	NM_003821	8	89757746	89791064
TOMM22	NM_020243	22	38681948	38684761
CDC42SE2	NM_020240	5	131264008	131394689
INCENP	NM_001040694	11	62123972	62153163
TRIM64B	NM_001164397	11	89870437	89876017
EDARADD	NM_080738	1	236394379	236484708
ZNF703	NM_025069	8	37695750	37700021
ADGRF1	NM_153840	6	46997702	47042363
EHMT1	NM_024757	9	137618991	137836126
CALM2	NM_001305626	2	47160081	47176936
SSX2IP	NM_001166417	1	84643706	84690557
BPY2	NM_004678	Y	22984262	25052104
CCPG1	NM_004748	15	55355222	55408510
ARHGAP28	NM_001010000	18	6834432	6915713
DEFA6	NM_001926	8	6924693	6926076
MTMR1	NM_001306144	X	150693363	150765103
BPHL	NM_001302777	6	3118375	3153198
LRRC30	NM_001105581	18	7231138	7232044
ZNF577	NM_032679	19	51871295	51887976
MTCL1	NM_015210	18	8717370	8832777
PCBP3	NM_001348239	21	45643724	45942454
CLPX	NM_006660	15	65148219	65185420
WBP2	NM_001330499	17	75845698	75856436
USP21	NM_001014443	1	161159463	161165726
FAM58A	NM_152274	X	153587924	153599177
RLN2	NM_005059	9	5299865	5304611
EGR2	NM_000399	10	62811995	62819167
CITED4	NM_133467	1	40861055	40862346
WRNIP1	NM_020135	6	2765431	2785745
C22orf24	NM_001302819	22	31933520	31945362
AGAP2	NM_001122772	12	57724292	57742161
SLC35G4	NM_001282300	18	11609557	11610612
TRIML2	NM_001303419	4	188091271	188105587
CHMP1B	NM_020412	18	11851389	11854449
LMOD3	NM_198271	3	69108671	69122595
GAPT	NM_001304428	5	58491434	58496358
PRELID3A	NM_001142406	18	12407895	12432237
ZNF506	NM_001099269	19	19792710	19821751
CADPS2	NM_001167940	7	122318423	122886759
CEP76	NM_024899	18	12672626	12702777
KRT20	NM_019010	17	40875888	40885243
TMEM62	NM_001347006	15	43133114	43185143
LDLRAD4	NM_001003674	18	13218729	13652754
FAM210A	NM_001098801	18	13663346	13726592
RYR1	NM_000540	19	38433699	38587564
SLC25A13	NM_001160210	7	96120219	96322147
TESC	NM_017899	12	117038922	117099446
RGS10	NM_001005339	10	119499826	119542710
CABLES1	NM_001100619	18	23134563	23260470
BCAS3	NM_001320470	17	60677774	61392838
TMEM241	NM_001318834	18	23296014	23437969
GYPA	NM_002099	4	144109302	144140786
ZNF521	NM_015461	18	25061923	25352250
LDHD	NM_153486	16	75111859	75116772
C19orf70	NM_001308240	19	5678413	5680896
TRERF1	NM_001297573	6	42224932	42452051
CYYR1	NM_001320768	21	26466208	26573404
TSGA13	NM_001304968	7	130668645	130687432
SNX6	NM_021249	14	34561092	34630183
RWDD2A	NM_001322336	6	83193312	83198935
SFT2D1	NM_145169	6	166319727	166342606
NMNAT3	NM_001320513	3	139560180	139678050
FAM161B	NM_152445	14	73932991	73950414
PIWIL4	NM_152431	11	94567307	94621421
LRIG3	NM_153377	12	58872154	58920538
PLD3	NM_012268	19	40348424	40378490
HOXC8	NM_022658	12	54009105	54012761
LDB3	NM_001171610	10	86668448	86736067
LPGAT1	NM_001320808	1	211743456	211830772
CLCNKA	NM_004070	1	16021990	16034050
PROSER1	NM_025138	13	39009864	39038076
CNOT7	NM_001322096	8	17229228	17246909
ABHD17B	NM_001025780	9	71862451	71911245
BTNL9	NM_152547	5	181040224	181061523
GPC2	NM_152742	7	100169605	100177426
HIF1AN	NM_017902	10	100535883	100553924
AFAP1L1	NM_152406	5	149271837	149343635
SLC25A52	NM_001034172	18	31759695	31760880
PHYHIP	NM_001099335	8	22219702	22232338
SNX19	NM_014758	11	130875870	130916487
XKR8	NM_018053	1	27959461	27968096
MAGEC2	NM_016249	X	142202341	142205290
CCDC178	NM_001308126	18	32937401	33440721
INPP5F	NM_014937	10	119726046	119829150
AHRR	NM_020731	5	304175	438290
GPR143	NM_000273	X	9725412	9765965
NPC1	NM_000271	18	23531498	23586617
GRIPAP1	NM_020137	X	48973719	49002264
TTLL4	NM_014640	2	218710844	218755415
TRMT61B	NM_017910	2	28849820	28870309
ASB6	NM_017873	9	129634603	129642169
NOP10	NM_018648	15	34341715	34343161
UGGT2	NM_020121	13	95801580	96053482
SLC17A7	NM_020309	19	49429397	49441551
PCDHA12	NM_018903	5	140875301	141012344
ATP11B	NM_014616	3	182793502	182921633
SLC12A9	NM_020246	7	100852718	100867012
DAZ3	NM_020364	Y	23219433	24907040
KCNK4	NM_033310	11	64291320	64300031
INO80C	NM_001098817	18	35468326	35497991
SH3BP2	NM_001145855	4	2793022	2841096
CCDC136	NM_022742	7	128791409	128822133
C18orf21	NM_001201475	18	35972624	35979287
PAGE3	NM_001171252	X	55258415	55264916
NIPSNAP3B	NM_018376	9	104763740	104777764
RSBN1	NM_018364	1	113761831	113812476
SLC39A6	NM_012319	18	36108530	36129394
VSX1	NM_001256272	20	25070885	25082379
GTSCR1	NM_001278515	18	70630518	70650857
MT1HL1	NM_001276687	1	237004102	237004418
SLC16A4	NM_004696	1	110362850	110391082
RPP25	NM_017793	15	74955101	74957434
C20orf197	NM_173644	20	60055924	60072953
TPGS2	NM_015476	18	36780024	36829216
CA10	NM_001082533	17	51630312	52160017
TMEM229A	NM_001136002	7	124030915	124033469
ANXA2	NM_001136015	15	60347150	60397986
HM13	NM_178582	20	31514409	31569567
SLC14A2	NM_007163	18	45212981	45683095
LZTS2	NM_032429	10	100997065	101007836
VPS37A	NM_152415	8	17246891	17298024
DESI1	NM_015704	22	41598027	41621057
RRP7A	NM_015703	22	42508334	42519823
SIGLEC15	NM_213602	18	45825579	45842556
WDR37	NM_014023	10	1056835	1132297
OSTM1	NM_014028	6	108041408	108074737
HECTD1	NM_015382	14	31100114	31207523
MAP1B	NM_005909	5	72107267	72209570
DCP1A	NM_001290205	3	53283424	53347627
DISP2	NM_033510	15	40358234	40371056
SLC22A5	NM_001308122	5	132369708	132395614
SMPDL3B	NM_001304579	1	27934954	27959157
GLUD1	NM_001318905	10	87050201	87095047
MEI4	NM_001282136	6	77650273	77927042
COG6	NM_001145079	13	39655626	39791665
SYN1	NM_006950	X	47571900	47619857
TSLP	NM_033035	5	111071691	111078024
CTIF	NM_001142397	18	48539055	48863215
GMPR2	NM_001283021	14	24232421	24239241
KLRF2	NM_001190765	12	9881488	9895833
CLYBL	NM_206808	13	99606663	99892764
PIK3C2A	NM_001321378	11	17086575	17207996
GAD2	NM_000818	10	26216306	26304562
IFT80	NM_001190241	3	160256985	160399532
DDB2	NM_000107	11	47214941	47239218
SPSB3	NM_080861	16	1776711	1782580
TNFAIP3	NM_001270508	6	137867187	137883314
KHDRBS1	NM_006559	1	32013693	32043881
SNCAIP	NM_001308100	5	122312068	122464219
SLC35A1	NM_006416	6	87472924	87512339
POMT1	NM_001136113	9	131502901	131523806
AQP4	NM_004028	18	26852037	26865844
C18orf54	NM_001288980	18	54357916	54382035
GARS	NM_001316772	7	30594734	30634032
IGF1R	NM_000875	15	98648538	98964530
DNAJB14	NM_001031723	4	99896249	99946726
FAM205C	NM_001309426	9	34889063	34895778
MGME1	NM_001310338	20	17968890	17991122
RNF31	NM_017999	14	24146874	24160661
CFAP99	NM_001193282	4	2418944	2462963
MC2R	NM_001291911	18	13882043	13915707
CYP2C8	NM_001198855	10	95036771	95069497
CHRNB2	NM_000748	1	154567780	154579877
FGF13	NM_004114	X	138631572	139205023
PDCD11	NM_014976	10	103396654	103446262
BOD1L2	NM_001257964	18	57147061	57150408
CCZ1	NM_015622	7	5898709	5925972
INPPL1	NM_001567	11	72224837	72239144
BMPR2	NM_001204	2	202376326	202567751
LGALS3	NM_002306	14	55129216	55145430
PRSS2	NM_001303414	7	142770942	142774564
LGALS1	NM_002305	22	37675605	37679802
DLST	NM_001933	14	74881890	74903747
RAPSN	NM_005055	11	47437756	47449178
RBM39	NM_001323423	20	35703608	35742336
NDUFA9	NM_005002	12	4649097	4687554
SDHB	NM_003000	1	17018725	17054170
RARRES2	NM_002889	7	150338317	150341674
SRP68	NM_014230	17	76038774	76072526
PNLIPRP2	NM_005396	10	116620952	116645143
OPTC	NM_014359	1	203494142	203508949
SEMA3B	NM_004636	3	50267557	50277171
CD48	NM_001256030	1	160678745	160711851
DYNLL2	NM_080677	17	58083418	58090257
SVIP	NM_001320340	11	22820262	22829862
CPLX4	NM_181654	18	59295403	59318649
MMP25	NM_022468	16	3046680	3060723
CLCA4	NM_012128	1	86547075	86580749
B4GALNT3	NM_173593	12	460376	561892
CHRNA6	NM_004198	8	42752635	42768786
BMPR1B	NM_001203	4	94757976	95158450
ZCCHC2	NM_017742	18	62523424	62578585
ZNRD1	NM_170783	6	30061239	30064909
SERPINB5	NM_002639	18	63476910	63505085
SERPINB12	NM_001307928	18	63556159	63569327
SRD5A1	NM_001324323	5	6633321	6669562
CENPJ	NM_018451	13	24882273	24922889
DPP6	NM_130797	7	153887096	154894290
FAM83D	NM_030919	20	38926311	38953061
TNFRSF10A	NM_003844	8	23191456	23225167
A1CF	NM_001198819	10	50799408	50885675
OXNAD1	NM_001330670	3	16265159	16337361
ZNF845	NM_001321522	19	53333718	53356119
VPS11	NM_001290185	11	119067751	119081978
CBLN2	NM_182511	18	72536679	72544488
KRTAP9-3	NM_031962	17	41232462	41233454
PIGQ	NM_004204	16	569967	584136
SERTAD1	NM_013376	19	40422500	40426025
ANAPC4	NM_001286756	4	25377225	25418498
RBKS	NM_001287580	2	27781363	27890396
C18orf63	NM_001174123	18	74315874	74359187
FAM69C	NM_001044369	18	74435727	74457268
C19orf24	NM_017914	19	1275520	1279244
ADGRV1	NM_032119	5	90558799	91164216
TGFBR1	NM_001306210	9	99105088	99154191
SMIM21	NM_001303482	18	75409475	75427703
KCTD7	NM_153033	7	66628880	66643229
PRICKLE1	NM_153026	12	42458337	42589770
SLC9A6	NM_001042537	X	135985423	136047269
LTBP4	NM_001042544	19	40593165	40629820
BMP4	NM_001347916	14	53949735	53956891
TAS2R60	NM_177437	7	143443452	143444409
PPARD	NM_001171818	6	35342557	35428191
LMX1A	NM_177398	1	165201866	165356715
CCKBR	NM_176875	11	6259673	6272127
GRIK2	NM_001166247	6	101398984	102070083
STBD1	NM_003943	4	76306025	76311130
USP13	NM_003940	3	179653144	179789401
SYTL1	NM_001193308	1	27341991	27353932
KCNG2	NM_012283	18	79863667	79899816
FAM214A	NM_001286495	15	52581320	52678634
TEAD4	NM_003213	12	2959311	3040676
NEIL1	NM_024608	15	75346989	75355251
TPCN2	NM_139075	11	69048881	69090604
PTPRS	NM_002850	19	5205507	5340803
OR4F17	NM_001005240	19	110678	111596
ZNF837	NM_138466	19	58367622	58381022
TM4SF19	NM_138461	3	196323545	196338420
NBEA	NM_015678	13	34942286	35672737
C2CD4C	NM_001136263	19	405442	409170
SHC2	NM_012435	19	416582	460996
ODF3L2	NM_182577	19	463345	474983
MADCAM1	NM_130760	19	496489	505343
CGB5	NM_033043	19	49043844	49045311
POLR2C	NM_032940	16	57462638	57472009
ASAH1	NM_177924	8	18056298	18084998
LRRTM3	NM_178011	10	66926033	67101551
CIR1	NM_004882	2	174348149	174395715
H3F3A	NM_002107	1	226062706	226072002
PRSS57	NM_214710	19	685520	695461
PALM	NM_002579	19	708952	748330
MISP	NM_173481	19	751112	764319
CHFR	NM_001161344	12	132840351	132887618
PLPPR3	NM_024888	19	812487	821952
ELANE	NM_001972	19	852208	856246
ARID3A	NM_005224	19	926036	972803
GRIN3B	NM_138690	19	1000418	1009732
XXYLT1	NM_152531	3	195068278	195271166
SYNCRIP	NM_001159677	6	85607783	85643325
TRIP10	NM_001288962	19	6739681	6751526
ARL3	NM_004311	10	102673726	102714433
GNA14	NM_004297	9	77423078	77648316
RAB3D	NM_004283	19	11322045	11339668
BAG2	NM_004282	6	57172305	57185214
POLR2E	NM_002695	19	1086578	1095392
PSMD4	NM_001330692	1	151254699	151267478
B9D1	NM_001243475	17	19335374	19378193
ZBTB34	NM_001099270	9	126860664	126885877
CCDC43	NM_144609	17	44677436	44689797
TIFAB	NM_001099221	5	135448867	135452399
FCHSD2	NM_014824	11	72836744	73142098
PJA2	NM_014819	5	109334708	109409974
CBARP	NM_152769	19	1229947	1237991
ZNF775	NM_173680	7	150379316	150398631
DMTF1	NM_021145	7	87152360	87196332
AGRP	NM_001138	16	67482570	67483813
C19orf25	NM_152482	19	1473200	1479229
MEX3D	NM_203304	19	1554668	1568058
TRIM50	NM_178125	7	73312535	73328082
CYP3A7	NM_000765	7	99705036	99735200
ONECUT3	NM_001080488	19	1753662	1775445
CDH20	NM_031891	18	61333581	61555773
MRPS21	NM_018997	1	150293841	150308979
PCDHAC1	NM_018898	5	140926716	141012344
REXO1	NM_020695	19	1815245	1848453
ABHD17A	NM_031213	19	1876975	1885519
EN2	NM_001427	7	155458128	155464831
EMP3	NM_001425	19	48325371	48330553
TCEAL2	NM_080390	X	102125687	102127712
IZUMO4	NM_001039846	19	2096868	2099584
ANKRD11	NM_001256182	16	89267620	89490561
MED26	NM_004831	19	16574906	16628204
PCDHA7	NM_018910	5	140834383	141012344
PLEKHJ1	NM_018049	19	2229951	2236353
HSF2BP	NM_007031	21	43529191	43659493
TSPAN9	NM_006675	12	3077354	3286564
SPPL2B	NM_001077238	19	2328629	2355102
DLL4	NM_019074	15	40929332	40939060
ZNF675	NM_138330	19	23652905	23687215
PRDM10	NM_020228	11	129899705	130002835
ITGB3	NM_000212	17	47253841	47312711
CDCA5	NM_080668	11	65077454	65084143
IL11RA	NM_001142784	9	34652184	34661901
MAPKAP1	NM_001006617	9	125437393	125707234
CATSPERB	NM_024764	14	91580773	91732086
LYAR	NM_017816	4	4267700	4290169
S1PR4	NM_003775	19	3178737	3180332
NCLN	NM_020170	19	3185876	3209575
ANKRD1	NM_014391	10	90912099	90921275
CNOT3	NM_014516	19	54137719	54155708
NFIC	NM_205843	19	3359562	3469217
MYPN	NM_001256268	10	68106116	68212016
ZNF14	NM_021030	19	19710471	19733112
ACPT	NM_033068	19	50790414	50795224
TEX11	NM_001003811	X	70528939	70908717
WNT3	NM_030753	17	46762505	46818760
STPG2	NM_174952	4	97558873	98143240
PPEF2	NM_006239	4	75859872	75902528
GIPC3	NM_133261	19	3585570	3593541
CACTIN	NM_001080543	19	3610628	3626815
PIP5K1C	NM_012398	19	3630180	3700492
CDK2AP1	NM_004642	12	123260969	123272140
NTN1	NM_004822	17	9021541	9244000
PCBD2	NM_032151	5	134905119	134962646
MATK	NM_139355	19	3777968	3801812
MTIF2	NM_001005369	2	55236619	55269248
IGSF21	NM_032880	1	18107745	18378483
NAGS	NM_153006	17	44004663	44009068
HLF	NM_002126	17	55264959	55325176
HLA-DRB5	NM_002125	6	32517376	32530229
FAM124B	NM_024785	2	224378697	224401994
NHEJ1	NM_024782	2	219075323	219160865
THBS4	NM_003248	5	79991295	80083284
SETD7	NM_030648	4	139495934	139556769
CFAP43	NM_025145	10	104129887	104232377
UGGT1	NM_020120	2	128091179	128195675
DMRTB1	NM_033067	1	53459398	53467487
FAXC	NM_032511	6	99271160	99350310
HTR5A	NM_024012	7	155070323	155087392
OTUB2	NM_023112	14	94026377	94048930
FAM53A	NM_001297435	4	1639880	1684313
MPND	NM_001300862	19	4343526	4360086
EPHB1	NM_004441	3	134795256	135260465
PLIN4	NM_001080400	19	4502179	4517704
PLIN5	NM_001013706	19	4522530	4535196
SEMA6B	NM_032108	19	4542587	4559759
TNFAIP8L1	NM_001167942	19	4639514	4655568
DPP9	NM_139159	19	4675230	4723843
DPP9-AS1	NM_001242901	19	4679281	4685948
RCVRN	NM_002903	17	9897709	9905367
MYL1	NM_079420	2	210290143	210315171
PIGU	NM_080476	20	34560541	34677285
GATA5	NM_080473	20	62463496	62475970
ZNF672	NM_024836	1	248838177	248849517
ZNF587	NM_032828	19	57849812	57865123
MAGEA10-MAGEA5	NM_001204811	X	152114048	152138578
RBAK-RBAKDN	NM_001204513	7	5045820	5073223
RBAK	NM_021163	7	5045820	5069488
SAFB	NM_001201338	19	5623034	5668478
SP3	NM_003111	2	173906458	173965702
HSD11B1L	NM_001267868	19	5680764	5688523
C16orf47	NM_207385	16	73126637	73144447
DDX55	NM_020936	12	123602076	123620943
TRMT61A	NM_152307	14	103529171	103537073
FUT6	NM_000150	19	5830625	5839731
FUT3	NM_000149	19	5842887	5851474
AARS	NM_001605	16	70252393	70289509
SHC1	NM_001130040	1	154962297	154974483
CABP4	NM_001300895	11	67452414	67461774
TRDMT1	NM_001321007	10	17137335	17202071
MLLT1	NM_005934	19	6210380	6279948
ACER1	NM_133492	19	6306498	6333629
HTN3	NM_000200	4	70028412	70036538
TFAP4	NM_003223	16	4257185	4273000
CYP21A2	NM_000500	6	32038315	32041670
FKBPL	NM_022110	6	32128706	32130290
CRB3	NM_174882	19	6463776	6467219
TIPIN	NM_017858	15	66336669	66356716
TTC21B	NM_024753	2	165873361	165953838
TUBB4A	NM_006087	19	6494318	6502848
SH2D3A	NM_005490	19	6752161	6767512
HLA-A	NM_002116	6	29942469	29945884
ZNF497	NM_198458	19	58354356	58362848
STMN4	NM_001283053	8	27235322	27258439
FAM89A	NM_198552	1	231018957	231040249
GALNT18	NM_198516	11	11270873	11622014
MBD3L5	NM_001136507	19	7030582	7033011
MBD3L4	NM_001164419	19	7037743	7040173
MBD3L2	NM_144614	19	7049339	7051735
MBD3L3	NM_001164425	19	7056204	7058634
OSGEPL1	NM_022353	2	189746659	189763198
CD7	NM_006137	17	82314869	82317604
CAPZA2	NM_006136	7	116862508	116919259
KRT1	NM_006121	12	52674735	52680407
UGT1A3	NM_019093	2	233729126	233773299
CDCA7L	NM_001127370	7	21900898	21945924
RCC2	NM_018715	1	17406754	17439754
TMEM55A	NM_018710	8	90994270	91040975
CTTNBP2NL	NM_018704	1	112396177	112461164
ANGPTL8	NM_018687	19	11239618	11241943
SMPD3	NM_018667	16	68358326	68448506
BATF3	NM_018664	1	212686416	212699985
SLC16A10	NM_018593	6	111087577	111223403
LRRC59	NM_018509	17	50381232	50397553
SPATS2L	NM_001282735	2	200305880	200482263
LANCL2	NM_018697	7	55365447	55433742
PCP2	NM_174895	19	7631614	7633748
WDTC1	NM_001276252	1	27234515	27308633
CLEC4G	NM_198492	19	7728956	7732171
HHLA1	NM_001145095	8	132061485	132105265
CLCN2	NM_004366	3	184346184	184361651
IGSF1	NM_001170961	X	131273505	131289429
BPIFB3	NM_182658	20	33055330	33073637
ZNF735	NM_001159524	7	64207202	64220290
ZNF605	NM_183238	12	132921432	132956306
PTPRD	NM_002839	9	8314245	10612723
RAB5C	NM_001252039	17	42124975	42155044
EVI5L	NM_145245	19	7830274	7864976
PRR36	NM_001190467	19	7868718	7874441
TLR9	NM_017442	3	52221079	52226163
SETD4	NM_001286752	21	36034540	36060818
TGFBR3L	NM_001195259	19	7916146	7919095
CTXN1	NM_206833	19	7924495	7926166
CAP2	NM_006366	6	17393504	17557792
ZNF587B	NM_001204818	19	57830293	57846238
CCL25	NM_005624	19	8052761	8062663
M1AP	NM_001321739	2	74557882	74648338
EXOC6B	NM_001321731	2	72175983	72826042
FERMT2	NM_001134999	14	52857270	52951097
MFSD1	NM_022736	3	158801925	158829719
CD320	NM_016579	19	8302126	8308356
NDUFA7	NM_005001	19	8311349	8321413
CSTF3	NM_001326	11	33084583	33161491
PPP1R17	NM_006658	7	31687016	31708455
PPP1R26	NM_014811	9	135479801	135488893
PRAM1	NM_032152	19	8490055	8502654
SCNN1A	NM_001159576	12	6346842	6377357
NRIP2	NM_031474	12	2825347	2835055
ACTL9	NM_178525	19	8697396	8698830
AIF1	NM_001623	6	31615208	31617025
RAB2B	NM_032846	14	21459019	21476973
OR1M1	NM_001004456	19	9093244	9094186
OR7G2	NM_001005193	19	9102268	9103306
GIT1	NM_001085454	17	29573468	29589592
OR7D2	NM_175883	19	9185593	9188817
OR7E24	NM_001079935	19	9251043	9252063
SULT1A2	NM_177528	16	28591942	28597070
TTYH1	NM_001201461	19	54415430	54436719
HDAC10	NM_032019	22	50245183	50251405
RPS3	NM_001260506	11	75399490	75422301
ATPAF2	NM_145691	17	18018019	18039166
RWDD1	NM_016104	6	116571366	116593601
DHRSX	NM_145177	X	2219513	2500974
LNP1	NM_001085451	3	100401192	100456326
MSH3	NM_002439	5	80654647	80876815
ZNF10	NM_015394	12	133130627	133159463
DPH3	NM_206831	3	16257060	16264989
STEAP1B	NM_001164460	7	22419443	22500282
ATRNL1	NM_207303	10	115093364	115948998
RARRES1	NM_206963	3	158697107	158732486
RDH8	NM_015725	19	10013248	10022278
PPL	NM_002705	16	4882506	4937135
EFHB	NM_144715	3	19879473	19947025
ICAM5	NM_003259	19	10289978	10296778
ZGLP1	NM_001103167	19	10304802	10309557
LRRC8E	NM_001268284	19	7888504	7902023
ARL14	NM_025047	3	160677159	160678447
PDE4A	NM_001111307	19	10416772	10469631
PADI2	NM_007365	1	17066760	17119453
NXF3	NM_022052	X	103075820	103093094
AP1M2	NM_001300887	19	10572670	10587315
MINOS1	NM_001204083	1	19596976	19629821
UTS2	NM_021995	1	7847611	7853491
APOBEC2	NM_006789	6	41053200	41064891
CHM	NM_000390	X	85861179	86047565
PDLIM4	NM_003687	5	132257657	132273454
NANP	NM_152667	20	25612935	25624012
UBE2E2	NM_152653	3	23203292	23590805
IER3IP1	NM_016097	18	47155018	47176374
GINS2	NM_016095	16	85677673	85688982
COMMD2	NM_016094	3	149738469	149752499
TOX3	NM_001146188	16	52436415	52547802
DUSP27	NM_001080426	1	167094089	167129129
TTC36	NM_001346096	11	118527432	118531197
SNED1	NM_001080437	2	240998837	241094228
DDX4	NM_024415	5	55738016	55817146
CARM1	NM_199141	19	10871576	10922772
CORO7	NM_024535	16	4354541	4416961
LY75	NM_002349	2	159803355	159904756
PLCH1	NM_001349252	3	155479881	155745089
PLCD1	NM_001130964	3	38007495	38029663
SUN1	NM_001130965	7	815556	874920
RFESD	NM_001131065	5	95646776	95657145
MXD1	NM_002357	2	69915040	69942944
KANK2	NM_001136191	19	11164266	11197567
ATG12	NM_004707	5	115828196	115841851
ZNF730	NM_001277403	19	23116974	23147212
CCDC159	NM_001080503	19	11346504	11354944
PLPPR2	NM_022737	19	11355385	11365698
EPHX4	NM_173567	1	92029975	92063536
SQLE	NM_003129	8	124998477	125022283
RGL3	NM_001161616	19	11394055	11419342
CCDC151	NM_145045	19	11420604	11435782
SMARCD1	NM_003076	12	50085199	50100711
ELAVL3	NM_001420	19	11451327	11480988
NLRP4	NM_134444	19	55836577	55881854
RIN2	NM_001242581	20	19886520	20002459
GIMAP5	NM_018384	7	150737347	150743649
CCNL1	NM_020307	3	157146501	157160760
TANGO2	NM_001322141	22	20016999	20067164
SLC12A5	NM_020708	20	46021689	46060150
AMPH	NM_001635	7	38383695	38631567
MRPL24	NM_145729	1	156737301	156741131
DBF4B	NM_145663	17	44708607	44752268
ZNF69	NM_001321163	19	11887783	11914550
DEFB115	NM_001037730	20	31257663	31259632
TMEM53	NM_024587	1	44653246	44674608
CXCR5	NM_001716	11	118883765	118896271
L1TD1	NM_001164835	1	62194801	62212328
VGLL4	NM_001284390	3	11556066	11720768
EFEMP1	NM_001039348	2	55865961	55924163
XAGE2	NM_130777	X	52369009	52375683
PAX8	NM_003466	2	113215996	113278921
SHQ1	NM_018130	3	72749276	72848447
TNFRSF19	NM_148957	13	23570369	23676105
RFWD3	NM_018124	16	74621398	74666881
SPTY2D1	NM_194285	11	18606400	18634473
ELMSAN1	NM_194278	14	73715121	73787258
TTLL11	NM_001139442	9	121821924	122093606
GPR151	NM_194251	5	146514853	146516113
NASP	NM_002482	1	45583987	45618906
WNT9A	NM_003395	1	227921463	227947975
WNT8B	NM_003393	10	100463054	100483642
HPX	NM_000613	11	6431037	6441024
MISP3	NM_001291291	19	14073008	14075062
UGT2B17	NM_001077	4	68537184	68568527
POMC	NM_001319204	2	25160852	25168851
LEPR	NM_001003679	1	65420651	65637493
LAIR2	NM_002288	19	54502796	54510690
HLA-G	NM_002127	6	29826978	29831122
SGCZ	NM_139167	8	14084834	15238283
RORB	NM_006914	9	74497335	74687201
CNMD	NM_007015	13	52703265	52739812
PDE3A	NM_000921	12	20369244	20684107
CYSLTR1	NM_001282187	X	78271471	78327691
ETF1	NM_001256302	5	138506092	138543300
PUM2	NM_015317	2	20248691	20350850
SHROOM2	NM_001649	X	9786455	9949443
LILRB1	NM_006669	19	54616929	54637530
RHBDD3	NM_012265	22	29259851	29268163
AHSP	NM_016633	16	31527851	31528804
MYOZ2	NM_016599	4	119135783	119187789
SLC22A17	NM_016609	14	23346310	23352912
PPM1L	NM_139245	3	160756203	161078907
PALM3	NM_001145028	19	14053366	14059159
C19orf67	NM_001277378	19	14081631	14085795
GSTCD	NM_001031720	4	105708783	105847725
ADAMTS20	NM_025003	12	43353865	43551971
BAZ2A	NM_001351156	12	56595595	56636379
RPL11	NM_000975	1	23691778	23696426
RARG	NM_000966	12	53210565	53232256
FBXO4	NM_033484	5	41925251	41941570
MVB12B	NM_033446	9	126326843	126507041
CATSPERG	NM_021185	19	38335786	38370949
DHX57	NM_198963	2	38797730	38875934
GPR173	NM_018969	X	53049323	53080614
SPG21	NM_016630	15	64963020	64989946
JKAMP	NM_001284201	14	59484442	59505406
RCBTB1	NM_018191	13	49531945	49585583
H1FNT	NM_181788	12	48328979	48330279
DPY19L4	NM_181787	8	94719874	94793848
CCDC105	NM_173482	19	15010726	15023271
OR1I1	NM_001004713	19	15087065	15088133
FOCAD	NM_017794	9	20658308	20995955
PCYOX1	NM_016297	2	70258098	70281185
DNAJB11	NM_016306	3	186570675	186585800
IFNAR1	NM_000629	21	33324908	33359822
BDKRB2	NM_000623	14	96204797	96244329
CD59	NM_001127223	11	33703009	33736479
OCLM	NM_022375	1	186400571	186401455
LHX5	NM_022363	12	113462888	113472072
CBX3	NM_007276	7	26201210	26213607
ANKRD12	NM_001204056	18	9136752	9285985
PGLYRP2	NM_052890	19	15468645	15479504
YBX3	NM_003651	12	10699076	10723354
RPL3L	NM_005061	16	1944578	1954678
FAM183A	NM_001101376	1	43147922	43156396
DLGAP3	NM_001080418	1	34865435	34929585
NPAT	NM_001321307	11	108157214	108222638
ENO2	NM_001975	12	6914449	6923696
SCAMP1	NM_004866	5	78360502	78480739
WDCP	NM_025203	2	24029335	24047426
C6orf47	NM_021184	6	31658297	31660772
EXO5	NM_001346946	1	40508718	40516050
TAPT1	NM_153365	4	16160504	16226538
FAM189A2	NM_001347995	9	69324571	69392474
